timestamp,x,y,z,r,roll,pitch,yaw
1784215245.0242,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.0841,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.1390,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.1917,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.2469,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.3079,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.3599,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.4115,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.4710,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.5402,352.0000,0.0000,105.0000,105.0000,0.0,0.0,0.0
1784215245.5911,351.9938,0.0000,104.9845,105.0000,0.0,0.0,0.0
1784215245.6353,351.9325,0.0000,104.8312,105.0000,0.0,0.0,0.0
1784215245.6839,351.7699,0.0000,104.4249,105.0000,0.0,0.0,0.0
1784215245.7395,351.4594,0.0000,103.6485,105.0000,0.0,0.0,0.0
1784215245.8051,350.8207,0.0000,102.0517,105.0000,0.0,0.0,0.0
1784215245.8713,350.1932,0.0000,100.4830,105.0000,0.0,0.0,0.0
1784215245.9278,349.5710,0.0000,98.9273,105.0000,0.0,0.0,0.0
1784215245.9871,348.9026,0.0000,97.2564,105.0000,0.0,0.0,0.0
1784215246.0596,348.1006,0.0000,95.2513,105.0000,0.0,0.0,0.0
1784215246.1118,347.5212,0.0000,93.8032,105.0000,0.0,0.0,0.0
1784215246.1872,346.6747,0.0000,91.6867,105.0000,0.0,0.0,0.0
1784215246.2397,346.0955,0.0000,90.2386,105.0000,0.0,0.0,0.0
1784215246.3154,345.2489,0.0000,88.1222,105.0000,0.0,0.0,0.0
1784215246.3712,344.6251,0.0000,86.5627,105.0000,0.0,0.0,0.0
1784215246.4433,343.8230,0.0000,84.5576,105.0000,0.0,0.0,0.0
1784215246.4827,343.3775,0.0000,83.4436,105.0000,0.0,0.0,0.0
