timestamp,x,y,z,r
1784216464.6707,330.0000,0.0000,105.0000,105.0000
1784216464.7240,330.0000,0.0000,105.0000,105.0000
1784216464.7794,330.0000,0.0000,105.0000,105.0000
1784216464.8354,330.0000,0.0000,105.0000,105.0000
1784216464.8910,330.0000,0.0000,105.0000,105.0000
1784216464.9550,330.0000,0.0000,105.0000,105.0000
1784216465.0114,330.0000,0.0000,105.0000,105.0000
1784216465.0710,330.0000,0.0000,105.0000,105.0000
1784216465.1271,330.0000,0.0000,105.0000,105.0000
1784216465.1907,330.0000,0.0000,105.0000,105.0000
1784216465.2553,329.9968,0.0000,104.9698,105.0000
1784216465.3231,329.9529,0.0000,104.5522,105.0000
1784216465.3960,329.8476,0.0000,103.5526,105.0000
1784216465.4397,329.7431,0.0000,102.5598,105.0000
1784216465.5044,329.5520,0.0000,100.7436,105.0000
1784216465.5639,329.3782,0.0000,99.0930,105.0000
1784216465.6039,329.2526,0.0000,97.9000,105.0000
1784216465.6678,329.0517,0.0000,95.9913,105.0000
1784216465.7325,328.8508,0.0000,94.0826,105.0000
1784216465.7843,328.6876,0.0000,92.5317,105.0000
1784216465.8641,328.4364,0.0000,90.1458,105.0000
1784216465.9354,328.2104,0.0000,87.9985,105.0000
1784216465.9910,328.0345,0.0000,86.3284,105.0000
1784216466.0376,327.8713,0.0000,84.7775,105.0000
1784216466.1197,327.6327,0.0000,82.5109,105.0000
1784216466.1707,327.4695,0.0000,80.9601,105.0000
1784216466.2238,327.3062,0.0000,79.4092,105.0000
1784216466.2794,327.1304,0.0000,77.7391,105.0000
1784216466.3520,326.9044,0.0000,75.5918,105.0000
1784216466.3884,326.7914,0.0000,74.5181,105.0000
1784216466.4381,326.6281,0.0000,72.9673,105.0000
1784216466.5064,326.4147,0.0000,70.9393,105.0000
1784216466.5633,326.2389,0.0000,69.2691,105.0000
1784216466.6188,326.0630,0.0000,67.5990,105.0000
1784216466.6742,325.8872,0.0000,65.9289,105.0000
1784216466.7316,325.7115,0.0000,64.2587,105.0000
1784216466.7924,325.5231,0.0000,62.4693,105.0000
1784216466.8559,325.3222,0.0000,60.5606,105.0000
1784216466.9036,325.1589,0.0000,59.0097,105.0000
1784216466.9864,324.9329,0.0000,56.8624,105.0000
1784216467.0324,324.7697,0.0000,55.3116,105.0000
