timestamp,x,y,z,r
1784218905.9260,320.0000,0.0000,20.0000,105.0000
1784218905.9940,320.0000,0.0000,20.0000,105.0000
1784218906.0500,320.0000,0.0000,20.0000,105.0000
1784218906.1051,320.0000,0.0000,20.0000,105.0000
1784218906.1677,320.0000,0.0000,20.0000,105.0000
1784218906.2115,320.0000,0.0000,20.0000,105.0000
1784218906.2676,320.0000,0.0000,20.0000,105.0000
1784218906.3343,320.0000,0.0000,20.0000,105.0000
1784218906.4003,320.0000,0.0000,20.0000,105.0000
1784218906.4535,320.0000,0.0000,20.0000,105.0000
1784218906.5060,320.0117,0.0000,20.0000,105.0000
1784218906.5775,320.3741,0.0000,20.0000,105.0000
1784218906.6253,320.9210,0.0000,20.0000,105.0000
1784218906.6775,321.8797,0.0000,20.0000,105.0000
1784218906.7352,323.3868,0.0000,20.0000,105.0000
1784218906.7935,324.9809,0.0000,20.0000,105.0000
1784218906.8384,326.2973,0.0000,20.0000,105.0000
1784218906.9010,327.9760,0.0000,20.0000,105.0000
1784218906.9534,329.7747,0.0000,20.0000,105.0000
1784218907.0005,331.3336,0.0000,20.0000,105.0000
1784218907.0628,333.0123,0.0000,20.0000,105.0000
1784218907.1115,334.5713,0.0000,20.0000,105.0000
1784218907.1689,336.2500,0.0000,20.0000,105.0000
1784218907.2266,337.9288,0.0000,20.0000,105.0000
1784218907.2981,340.0872,0.0000,20.0000,105.0000
1784218907.3762,342.4854,0.0000,20.0000,105.0000
1784218907.4354,344.2841,0.0000,20.0000,105.0000
1784218907.5008,345.9629,0.0000,20.0000,105.0000
1784218907.5499,347.6416,0.0000,20.0000,105.0000
1784218907.6050,349.3204,0.0000,20.0000,105.0000
1784218907.6576,350.8793,0.0000,20.0000,105.0000
1784218907.7305,353.0377,0.0000,20.0000,105.0000
1784218907.7857,354.7165,0.0000,20.0000,105.0000
1784218907.8354,356.3952,0.0000,20.0000,105.0000
1784218907.8983,358.0740,0.0000,20.0000,105.0000
1784218907.9537,359.7528,0.0000,20.0000,105.0000
1784218908.0088,361.4315,0.0000,20.0000,105.0000
1784218908.0749,363.1103,0.0000,20.0000,105.0000
1784218908.1339,365.1488,0.0000,20.0000,105.0000
1784218908.1972,367.0674,0.0000,20.0000,105.0000
1784218908.2687,369.2258,0.0000,20.0000,105.0000
1784218908.3262,370.9046,0.0000,20.0000,105.0000
1784218908.3770,372.5833,0.0000,20.0000,105.0000
1784218908.4532,374.5020,0.0000,20.0000,105.0000
1784218908.4984,376.0608,0.0000,20.0000,105.0000
1784218908.5606,377.7395,0.0000,20.0000,105.0000
1784218908.6104,379.4183,0.0000,20.0000,105.0000
1784218908.6685,381.2170,0.0000,20.0000,105.0000
1784218908.7363,383.2556,0.0000,20.0000,105.0000
1784218908.7935,384.9343,0.0000,20.0000,105.0000
1784218908.8495,386.6131,0.0000,20.0000,105.0000
1784218908.9055,388.2918,0.0000,20.0000,105.0000
1784218908.9741,390.3303,0.0000,20.0000,105.0000
1784218909.0370,392.2490,0.0000,20.0000,105.0000
1784218909.1103,394.4074,0.0000,20.0000,105.0000
1784218909.1535,395.7256,0.0000,20.0000,105.0000
1784218909.2006,397.1912,0.0000,20.0000,105.0000
1784218909.2576,398.3588,0.0000,20.0000,105.0000
1784218909.3121,399.2964,0.0000,20.0000,105.0000
1784218909.3660,399.7420,0.0000,20.0000,105.0000
1784218909.4010,399.9092,0.0000,20.0000,105.0000
1784218909.4575,399.9950,0.0000,20.0000,105.0000
1784218909.5303,400.0000,0.0000,20.0000,105.0000
1784218909.5849,400.0000,0.0000,20.0000,105.0000
1784218909.6411,400.0000,0.0000,20.0000,105.0000
1784218909.6970,400.0000,0.0000,20.0000,105.0000
1784218909.7578,400.0000,0.0000,20.0000,105.0000
1784218909.8255,400.0000,0.0000,20.0000,105.0000
1784218909.8771,400.0000,0.0000,20.0000,105.0000
1784218909.9345,400.0000,0.0000,20.0000,105.0000
1784218909.9861,400.0000,0.0000,20.0000,105.0000
1784218910.0360,400.0000,0.0000,20.0000,105.0000
1784218910.1091,400.0000,0.0000,20.0000,105.0000
1784218910.1617,400.0000,0.0000,20.0000,105.0000
1784218910.2213,400.0000,0.0000,20.0000,105.0000
1784218910.2896,400.0000,0.0000,20.0000,105.0000
1784218910.3535,400.0000,0.0000,20.0000,105.0000
1784218910.4016,400.0000,0.0000,20.0000,105.0000
1784218910.4664,400.0000,0.0000,20.0000,105.0000
1784218910.5311,400.0000,0.0000,20.0000,105.0000
1784218910.5686,400.0000,0.0000,20.0000,105.0000
1784218910.6452,400.0000,0.0000,20.0000,105.0000
1784218910.7006,400.0000,0.0000,20.0000,105.0000
1784218910.7577,400.0000,0.0000,20.0000,105.0000
1784218910.8328,400.0000,0.0000,20.0000,105.0000
1784218910.8899,400.0000,0.0000,20.0000,105.0000
1784218910.9517,400.0000,0.0000,20.0000,105.0000
1784218911.0020,400.0000,0.0000,20.0000,105.0000
1784218911.0673,400.0000,0.0000,20.0000,105.0000
1784218911.1213,400.0000,0.0000,20.0000,105.0000
1784218911.1677,400.0000,0.0000,20.0000,105.0000
1784218911.2251,400.0000,0.0000,20.0000,105.0000
1784218911.2893,400.0000,0.0000,20.0000,105.0000
1784218911.3365,400.0000,0.0000,20.0000,105.0000
1784218911.3900,400.0000,0.0000,20.0000,105.0000
1784218911.4535,399.9696,0.0000,20.0000,105.0000
1784218911.5017,399.6620,0.0000,20.0000,105.0000
1784218911.5690,398.8353,0.0000,20.0000,105.0000
1784218911.6350,397.2431,0.0000,20.0000,105.0000
1784218911.6978,395.7216,0.0000,20.0000,105.0000
1784218911.7577,393.9425,0.0000,20.0000,105.0000
1784218911.8254,391.9040,0.0000,20.0000,105.0000
1784218911.8861,390.1053,0.0000,20.0000,105.0000
1784218911.9350,388.5464,0.0000,20.0000,105.0000
1784218911.9902,386.9876,0.0000,20.0000,105.0000
1784218912.0579,384.9491,0.0000,20.0000,105.0000
1784218912.1176,383.1505,0.0000,20.0000,105.0000
1784218912.1680,381.5916,0.0000,20.0000,105.0000
1784218912.2224,380.0327,0.0000,20.0000,105.0000
1784218912.3008,377.8743,0.0000,20.0000,105.0000
1784218912.3661,375.7159,0.0000,20.0000,105.0000
1784218912.4015,374.5168,0.0000,20.0000,105.0000
1784218912.4578,372.9579,0.0000,20.0000,105.0000
1784218912.5142,371.2791,0.0000,20.0000,105.0000
1784218912.5683,369.4804,0.0000,20.0000,105.0000
1784218912.6332,367.6817,0.0000,20.0000,105.0000
1784218912.6902,366.0030,0.0000,20.0000,105.0000
1784218912.7620,363.8446,0.0000,20.0000,105.0000
1784218912.8216,362.0459,0.0000,20.0000,105.0000
1784218912.8681,360.4870,0.0000,20.0000,105.0000
1784218912.9262,358.9282,0.0000,20.0000,105.0000
1784218912.9901,357.0096,0.0000,20.0000,105.0000
1784218913.0339,355.4507,0.0000,20.0000,105.0000
1784218913.1006,353.5321,0.0000,20.0000,105.0000
1784218913.1580,351.9733,0.0000,20.0000,105.0000
1784218913.2293,349.8148,0.0000,20.0000,105.0000
1784218913.2902,348.0162,0.0000,20.0000,105.0000
1784218913.3340,346.5772,0.0000,20.0000,105.0000
1784218913.4015,344.8985,0.0000,20.0000,105.0000
1784218913.4538,343.0998,0.0000,20.0000,105.0000
1784218913.5293,340.9414,0.0000,20.0000,105.0000
1784218913.5648,339.7422,0.0000,20.0000,105.0000
1784218913.6340,337.4639,0.0000,20.0000,105.0000
1784218913.6934,335.9051,0.0000,20.0000,105.0000
1784218913.7578,333.9865,0.0000,20.0000,105.0000
1784218913.8305,331.9480,0.0000,20.0000,105.0000
1784218913.8980,329.7895,0.0000,20.0000,105.0000
1784218913.9654,327.7511,0.0000,20.0000,105.0000
1784218914.0017,326.4320,0.0000,20.0000,105.0000
1784218914.0686,324.6334,0.0000,20.0000,105.0000
1784218914.1340,322.9124,0.0000,20.0000,105.0000
1784218914.1901,321.5626,0.0000,20.0000,105.0000
1784218914.2689,320.3865,0.0000,20.0000,105.0000
1784218914.3013,320.1805,0.0000,20.0000,105.0000
1784218914.3675,320.0170,0.0000,20.0000,105.0000
1784218914.4222,320.0000,0.0000,20.0000,105.0000
1784218914.4684,320.0000,0.0000,20.0000,105.0000
1784218914.5296,320.0000,0.0000,20.0000,105.0000
1784218914.5684,320.0000,0.0000,20.0000,105.0000
1784218914.6337,320.0000,0.0000,20.0000,105.0000
1784218914.6902,320.0000,0.0000,20.0000,105.0000
1784218914.7620,320.0000,0.0000,20.0000,105.0000
1784218914.8217,320.0000,0.0000,20.0000,105.0000
1784218914.8676,320.0000,0.0000,20.0000,105.0000
1784218914.9335,320.0000,0.0000,20.0000,105.0000
1784218914.9819,320.0000,0.0000,20.0000,105.0000
1784218915.0342,320.0000,0.0000,20.0000,105.0000
1784218915.1021,320.0000,0.0000,20.0000,105.0000
1784218915.1579,320.0000,0.0000,20.0000,105.0000
1784218915.2227,320.0000,0.0000,20.0000,105.0000
1784218915.2893,320.0000,0.0000,20.0000,105.0000
1784218915.3578,320.0000,0.0000,20.0000,105.0000
1784218915.4118,320.0000,0.0000,20.0000,105.0000
1784218915.4681,320.0000,0.0000,20.0000,105.0000
1784218915.5296,320.0000,0.0000,20.0000,105.0000
1784218915.5788,320.0000,0.0000,20.0000,105.0000
1784218915.6342,320.0000,0.0000,20.0000,105.0000
1784218915.6972,320.0000,0.0000,20.0000,105.0000
1784218915.7579,320.0000,0.0000,20.0000,105.0000
1784218915.8011,320.0000,0.0000,20.0000,105.0000
1784218915.8881,320.0000,0.0000,20.0000,105.0000
1784218915.9338,320.0000,0.0000,20.0000,105.0000
1784218915.9934,320.0000,0.0000,20.0000,105.0000
1784218916.0339,320.0000,0.0000,20.0000,105.0000
1784218916.1006,320.0000,0.0000,20.0000,105.0000
1784218916.1651,320.0000,0.0000,20.0000,105.0000
1784218916.2215,320.0000,0.0000,20.0000,105.0000
1784218916.3008,320.0000,0.0000,20.0000,105.0000
1784218916.3678,320.0394,0.0000,20.0000,105.0000
1784218916.4226,320.3380,0.0000,20.0000,105.0000
1784218916.4688,320.9781,0.0000,20.0000,105.0000
1784218916.5142,321.6176,0.0000,20.0000,105.0000
1784218916.5685,322.8600,0.0000,20.0000,105.0000
