family,filter,rmse_3d_mm,rmse_x_mm,rmse_y_mm,rmse_z_mm,endpoint_error_mm
median,median size=41,513.8251932170617,229.15760493825275,351.04240481694217,297.1066328843108,826.2990639746679
median,median size=21,520.063965360222,313.8935302756392,330.52895060698347,250.3757027507679,923.9460965382057
median,median size=11,576.8053998224033,368.9062637847314,336.93041653838316,288.2542839507233,1045.120654213347
median,median size=5,580.5541535895004,99.0364853947135,308.80123426653745,481.5357697265561,871.6678294297068
butterworth,butterworth cutoff=1Hz order=2,584.603363359479,51.46114645872525,310.0143588606786,492.954298243327,872.3008745057766
butterworth,butterworth cutoff=1Hz order=4,584.9703253304857,51.479851262616776,309.40700497350485,493.76858112334236,872.8070079653833
wiener,wiener window=41,585.4558907904824,55.390342647563784,304.30270949552227,497.08185542860696,863.0786802762353
wiener,wiener window=21,586.7432431700831,58.2468724520686,313.4040538020639,492.5980453835893,881.7325577378273
median,median size=3,587.3612309186587,52.72480341666571,308.8589838340757,496.80925796117987,875.4009203686272
butterworth,butterworth cutoff=2Hz order=4,587.909087438472,51.50900275137108,310.4652219366132,496.5835918515087,877.8414964726502
butterworth,butterworth cutoff=2Hz order=2,587.9632125835743,51.48920990268336,310.7616717470755,496.46428269127045,878.0061455443238
wiener,wiener window=5,588.4195551668973,51.66033398993512,310.4796814817702,497.1631021926669,877.8655828972087
moving_average,moving-average window=81,589.4952113987348,51.69248434777016,303.4161948935487,502.7634672490781,879.7312222646883
moving_average,moving-average window=41,590.0226656041344,51.64558535138749,306.83739193384775,501.30858196479653,880.9485091892212
kalman_1d,kalman Q=1e-06 R=1e-02,590.1329211064412,51.98168010453236,359.1487098316542,465.3675684159669,908.6463864481324
butterworth,butterworth cutoff=5Hz order=2,590.6779081984567,51.475791343280946,311.3249991136701,499.326926037602,882.7262018599349
moving_average,moving-average window=21,590.7734610338302,51.544241208133435,309.3379257712954,500.66607748047085,882.5819591212437
butterworth,butterworth cutoff=5Hz order=4,590.8729692272282,51.4701120388071,311.50864146093767,499.44375021144737,883.0908477704446
savgol,savgol window=41 poly=2,591.1839201217073,51.503241384872986,309.94029294270865,500.78224643841827,883.4099908235097
savgol,savgol window=21 poly=2,591.2474009369737,51.467887144476386,311.17352486983816,500.09557399330197,883.7145124247892
savgol,savgol window=81 poly=2,591.255407346331,51.458060470789576,310.3882985759081,500.59377626575963,883.7192744711101
moving_average,moving-average window=11,591.4353402341458,51.50995860691982,310.27534700526206,500.8709363528266,883.8557750028759
savgol,savgol window=81 poly=3,591.5012722726105,51.507035279599044,311.23018224804366,500.3564270344418,884.0371027295653
kalman_1d,kalman Q=1e-02 R=1e-02,591.5310848242481,51.431942679101205,311.1361684332918,500.4578546473777,884.318183900491
kalman_1d,kalman Q=1e-04 R=1e-04,591.5333877775382,51.4319644217506,311.13135977466834,500.46356396450784,884.3216939198153
savgol,savgol window=41 poly=3,591.5554992865102,51.46571144324191,311.80261194113046,500.06831580139334,884.299853492945
kalman_1d,kalman Q=1e-04 R=1e-03,591.6293529518312,51.2858736165541,312.13323660834396,499.9678920150661,885.0940302318068
butterworth,butterworth cutoff=10Hz order=2,591.6501548111025,51.48237732154277,311.1699760297945,500.5723889018859,884.3587448147532
kalman_1d,kalman Q=1e-02 R=1e-03,591.6606558807656,51.471895173529845,310.9538342880753,500.72017002118764,884.39326983468
kalman_1d,kalman Q=1e-02 R=1e-04,591.6869197974466,51.47804343855406,310.9298032048841,500.76549360164637,884.4162557254442
raw,raw,591.690137544856,51.47878904953568,310.92692190220794,500.7710079290357,884.4191068803873
savgol,savgol window=7 poly=3,591.7060905920625,51.474536769415074,310.9539508339956,500.773511848266,884.4608292225297
moving_average,moving-average window=5,591.7285970890352,51.48922066518932,310.7520459559009,500.9239051018337,884.4434122585404
savgol,savgol window=11 poly=2,591.7292664146963,51.47792188224774,311.0561285502484,500.73708988019973,884.4983314977223
savgol,savgol window=7 poly=2,591.7524146747411,51.48316443108527,310.9891692041259,500.80549187411685,884.5179343402041
butterworth,butterworth cutoff=20Hz order=2,591.756665566057,51.47723916922835,311.03417887273383,500.7831713050435,884.5453089219787
savgol,savgol window=11 poly=3,591.7570501675069,51.48289530815401,310.95952501717073,500.8294038040645,884.5244412463168
butterworth,butterworth cutoff=20Hz order=4,591.7614088380044,51.47520822015411,311.0232124534798,500.795795952551,884.5585280451008
butterworth,butterworth cutoff=10Hz order=4,591.8092252571519,51.48559151003917,311.151097024878,500.77179212346476,884.6206798499529
savgol,savgol window=21 poly=3,591.8303869278567,51.48610463115169,310.87800161373104,500.96632225503924,884.6347392989945
kalman_1d,kalman Q=1e-04 R=1e-02,593.2002409968896,50.95849295074457,316.6088067985239,499.0477145249458,889.8043931284085
kalman_1d,kalman Q=1e-06 R=1e-04,593.2158348302606,50.95844924199475,316.6038440209127,499.06940308477704,889.8305060700774
kalman_1d,kalman Q=1e-06 R=1e-03,595.8279629166904,50.53456827219307,330.80645759446503,492.97495516181897,900.136867920561
wiener,wiener window=81,598.4589534528842,52.34053530002545,295.6511576927394,517.691008505432,895.328008717796
wiener,wiener window=11,601.220041712223,51.66984354665015,308.4821517180106,513.4535304151079,909.4853957466959
