rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,01:12:07.16,18.06,-50.14,-854.49,262.50,-700.0,-358.75,1,100.0,
01/01/2000,01:12:07.18,18.79,-51.85,-886.21,131.25,-831.25,-332.50,1,100.0,
01/01/2000,01:12:07.19,19.03,-52.70,-899.26,148.75,-665.0,-385.0,1,75.0,
01/01/2000,01:12:07.20,19.15,-53.68,-915.85,105.0,-770.0,-280.0,1,80.0,
01/01/2000,01:12:07.21,19.52,-54.29,-925.25,271.25,-735.0,-376.25,1,83.333,
01/01/2000,01:12:07.22,19.64,-54.66,-933.42,-70.0,-638.75,-358.75,1,85.714,
01/01/2000,01:12:07.23,19.76,-55.14,-940.62,227.50,-752.50,-358.75,1,87.500,
01/01/2000,01:12:07.24,20.01,-55.63,-949.77,43.75,-726.25,-245.0,1,88.889,
01/01/2000,01:12:07.25,20.13,-56.00,-955.14,192.50,-638.75,-376.25,1,90.0,
01/01/2000,01:12:07.26,20.25,-56.36,-959.90,87.50,-665.0,-288.75,1,90.909,
01/01/2000,01:12:07.27,20.25,-56.61,-964.04,166.25,-708.75,-262.50,1,91.667,
01/01/2000,01:12:07.28,20.37,-56.97,-969.05,96.25,-708.75,-393.75,1,92.308,
01/01/2000,01:12:07.29,20.50,-57.10,-971.85,175.0,-673.75,-367.50,1,92.857,
01/01/2000,01:12:07.31,20.50,-57.10,-974.41,166.25,-656.25,-341.25,1,93.333,
01/01/2000,01:12:07.32,20.50,-57.58,-977.83,271.25,-682.50,-358.75,1,93.750,
01/01/2000,01:12:07.33,20.37,-57.83,-979.90,26.25,-647.50,-297.50,1,94.118,
01/01/2000,01:12:07.34,20.25,-57.83,-981.37,297.50,-656.25,-411.25,1,94.444,
01/01/2000,01:12:07.35,20.37,-57.71,-982.83,175.0,-656.25,-402.50,1,94.737,
01/01/2000,01:12:07.36,20.50,-57.71,-984.05,157.50,-726.25,-376.25,1,95.0,
01/01/2000,01:12:07.37,20.50,-57.83,-985.88,218.75,-656.25,-358.75,1,95.238,
01/01/2000,01:12:07.38,20.62,-57.95,-986.74,122.50,-708.75,-315.0,1,95.455,
01/01/2000,01:12:07.39,20.50,-58.07,-987.47,166.25,-700.0,-315.0,1,95.652,
01/01/2000,01:12:07.40,20.62,-58.32,-988.44,131.25,-656.25,-271.25,1,95.833,
01/01/2000,01:12:07.41,20.74,-58.19,-989.05,113.75,-691.25,-341.25,1,96.0,
