rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,01:01:47.38,18.67,-48.92,-854.85,323.75,-708.75,-262.50,1,0.0,
01/01/2000,01:01:47.40,19.40,-50.39,-886.45,192.50,-586.25,-271.25,1,100.0,
01/01/2000,01:01:47.41,19.76,-51.12,-899.51,175.0,-691.25,-376.25,1,100.0,
01/01/2000,01:01:47.42,19.89,-51.85,-910.97,227.50,-700.0,-175.0,1,100.0,
01/01/2000,01:01:47.43,20.13,-52.58,-920.98,253.75,-752.50,-350.0,1,100.0,
01/01/2000,01:01:47.44,20.25,-53.31,-933.54,210.0,-638.75,-341.25,1,100.0,
01/01/2000,01:01:47.45,20.74,-53.68,-940.86,96.25,-656.25,-323.75,1,100.0,
01/01/2000,01:01:47.46,20.98,-53.92,-947.33,113.75,-691.25,-288.75,1,100.0,
01/01/2000,01:01:47.47,20.98,-54.53,-955.50,26.25,-647.50,-323.75,1,100.0,
01/01/2000,01:01:47.48,21.23,-54.90,-960.14,61.25,-577.50,-341.25,1,100.0,
01/01/2000,01:01:47.49,21.23,-55.14,-964.04,105.0,-691.25,-446.25,1,100.0,
01/01/2000,01:01:47.50,21.47,-55.39,-967.70,175.0,-682.50,-341.25,1,100.0,
01/01/2000,01:01:47.51,21.72,-55.51,-970.88,148.75,-726.25,-288.75,1,100.0,
01/01/2000,01:01:47.52,21.72,-55.88,-974.78,245.0,-735.0,-245.0,1,100.0,
01/01/2000,01:01:47.53,21.72,-56.12,-977.10,96.25,-682.50,-341.25,1,100.0,
01/01/2000,01:01:47.54,21.72,-56.36,-979.05,105.0,-656.25,-376.25,1,100.0,
01/01/2000,01:01:47.55,21.59,-56.12,-981.61,0.0,-700.0,-332.50,1,100.0,
01/01/2000,01:01:47.56,21.59,-56.24,-983.20,236.25,-638.75,-297.50,1,100.0,
01/01/2000,01:01:47.57,21.72,-56.36,-984.30,175.0,-700.0,-385.0,1,100.0,
01/01/2000,01:01:47.58,21.59,-56.36,-985.52,157.50,-682.50,-332.50,1,100.0,
01/01/2000,01:01:47.59,21.47,-56.61,-986.98,192.50,-691.25,-332.50,1,100.0,
01/01/2000,01:01:47.60,21.59,-56.61,-987.83,157.50,-630.0,-341.25,1,100.0,
01/01/2000,01:01:47.61,21.59,-56.61,-988.57,192.50,-708.75,-393.75,1,100.0,
01/01/2000,01:01:47.62,21.72,-56.61,-989.18,131.25,-673.75,-280.0,1,100.0,
01/01/2000,01:01:47.63,21.72,-56.73,-989.79,131.25,-691.25,-271.25,1,100.0,
01/01/2000,01:01:47.64,21.84,-56.85,-990.27,245.0,-595.0,-323.75,1,96.296,
01/01/2000,01:01:47.65,21.72,-56.97,-990.76,70.0,-770.0,-297.50,1,100.0,
01/01/2000,01:01:47.67,21.84,-56.73,-991.25,8.75,-708.75,-358.75,1,96.552,
01/01/2000,01:01:47.68,21.84,-56.61,-991.49,113.75,-770.0,-297.50,1,96.667,
01/01/2000,01:01:47.69,21.84,-56.61,-991.74,43.75,-665.0,-315.0,1,96.774,
01/01/2000,01:01:47.70,21.72,-56.73,-991.86,122.50,-586.25,-306.25,1,96.875,
01/01/2000,01:01:47.71,21.72,-56.61,-992.10,70.0,-717.50,-262.50,1,96.970,
01/01/2000,01:01:47.72,21.72,-56.61,-992.35,175.0,-603.75,-393.75,1,97.059,
01/01/2000,01:01:47.73,21.72,-56.61,-992.35,280.0,-665.0,-306.25,1,97.143,
01/01/2000,01:01:47.74,21.72,-56.61,-992.35,201.25,-717.50,-332.50,1,97.222,
01/01/2000,01:01:47.75,21.72,-56.73,-992.59,105.0,-612.50,-297.50,1,97.297,
01/01/2000,01:01:47.76,21.84,-56.61,-992.84,122.50,-831.25,-411.25,1,97.368,
01/01/2000,01:01:47.77,21.72,-56.61,-992.84,218.75,-673.75,-341.25,1,97.436,
01/01/2000,01:01:47.78,21.72,-56.61,-992.84,166.25,-603.75,-227.50,1,97.500,
01/01/2000,01:01:47.79,21.59,-56.61,-992.59,157.50,-708.75,-402.50,1,97.561,
01/01/2000,01:01:47.80,21.72,-56.49,-992.71,148.75,-708.75,-245.0,1,95.349,
01/01/2000,01:01:47.81,21.96,-56.49,-992.96,113.75,-638.75,-350.0,1,95.455,
01/01/2000,01:01:47.82,21.84,-56.49,-992.84,297.50,-700.0,-367.50,1,95.556,
01/01/2000,01:01:47.83,21.96,-56.36,-992.96,105.0,-682.50,-332.50,1,95.652,
01/01/2000,01:01:47.84,21.84,-56.36,-992.84,157.50,-700.0,-341.25,1,95.745,
01/01/2000,01:01:47.85,21.84,-56.61,-992.96,105.0,-656.25,-262.50,1,95.833,
01/01/2000,01:01:47.86,21.96,-56.61,-993.08,105.0,-665.0,-385.0,1,95.918,
01/01/2000,01:01:47.88,21.84,-56.61,-992.96,52.50,-647.50,-306.25,1,96.0,
01/01/2000,01:01:47.89,21.84,-56.49,-992.84,26.25,-691.25,-367.50,1,96.078,
01/01/2000,01:01:47.90,21.84,-56.61,-992.96,183.75,-717.50,-218.75,1,96.154,
01/01/2000,01:01:47.91,21.84,-56.61,-992.96,201.25,-700.0,-420.0,1,94.444,
01/01/2000,01:01:47.92,21.72,-56.61,-992.84,253.75,-691.25,-455.0,1,94.545,
01/01/2000,01:01:47.93,21.72,-56.61,-992.84,166.25,-840.0,-323.75,1,94.643,
01/01/2000,01:01:47.94,21.72,-56.61,-992.71,210.0,-752.50,-253.75,1,94.737,
