frame,time_s,timestamp,tracking_time_ms,x_mm,y_mm,z_mm,roll_deg,pitch_deg,yaw_deg,matches,inliers,pnp_inlier_ratio,new_features,nearby_associations,new_landmarks,initialization_frames,initialization_candidates,initialization_confirmed,initialization_matches,landmarks,keyframe_added,keyframes,tracked
356,11.866666666666667,1784291479.8986664,299.60449999998673,nan,nan,nan,nan,nan,nan,17,0,nan,46,0,0,0,0,0,0,1309,0,20,0
357,11.9,1784291479.932,354.151899999124,nan,nan,nan,nan,nan,nan,16,0,nan,39,0,0,0,0,0,0,1309,0,20,0
358,11.933333333333334,1784291479.9653332,214.12290000080247,nan,nan,nan,nan,nan,nan,18,0,nan,48,0,0,0,0,0,0,1309,0,20,0
359,11.966666666666667,1784291479.9986665,261.9080999993457,nan,nan,nan,nan,nan,nan,15,0,nan,64,0,0,0,0,0,0,1309,0,20,0
360,12.0,1784291480.0319998,343.3666999990237,nan,nan,nan,nan,nan,nan,14,0,nan,64,0,0,0,0,0,0,1309,0,20,0
361,12.033333333333333,1784291480.0653331,320.4062000004342,nan,nan,nan,nan,nan,nan,16,0,nan,60,0,0,0,0,0,0,1309,0,20,0
362,12.066666666666666,1784291480.0986664,311.23420000039914,nan,nan,nan,nan,nan,nan,11,0,nan,46,0,0,0,0,0,0,1309,0,20,0
363,12.1,1784291480.1319997,320.62459999906423,nan,nan,nan,nan,nan,nan,10,0,nan,63,0,0,0,0,0,0,1309,0,20,0
364,12.133333333333333,1784291480.1653333,374.0051000004314,nan,nan,nan,nan,nan,nan,16,0,nan,66,0,0,0,0,0,0,1309,0,20,0
365,12.166666666666666,1784291480.1986666,405.91520000089076,nan,nan,nan,nan,nan,nan,5,0,nan,58,0,0,0,0,0,0,1309,0,20,0
366,12.2,1784291480.2319999,200.75250000081724,nan,nan,nan,nan,nan,nan,4,0,nan,71,0,0,0,0,0,0,1309,0,20,0
367,12.233333333333333,1784291480.2653332,274.17049999894516,nan,nan,nan,nan,nan,nan,4,0,nan,69,0,0,0,0,0,0,1309,0,20,0
368,12.266666666666667,1784291480.2986665,228.50300000027346,nan,nan,nan,nan,nan,nan,3,0,nan,77,0,0,0,0,0,0,1309,0,20,0
369,12.3,1784291480.3319998,295.32039999867266,nan,nan,nan,nan,nan,nan,5,0,nan,57,0,0,0,0,0,0,1309,0,20,0
370,12.333333333333334,1784291480.365333,217.83159999904456,nan,nan,nan,nan,nan,nan,5,0,nan,55,0,0,0,0,0,0,1309,0,20,0
371,12.366666666666667,1784291480.3986664,352.3024999994959,nan,nan,nan,nan,nan,nan,3,0,nan,72,0,0,0,0,0,0,1309,0,20,0
372,12.4,1784291480.432,270.57090000016615,nan,nan,nan,nan,nan,nan,5,0,nan,74,0,0,0,0,0,0,1309,0,20,0
373,12.433333333333334,1784291480.4653332,373.7333999997645,nan,nan,nan,nan,nan,nan,5,0,nan,54,0,0,0,0,0,0,1309,0,20,0
374,12.466666666666667,1784291480.4986665,271.79010000145354,nan,nan,nan,nan,nan,nan,13,0,nan,47,0,0,0,0,0,0,1309,0,20,0
375,12.5,1784291480.5319998,288.9201999987563,nan,nan,nan,nan,nan,nan,5,0,nan,57,0,0,0,0,0,0,1309,0,20,0
376,12.533333333333333,1784291480.5653331,370.74310000025434,nan,nan,nan,nan,nan,nan,8,0,nan,56,0,0,0,0,0,0,1309,0,20,0
377,12.566666666666666,1784291480.5986664,332.56819999951404,nan,nan,nan,nan,nan,nan,10,0,nan,55,0,0,0,0,0,0,1309,0,20,0
378,12.6,1784291480.6319997,210.08509999956004,nan,nan,nan,nan,nan,nan,2,0,nan,68,0,0,0,0,0,0,1309,0,20,0
379,12.633333333333333,1784291480.6653333,199.06910000099742,nan,nan,nan,nan,nan,nan,4,0,nan,49,0,0,0,0,0,0,1309,0,20,0
380,12.666666666666666,1784291480.6986666,302.6132000013604,nan,nan,nan,nan,nan,nan,9,0,nan,34,0,0,0,0,0,0,1309,0,20,0
381,12.7,1784291480.7319999,297.7596000000631,nan,nan,nan,nan,nan,nan,0,0,nan,64,0,0,0,0,0,0,1309,0,20,0
382,12.733333333333333,1784291480.7653332,223.08060000068508,nan,nan,nan,nan,nan,nan,4,0,nan,56,0,0,0,0,0,0,1309,0,20,0
383,12.766666666666667,1784291480.7986665,271.88550000028044,nan,nan,nan,nan,nan,nan,2,0,nan,54,0,0,0,0,0,0,1309,0,20,0
384,12.8,1784291480.8319998,334.2745999998442,nan,nan,nan,nan,nan,nan,5,0,nan,47,0,0,0,0,0,0,1309,0,20,0
385,12.833333333333334,1784291480.865333,245.91379999947094,nan,nan,nan,nan,nan,nan,1,0,nan,61,0,0,0,0,0,0,1309,0,20,0
386,12.866666666666667,1784291480.8986664,272.2745000010036,nan,nan,nan,nan,nan,nan,2,0,nan,75,0,0,0,0,0,0,1309,0,20,0
387,12.9,1784291480.932,300.9750000001077,nan,nan,nan,nan,nan,nan,5,0,nan,64,0,0,0,0,0,0,1309,0,20,0
388,12.933333333333334,1784291480.9653332,277.2670000013022,nan,nan,nan,nan,nan,nan,4,0,nan,69,0,0,0,0,0,0,1309,0,20,0
389,12.966666666666667,1784291480.9986665,323.2365000003483,nan,nan,nan,nan,nan,nan,5,0,nan,63,0,0,0,0,0,0,1309,0,20,0
390,13.0,1784291481.0319998,369.20459999964805,nan,nan,nan,nan,nan,nan,10,0,nan,49,0,0,0,0,0,0,1309,0,20,0
391,13.033333333333333,1784291481.0653331,269.3828999999823,nan,nan,nan,nan,nan,nan,3,0,nan,59,0,0,0,0,0,0,1309,0,20,0
392,13.066666666666666,1784291481.0986664,322.99049999892304,nan,nan,nan,nan,nan,nan,13,0,nan,37,0,0,0,0,0,0,1309,0,20,0
393,13.1,1784291481.1319997,354.8302999988664,nan,nan,nan,nan,nan,nan,16,0,nan,59,0,0,0,0,0,0,1309,0,20,0
394,13.133333333333333,1784291481.1653333,349.27840000091237,nan,nan,nan,nan,nan,nan,9,0,nan,40,0,0,0,0,0,0,1309,0,20,0
395,13.166666666666666,1784291481.1986666,251.66680000074848,nan,nan,nan,nan,nan,nan,13,0,nan,43,0,0,0,0,0,0,1309,0,20,0
396,13.2,1784291481.2319999,291.78890000002866,nan,nan,nan,nan,nan,nan,14,0,nan,52,0,0,0,0,0,0,1309,0,20,0
397,13.233333333333333,1784291481.2653332,360.53889999857347,nan,nan,nan,nan,nan,nan,12,0,nan,59,0,0,0,0,0,0,1309,0,20,0
398,13.266666666666667,1784291481.2986665,384.8723000010068,nan,nan,nan,nan,nan,nan,9,0,nan,63,0,0,0,0,0,0,1309,0,20,0
399,13.3,1784291481.3319998,407.0904000000155,nan,nan,nan,nan,nan,nan,16,0,nan,43,0,0,0,0,0,0,1309,0,20,0
400,13.333333333333334,1784291481.365333,406.3103999997111,nan,nan,nan,nan,nan,nan,13,0,nan,38,0,0,0,0,0,0,1309,0,20,0
401,13.366666666666667,1784291481.3986664,314.5358000001579,nan,nan,nan,nan,nan,nan,12,0,nan,52,0,0,0,0,0,0,1309,0,20,0
402,13.4,1784291481.432,362.3890999988362,nan,nan,nan,nan,nan,nan,23,0,nan,40,0,0,0,0,0,0,1309,0,20,0
403,13.433333333333334,1784291481.4653332,277.08699999857345,nan,nan,nan,nan,nan,nan,13,0,nan,41,0,0,0,0,0,0,1309,0,20,0
404,13.466666666666667,1784291481.4986665,339.3453999997291,nan,nan,nan,nan,nan,nan,13,0,nan,44,0,0,0,0,0,0,1309,0,20,0
405,13.5,1784291481.5319998,333.8425999991159,nan,nan,nan,nan,nan,nan,12,0,nan,42,0,0,0,0,0,0,1309,0,20,0
406,13.533333333333333,1784291481.5653331,414.7454999983893,nan,nan,nan,nan,nan,nan,17,0,nan,43,0,0,0,0,0,0,1309,0,20,0
407,13.566666666666666,1784291481.5986664,301.55419999937294,nan,nan,nan,nan,nan,nan,11,0,nan,51,0,0,0,0,0,0,1309,0,20,0
408,13.6,1784291481.6319997,376.2516000006144,nan,nan,nan,nan,nan,nan,18,0,nan,43,0,0,0,0,0,0,1309,0,20,0
409,13.633333333333333,1784291481.6653333,336.8456000007427,nan,nan,nan,nan,nan,nan,12,0,nan,48,0,0,0,0,0,0,1309,0,20,0
410,13.666666666666666,1784291481.6986666,422.86590000003343,nan,nan,nan,nan,nan,nan,13,0,nan,49,0,0,0,0,0,0,1309,0,20,0
411,13.7,1784291481.7319999,318.48270000045886,nan,nan,nan,nan,nan,nan,18,0,nan,45,0,0,0,0,0,0,1309,0,20,0
412,13.733333333333333,1784291481.7653332,300.7151000001613,nan,nan,nan,nan,nan,nan,11,0,nan,50,0,0,0,0,0,0,1309,0,20,0
413,13.766666666666667,1784291481.7986665,314.9896000013541,nan,nan,nan,nan,nan,nan,10,0,nan,55,0,0,0,0,0,0,1309,0,20,0
414,13.8,1784291481.8319998,242.1740999998292,nan,nan,nan,nan,nan,nan,3,0,nan,65,0,0,0,0,0,0,1309,0,20,0
415,13.833333333333334,1784291481.865333,291.8794999986858,nan,nan,nan,nan,nan,nan,18,0,nan,44,0,0,0,0,0,0,1309,0,20,0
416,13.866666666666667,1784291481.8986664,350.9613000005629,nan,nan,nan,nan,nan,nan,11,0,nan,53,0,0,0,0,0,0,1309,0,20,0
417,13.9,1784291481.932,239.86349999904633,nan,nan,nan,nan,nan,nan,8,0,nan,65,0,0,0,0,0,0,1309,0,20,0
418,13.933333333333334,1784291481.9653332,289.29299999981595,nan,nan,nan,nan,nan,nan,19,0,nan,53,0,0,0,0,0,0,1309,0,20,0
419,13.966666666666667,1784291481.9986665,321.7471999996633,nan,nan,nan,nan,nan,nan,12,0,nan,47,0,0,0,0,0,0,1309,0,20,0
420,14.0,1784291482.0319998,350.77409999939846,nan,nan,nan,nan,nan,nan,13,0,nan,37,0,0,0,0,0,0,1309,0,20,0
421,14.033333333333333,1784291482.0653331,313.96630000017467,nan,nan,nan,nan,nan,nan,11,0,nan,50,0,0,0,0,0,0,1309,0,20,0
422,14.066666666666666,1784291482.0986664,379.4058000003133,nan,nan,nan,nan,nan,nan,15,0,nan,45,0,0,0,0,0,0,1309,0,20,0
423,14.1,1784291482.1319997,334.1686000003392,nan,nan,nan,nan,nan,nan,12,0,nan,54,0,0,0,0,0,0,1309,0,20,0
424,14.133333333333333,1784291482.1653333,354.81760000038776,nan,nan,nan,nan,nan,nan,15,0,nan,49,0,0,0,0,0,0,1309,0,20,0
425,14.166666666666666,1784291482.1986666,324.12549999935436,nan,nan,nan,nan,nan,nan,17,0,nan,28,0,0,0,0,0,0,1309,0,20,0
426,14.2,1784291482.2319999,272.5055999999313,nan,nan,nan,nan,nan,nan,19,0,nan,40,0,0,0,0,0,0,1309,0,20,0
427,14.233333333333333,1784291482.2653332,307.21880000055535,nan,nan,nan,nan,nan,nan,17,0,nan,62,0,0,0,0,0,0,1309,0,20,0
428,14.266666666666667,1784291482.2986665,386.8660000007367,nan,nan,nan,nan,nan,nan,16,0,nan,48,0,0,0,0,0,0,1309,0,20,0
429,14.3,1784291482.3319998,390.39930000035383,nan,nan,nan,nan,nan,nan,15,0,nan,47,0,0,0,0,0,0,1309,0,20,0
430,14.333333333333334,1784291482.365333,435.7975000002625,nan,nan,nan,nan,nan,nan,20,0,nan,44,0,0,0,0,0,0,1309,0,20,0
431,14.366666666666667,1784291482.3986664,347.72399999928894,nan,nan,nan,nan,nan,nan,12,0,nan,56,0,0,0,0,0,0,1309,0,20,0
432,14.4,1784291482.432,339.807500000461,nan,nan,nan,nan,nan,nan,15,0,nan,49,0,0,0,0,0,0,1309,0,20,0
433,14.433333333333334,1784291482.4653332,411.8842999996559,nan,nan,nan,nan,nan,nan,14,0,nan,64,0,0,0,0,0,0,1309,0,20,0
434,14.466666666666667,1784291482.4986665,318.9737000011519,nan,nan,nan,nan,nan,nan,18,0,nan,38,0,0,0,0,0,0,1309,0,20,0
435,14.5,1784291482.5319998,319.0570000006119,nan,nan,nan,nan,nan,nan,16,0,nan,54,0,0,0,0,0,0,1309,0,20,0
436,14.533333333333333,1784291482.5653331,378.07170000087353,nan,nan,nan,nan,nan,nan,15,0,nan,53,0,0,0,0,0,0,1309,0,20,0
437,14.566666666666666,1784291482.5986664,230.8591000000888,nan,nan,nan,nan,nan,nan,7,0,nan,55,0,0,0,0,0,0,1309,0,20,0
438,14.6,1784291482.6319997,377.5489999989077,nan,nan,nan,nan,nan,nan,16,0,nan,48,0,0,0,0,0,0,1309,0,20,0
439,14.633333333333333,1784291482.6653333,344.41139999944426,nan,nan,nan,nan,nan,nan,9,0,nan,52,0,0,0,0,0,0,1309,0,20,0
440,14.666666666666666,1784291482.6986666,361.6283999999723,nan,nan,nan,nan,nan,nan,7,0,nan,40,0,0,0,0,0,0,1309,0,20,0
441,14.7,1784291482.7319999,287.08149999874877,nan,nan,nan,nan,nan,nan,2,0,nan,58,0,0,0,0,0,0,1309,0,20,0
442,14.733333333333333,1784291482.7653332,429.5213999994303,nan,nan,nan,nan,nan,nan,16,0,nan,63,0,0,0,0,0,0,1309,0,20,0
443,14.766666666666667,1784291482.7986665,403.04120000109833,nan,nan,nan,nan,nan,nan,8,0,nan,59,0,0,0,0,0,0,1309,0,20,0
444,14.8,1784291482.8319998,361.87190000055125,nan,nan,nan,nan,nan,nan,12,0,nan,70,0,0,0,0,0,0,1309,0,20,0
445,14.833333333333334,1784291482.865333,280.6208999991213,nan,nan,nan,nan,nan,nan,9,0,nan,51,0,0,0,0,0,0,1309,0,20,0
446,14.866666666666667,1784291482.8986664,275.4624999997759,nan,nan,nan,nan,nan,nan,8,0,nan,50,0,0,0,0,0,0,1309,0,20,0
447,14.9,1784291482.932,276.3971999993373,nan,nan,nan,nan,nan,nan,8,0,nan,56,0,0,0,0,0,0,1309,0,20,0
448,14.933333333333334,1784291482.9653332,161.09839999990072,nan,nan,nan,nan,nan,nan,4,0,nan,57,0,0,0,0,0,0,1309,0,20,0
449,14.966666666666667,1784291482.9986665,225.13360000084504,nan,nan,nan,nan,nan,nan,1,0,nan,80,0,0,0,0,0,0,1309,0,20,0
450,15.0,1784291483.0319998,263.37249999960477,nan,nan,nan,nan,nan,nan,4,0,nan,68,0,0,0,0,0,0,1309,0,20,0
451,15.033333333333333,1784291483.0653331,416.7501000010816,nan,nan,nan,nan,nan,nan,12,0,nan,64,0,0,0,0,0,0,1309,0,20,0
452,15.066666666666666,1784291483.0986664,288.7263999982679,nan,nan,nan,nan,nan,nan,6,0,nan,42,0,0,0,0,0,0,1309,0,20,0
453,15.1,1784291483.1319997,321.58549999985553,nan,nan,nan,nan,nan,nan,7,0,nan,63,0,0,0,0,0,0,1309,0,20,0
454,15.133333333333333,1784291483.1653333,350.11370000029274,nan,nan,nan,nan,nan,nan,5,0,nan,48,0,0,0,0,0,0,1309,0,20,0
455,15.166666666666666,1784291483.1986666,321.0257000009733,nan,nan,nan,nan,nan,nan,10,0,nan,49,0,0,0,0,0,0,1309,0,20,0
456,15.2,1784291483.2319999,317.6762000002782,nan,nan,nan,nan,nan,nan,5,0,nan,45,0,0,0,0,0,0,1309,0,20,0
457,15.233333333333333,1784291483.2653332,190.68870000046445,nan,nan,nan,nan,nan,nan,0,0,nan,62,0,0,0,0,0,0,1309,0,20,0
458,15.266666666666667,1784291483.2986665,211.8002000006527,nan,nan,nan,nan,nan,nan,1,0,nan,53,0,0,0,0,0,0,1309,0,20,0
459,15.3,1784291483.3319998,285.250900000392,nan,nan,nan,nan,nan,nan,2,0,nan,63,0,0,0,0,0,0,1309,0,20,0
460,15.333333333333334,1784291483.365333,181.1837999994168,nan,nan,nan,nan,nan,nan,3,0,nan,62,0,0,0,0,0,0,1309,0,20,0
461,15.366666666666667,1784291483.3986664,219.1281000013987,nan,nan,nan,nan,nan,nan,2,0,nan,65,0,0,0,0,0,0,1309,0,20,0
462,15.4,1784291483.432,324.9481000002561,nan,nan,nan,nan,nan,nan,6,0,nan,70,0,0,0,0,0,0,1309,0,20,0
463,15.433333333333334,1784291483.4653332,291.794700000537,nan,nan,nan,nan,nan,nan,7,0,nan,56,0,0,0,0,0,0,1309,0,20,0
464,15.466666666666667,1784291483.4986665,338.63340000061726,nan,nan,nan,nan,nan,nan,8,0,nan,75,0,0,0,0,0,0,1309,0,20,0
465,15.5,1784291483.5319998,332.24060000065947,nan,nan,nan,nan,nan,nan,9,0,nan,39,0,0,0,0,0,0,1309,0,20,0
466,15.533333333333333,1784291483.5653331,323.93430000047374,nan,nan,nan,nan,nan,nan,5,0,nan,60,0,0,0,0,0,0,1309,0,20,0
467,15.566666666666666,1784291483.5986664,302.31600000115577,nan,nan,nan,nan,nan,nan,8,0,nan,67,0,0,0,0,0,0,1309,0,20,0
468,15.6,1784291483.6319997,252.06310000066878,nan,nan,nan,nan,nan,nan,6,0,nan,76,0,0,0,0,0,0,1309,0,20,0
469,15.633333333333333,1784291483.6653333,207.69600000130595,nan,nan,nan,nan,nan,nan,5,0,nan,69,0,0,0,0,0,0,1309,0,20,0
470,15.666666666666666,1784291483.6986666,226.86739999880956,nan,nan,nan,nan,nan,nan,2,0,nan,63,0,0,0,0,0,0,1309,0,20,0
471,15.7,1784291483.7319999,189.77710000035586,nan,nan,nan,nan,nan,nan,4,0,nan,70,0,0,0,0,0,0,1309,0,20,0
472,15.733333333333333,1784291483.7653332,229.3521999999939,nan,nan,nan,nan,nan,nan,9,0,nan,67,0,0,0,0,0,0,1309,0,20,0
473,15.766666666666667,1784291483.7986665,355.8367999994516,nan,nan,nan,nan,nan,nan,8,0,nan,58,0,0,0,0,0,0,1309,0,20,0
474,15.8,1784291483.8319998,218.27899999880174,nan,nan,nan,nan,nan,nan,7,0,nan,56,0,0,0,0,0,0,1309,0,20,0
475,15.833333333333334,1784291483.865333,229.09299999992072,nan,nan,nan,nan,nan,nan,11,0,nan,55,0,0,0,0,0,0,1309,0,20,0
476,15.866666666666667,1784291483.8986664,370.2692999995634,nan,nan,nan,nan,nan,nan,16,0,nan,55,0,0,0,0,0,0,1309,0,20,0
477,15.9,1784291483.932,301.33479999858537,nan,nan,nan,nan,nan,nan,4,0,nan,73,0,0,0,0,0,0,1309,0,20,0
478,15.933333333333334,1784291483.9653332,323.1292000000394,nan,nan,nan,nan,nan,nan,14,0,nan,63,0,0,0,0,0,0,1309,0,20,0
479,15.966666666666667,1784291483.9986665,297.19069999919157,nan,nan,nan,nan,nan,nan,10,0,nan,64,0,0,0,0,0,0,1309,0,20,0
480,16.0,1784291484.0319998,395.4885999992257,nan,nan,nan,nan,nan,nan,19,0,nan,41,0,0,0,0,0,0,1309,0,20,0
481,16.033333333333335,1784291484.0653331,377.16790000013134,nan,nan,nan,nan,nan,nan,13,0,nan,54,0,0,0,0,0,0,1309,0,20,0
482,16.066666666666666,1784291484.0986664,267.7937999997084,nan,nan,nan,nan,nan,nan,16,0,nan,65,0,0,0,0,0,0,1309,0,20,0
483,16.1,1784291484.1319997,293.7282000002597,nan,nan,nan,nan,nan,nan,22,0,nan,47,0,0,0,0,0,0,1309,0,20,0
484,16.133333333333333,1784291484.1653333,355.7427999985521,nan,nan,nan,nan,nan,nan,10,0,nan,59,0,0,0,0,0,0,1309,0,20,0
485,16.166666666666668,1784291484.1986666,275.7960999988427,nan,nan,nan,nan,nan,nan,18,0,nan,52,0,0,0,0,0,0,1309,0,20,0
486,16.2,1784291484.2319999,301.0505000002013,nan,nan,nan,nan,nan,nan,19,0,nan,50,0,0,0,0,0,0,1309,0,20,0
487,16.233333333333334,1784291484.2653332,433.6392999994132,nan,nan,nan,nan,nan,nan,20,0,nan,50,0,0,0,0,0,0,1309,0,20,0
488,16.266666666666666,1784291484.2986665,370.84199999844714,nan,nan,nan,nan,nan,nan,21,0,nan,57,0,0,0,0,0,0,1309,0,20,0
489,16.3,1784291484.3319998,326.3115999998263,nan,nan,nan,nan,nan,nan,15,0,nan,64,0,0,0,0,0,0,1309,0,20,0
490,16.333333333333332,1784291484.365333,381.82509999933245,nan,nan,nan,nan,nan,nan,30,0,0.0,61,0,0,0,0,0,0,1309,0,20,0
491,16.366666666666667,1784291484.3986664,393.50650000051246,nan,nan,nan,nan,nan,nan,19,0,nan,61,0,0,0,0,0,0,1309,0,20,0
492,16.4,1784291484.432,376.92369999967923,nan,nan,nan,nan,nan,nan,27,0,nan,49,0,0,0,0,0,0,1309,0,20,0
493,16.433333333333334,1784291484.4653332,312.47590000020864,nan,nan,nan,nan,nan,nan,21,0,nan,58,0,0,0,0,0,0,1309,0,20,0
494,16.466666666666665,1784291484.4986665,332.6163000001543,nan,nan,nan,nan,nan,nan,20,0,nan,58,0,0,0,0,0,0,1309,0,20,0
495,16.5,1784291484.5319998,402.0503000010649,nan,nan,nan,nan,nan,nan,19,0,nan,61,0,0,0,0,0,0,1309,0,20,0
496,16.533333333333335,1784291484.5653331,240.75540000012552,nan,nan,nan,nan,nan,nan,22,0,nan,61,0,0,0,0,0,0,1309,0,20,0
497,16.566666666666666,1784291484.5986664,368.9544000008027,nan,nan,nan,nan,nan,nan,29,0,nan,67,0,0,0,0,0,0,1309,0,20,0
498,16.6,1784291484.6319997,361.752400000114,nan,nan,nan,nan,nan,nan,32,0,0.0,63,0,0,0,0,0,0,1309,0,20,0
499,16.633333333333333,1784291484.6653333,450.3786000004766,nan,nan,nan,nan,nan,nan,34,0,0.0,46,0,0,0,0,0,0,1309,0,20,0
500,16.666666666666668,1784291484.6986666,352.9605999992782,nan,nan,nan,nan,nan,nan,34,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
501,16.7,1784291484.7319999,405.1979999985633,nan,nan,nan,nan,nan,nan,47,0,0.0,57,0,0,0,0,0,0,1309,0,20,0
502,16.733333333333334,1784291484.7653332,402.1154000001843,nan,nan,nan,nan,nan,nan,28,0,nan,46,0,0,0,0,0,0,1309,0,20,0
503,16.766666666666666,1784291484.7986665,376.173500000732,nan,nan,nan,nan,nan,nan,33,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
504,16.8,1784291484.8319998,318.22449999890523,nan,nan,nan,nan,nan,nan,36,0,0.0,51,0,0,0,0,0,0,1309,0,20,0
505,16.833333333333332,1784291484.865333,345.87330000067595,nan,nan,nan,nan,nan,nan,29,0,nan,62,0,0,0,0,0,0,1309,0,20,0
506,16.866666666666667,1784291484.8986664,311.43470000097295,nan,nan,nan,nan,nan,nan,34,5,0.14705882352941177,67,0,0,0,0,0,0,1309,0,20,0
507,16.9,1784291484.932,411.20299999965937,nan,nan,nan,nan,nan,nan,33,0,0.0,59,0,0,0,0,0,0,1309,0,20,0
508,16.933333333333334,1784291484.9653332,395.69099999971513,nan,nan,nan,nan,nan,nan,36,0,0.0,46,0,0,0,0,0,0,1309,0,20,0
509,16.966666666666665,1784291484.9986665,384.4961000013427,nan,nan,nan,nan,nan,nan,49,5,0.10204081632653061,81,0,0,0,0,0,0,1309,0,20,0
510,17.0,1784291485.0319998,307.6260999987426,nan,nan,nan,nan,nan,nan,44,0,0.0,56,0,0,0,0,0,0,1309,0,20,0
511,17.033333333333335,1784291485.0653331,408.4086999991996,nan,nan,nan,nan,nan,nan,40,0,0.0,72,0,0,0,0,0,0,1309,0,20,0
512,17.066666666666666,1784291485.0986664,360.1269000009779,nan,nan,nan,nan,nan,nan,35,0,0.0,67,0,0,0,0,0,0,1309,0,20,0
513,17.1,1784291485.1319997,349.7028000001592,nan,nan,nan,nan,nan,nan,45,0,0.0,64,0,0,0,0,0,0,1309,0,20,0
514,17.133333333333333,1784291485.1653333,332.0616000000882,nan,nan,nan,nan,nan,nan,47,0,0.0,61,0,0,0,0,0,0,1309,0,20,0
515,17.166666666666668,1784291485.1986666,377.21610000153305,nan,nan,nan,nan,nan,nan,43,5,0.11627906976744186,43,0,0,0,0,0,0,1309,0,20,0
516,17.2,1784291485.2319999,296.908499998608,nan,nan,nan,nan,nan,nan,42,0,0.0,66,0,0,0,0,0,0,1309,0,20,0
517,17.233333333333334,1784291485.2653332,388.3516999994754,nan,nan,nan,nan,nan,nan,43,0,0.0,60,0,0,0,0,0,0,1309,0,20,0
518,17.266666666666666,1784291485.2986665,420.520800000304,nan,nan,nan,nan,nan,nan,48,5,0.10416666666666667,65,0,0,0,0,0,0,1309,0,20,0
519,17.3,1784291485.3319998,404.050000001007,nan,nan,nan,nan,nan,nan,45,0,0.0,64,0,0,0,0,0,0,1309,0,20,0
520,17.333333333333332,1784291485.365333,445.0585000013234,nan,nan,nan,nan,nan,nan,52,5,0.09615384615384616,64,0,0,0,0,0,0,1309,0,20,0
521,17.366666666666667,1784291485.3986664,362.0126000005257,nan,nan,nan,nan,nan,nan,43,5,0.11627906976744186,65,0,0,0,0,0,0,1309,0,20,0
522,17.4,1784291485.432,411.97230000034324,nan,nan,nan,nan,nan,nan,63,10,0.15873015873015872,69,0,0,0,0,0,0,1309,0,20,0
523,17.433333333333334,1784291485.4653332,373.26349999966624,nan,nan,nan,nan,nan,nan,56,0,0.0,70,0,0,0,0,0,0,1309,0,20,0
524,17.466666666666665,1784291485.4986665,347.682800000257,nan,nan,nan,nan,nan,nan,53,9,0.16981132075471697,66,0,0,0,0,0,0,1309,0,20,0
525,17.5,1784291485.5319998,349.26139999879524,nan,nan,nan,nan,nan,nan,65,8,0.12307692307692308,91,0,0,0,0,0,0,1309,0,20,0
526,17.533333333333335,1784291485.5653331,293.2835999999952,nan,nan,nan,nan,nan,nan,59,6,0.1016949152542373,68,0,0,0,0,0,0,1309,0,20,0
527,17.566666666666666,1784291485.5986664,310.9450000010838,nan,nan,nan,nan,nan,nan,54,11,0.2037037037037037,74,0,0,0,0,0,0,1309,0,20,0
528,17.6,1784291485.6319997,379.05529999989085,nan,nan,nan,nan,nan,nan,60,5,0.08333333333333333,68,0,0,0,0,0,0,1309,0,20,0
529,17.633333333333333,1784291485.6653333,416.1320999992313,nan,nan,nan,nan,nan,nan,61,10,0.16393442622950818,75,0,0,0,0,0,0,1309,0,20,0
530,17.666666666666668,1784291485.6986666,331.4190000000963,-13.732403610568213,-3.034531795754944,0.7064857179499882,-2.2684254133512467,1.079566036573387,-1.950893309022345,70,24,0.34285714285714286,77,3,74,0,0,0,0,1383,1,21,1
531,17.7,1784291485.7319999,395.7384000004822,nan,nan,nan,nan,nan,nan,69,15,0.21739130434782608,73,0,0,0,0,0,0,1383,0,21,0
532,17.733333333333334,1784291485.7653332,377.84710000050836,-4.821614650197915,-3.5034535880024293,3.873161604934765,0.47330696749008744,1.989032709239985,-0.5982484011436564,70,21,0.3,55,8,47,0,0,0,0,1430,1,22,1
533,17.766666666666666,1784291485.7986665,375.3993000009359,nan,nan,nan,nan,nan,nan,69,14,0.2028985507246377,73,0,0,0,0,0,0,1430,0,22,0
534,17.8,1784291485.8319998,332.27160000024014,nan,nan,nan,nan,nan,nan,73,7,0.0958904109589041,80,0,0,0,0,0,0,1430,0,22,0
535,17.833333333333332,1784291485.865333,294.13170000043465,nan,nan,nan,nan,nan,nan,76,18,0.23684210526315788,66,0,0,0,0,0,0,1430,0,22,0
536,17.866666666666667,1784291485.8986664,352.42240000116,nan,nan,nan,nan,nan,nan,82,15,0.18292682926829268,70,0,0,0,0,0,0,1430,0,22,0
537,17.9,1784291485.932,218.701300000248,nan,nan,nan,nan,nan,nan,84,16,0.19047619047619047,55,0,0,0,0,0,0,1430,0,22,0
538,17.933333333333334,1784291485.9653332,369.385300000431,nan,nan,nan,nan,nan,nan,78,13,0.16666666666666666,59,0,0,0,0,0,0,1430,0,22,0
539,17.966666666666665,1784291485.9986665,374.00960000013583,nan,nan,nan,nan,nan,nan,88,14,0.1590909090909091,74,0,0,0,0,0,0,1430,0,22,0
540,18.0,1784291486.0319998,394.061299999521,nan,nan,nan,nan,nan,nan,84,16,0.19047619047619047,61,0,0,0,0,0,0,1430,0,22,0
