rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,01:40:04.27,13.05,-62.95,-863.03,315.0,-682.50,-280.0,1,0.0,
01/01/2000,01:40:04.29,13.42,-65.27,-892.55,113.75,-647.50,-385.0,1,100.0,
01/01/2000,01:40:04.30,13.66,-66.37,-904.51,122.50,-656.25,-341.25,1,100.0,
01/01/2000,01:40:04.31,13.79,-67.10,-915.0,78.75,-761.25,-297.50,1,100.0,
01/01/2000,01:40:04.32,13.91,-67.83,-928.66,236.25,-708.75,-288.75,1,100.0,
01/01/2000,01:40:04.33,14.03,-68.69,-936.72,131.25,-665.0,-271.25,1,100.0,
01/01/2000,01:40:04.34,14.03,-69.30,-943.43,61.25,-647.50,-253.75,1,100.0,
01/01/2000,01:40:04.35,14.03,-69.66,-949.28,140.0,-603.75,-332.50,1,100.0,
01/01/2000,01:40:04.36,14.27,-70.27,-956.85,61.25,-577.50,-367.50,1,100.0,
01/01/2000,01:40:04.37,14.40,-70.52,-961.12,43.75,-761.25,-271.25,1,100.0,
01/01/2000,01:40:04.38,14.64,-70.88,-965.02,122.50,-708.75,-420.0,1,100.0,
01/01/2000,01:40:04.39,14.40,-71.25,-968.44,122.50,-708.75,-341.25,1,100.0,
01/01/2000,01:40:04.40,14.40,-71.49,-972.83,148.75,-726.25,-358.75,1,100.0,
01/01/2000,01:40:04.41,14.52,-71.49,-975.39,87.50,-638.75,-315.0,1,100.0,
01/01/2000,01:40:04.42,14.64,-71.61,-977.46,140.0,-638.75,-367.50,1,100.0,
01/01/2000,01:40:04.43,14.64,-71.86,-979.17,157.50,-752.50,-253.75,1,100.0,
01/01/2000,01:40:04.44,14.64,-72.22,-981.61,148.75,-743.75,-297.50,1,100.0,
01/01/2000,01:40:04.45,14.88,-72.35,-983.08,201.25,-735.0,-455.0,1,100.0,
01/01/2000,01:40:04.46,14.88,-72.35,-984.30,245.0,-691.25,-218.75,1,100.0,
01/01/2000,01:40:04.47,14.88,-72.35,-985.52,271.25,-743.75,-245.0,1,100.0,
01/01/2000,01:40:04.48,14.64,-72.47,-986.74,175.0,-708.75,-420.0,1,95.455,
01/01/2000,01:40:04.49,14.52,-72.59,-987.35,96.25,-752.50,-315.0,1,95.652,
01/01/2000,01:40:04.50,14.64,-72.59,-987.96,70.0,-822.50,-341.25,1,95.833,
01/01/2000,01:40:04.51,14.76,-72.47,-988.69,61.25,-656.25,-306.25,1,96.0,
01/01/2000,01:40:04.52,14.88,-72.71,-989.42,210.0,-735.0,-376.25,1,96.154,
01/01/2000,01:40:04.53,14.64,-72.71,-989.91,96.25,-630.0,-428.75,1,96.296,
01/01/2000,01:40:04.54,14.88,-72.59,-990.15,148.75,-700.0,-315.0,1,96.429,
01/01/2000,01:40:04.56,14.88,-72.47,-990.64,253.75,-665.0,-358.75,1,96.552,
01/01/2000,01:40:04.57,15.01,-72.71,-991.01,122.50,-743.75,-332.50,1,96.667,
01/01/2000,01:40:04.58,15.01,-72.71,-991.13,192.50,-647.50,-315.0,1,96.774,
01/01/2000,01:40:04.59,14.88,-72.83,-991.25,192.50,-665.0,-218.75,1,96.875,
01/01/2000,01:40:04.60,14.76,-72.96,-991.37,43.75,-621.25,-367.50,1,96.970,
01/01/2000,01:40:04.61,14.76,-72.83,-991.62,148.75,-621.25,-271.25,1,97.059,
01/01/2000,01:40:04.62,14.88,-72.71,-991.86,96.25,-735.0,-341.25,1,97.143,
01/01/2000,01:40:04.63,15.01,-72.83,-992.10,122.50,-638.75,-306.25,1,97.222,
01/01/2000,01:40:04.64,15.01,-72.96,-992.35,0.0,-577.50,-411.25,1,97.297,
01/01/2000,01:40:04.65,15.01,-73.08,-992.23,140.0,-682.50,-376.25,1,97.368,
01/01/2000,01:40:04.66,14.88,-72.96,-992.23,183.75,-673.75,-411.25,1,97.436,
01/01/2000,01:40:04.67,14.76,-72.83,-992.35,148.75,-682.50,-306.25,1,97.500,
01/01/2000,01:40:04.68,14.64,-72.71,-992.35,227.50,-647.50,-411.25,1,97.561,
01/01/2000,01:40:04.69,14.52,-72.71,-992.23,140.0,-822.50,-323.75,1,95.349,
01/01/2000,01:40:04.71,14.64,-72.96,-992.23,218.75,-717.50,-393.75,1,95.455,
01/01/2000,01:40:04.71,14.76,-72.83,-992.35,183.75,-717.50,-323.75,1,95.556,
01/01/2000,01:40:04.73,14.88,-72.83,-992.35,35.0,-743.75,-315.0,1,95.652,
01/01/2000,01:40:04.74,14.88,-72.71,-992.35,148.75,-726.25,-306.25,1,95.745,
01/01/2000,01:40:04.75,14.76,-72.71,-992.35,192.50,-673.75,-358.75,1,95.833,
01/01/2000,01:40:04.76,14.88,-72.59,-992.35,201.25,-682.50,-446.25,1,95.918,
01/01/2000,01:40:04.77,14.88,-72.59,-992.59,192.50,-822.50,-358.75,1,96.0,
01/01/2000,01:40:04.78,14.88,-72.71,-992.59,105.0,-621.25,-341.25,1,96.078,
01/01/2000,01:40:04.79,14.76,-72.96,-992.47,262.50,-691.25,-271.25,1,94.340,
01/01/2000,01:40:04.80,14.88,-72.83,-992.35,87.50,-717.50,-323.75,1,94.444,
01/01/2000,01:40:04.81,14.88,-72.71,-992.35,87.50,-761.25,-280.0,1,94.545,
01/01/2000,01:40:04.82,14.64,-72.83,-992.35,271.25,-647.50,-315.0,1,94.643,
01/01/2000,01:40:04.84,14.64,-72.83,-992.23,96.25,-813.75,-315.0,1,94.737,
01/01/2000,01:40:04.85,14.76,-72.96,-992.35,227.50,-717.50,-428.75,1,94.828,
01/01/2000,01:40:04.86,14.88,-72.83,-992.35,166.25,-612.50,-297.50,1,94.915,
01/01/2000,01:40:04.87,14.88,-72.96,-992.35,157.50,-708.75,-280.0,1,95.0,
01/01/2000,01:40:04.88,14.64,-72.83,-992.23,157.50,-700.0,-280.0,1,95.082,
