rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,00:54:08.25,19.28,-48.31,-854.61,218.75,-656.25,-411.25,1,0.0,
01/01/2000,00:54:08.27,19.89,-49.53,-879.01,140.0,-647.50,-385.0,1,100.0,
01/01/2000,00:54:08.28,20.37,-50.75,-898.90,175.0,-656.25,-306.25,1,100.0,
01/01/2000,00:54:08.29,20.74,-51.36,-910.36,131.25,-682.50,-341.25,1,100.0,
01/01/2000,00:54:08.30,20.74,-52.22,-920.49,87.50,-656.25,-393.75,1,100.0,
01/01/2000,00:54:08.31,20.98,-52.70,-929.40,148.75,-700.0,-297.50,1,100.0,
01/01/2000,00:54:08.32,20.98,-53.19,-940.62,253.75,-665.0,-236.25,1,100.0,
01/01/2000,00:54:08.33,21.23,-53.44,-946.96,201.25,-638.75,-306.25,1,100.0,
01/01/2000,00:54:08.34,21.35,-53.68,-952.58,122.50,-673.75,-288.75,1,100.0,
01/01/2000,00:54:08.35,21.47,-54.05,-957.46,297.50,-665.0,-245.0,1,100.0,
01/01/2000,00:54:08.36,21.59,-54.53,-964.04,113.75,-761.25,-288.75,1,100.0,
01/01/2000,00:54:08.37,21.72,-54.78,-967.70,315.0,-630.0,-402.50,1,100.0,
01/01/2000,00:54:08.38,21.84,-54.90,-970.88,236.25,-638.75,-385.0,1,100.0,
01/01/2000,00:54:08.39,21.96,-55.27,-974.78,210.0,-735.0,-411.25,1,93.333,
01/01/2000,00:54:08.40,21.96,-55.39,-976.98,253.75,-717.50,-385.0,1,93.750,
01/01/2000,00:54:08.41,21.96,-55.51,-979.05,35.0,-761.25,-323.75,1,94.118,
01/01/2000,00:54:08.42,21.96,-55.75,-980.76,201.25,-717.50,-367.50,1,94.444,
01/01/2000,00:54:08.43,22.20,-55.75,-982.47,192.50,-735.0,-358.75,1,94.737,
01/01/2000,00:54:08.44,22.08,-55.88,-984.30,210.0,-673.75,-332.50,1,95.0,
01/01/2000,00:54:08.45,22.08,-55.88,-985.27,148.75,-691.25,-376.25,1,95.238,
01/01/2000,00:54:08.46,22.08,-55.88,-986.25,-8.75,-743.75,-385.0,1,95.455,
01/01/2000,00:54:08.47,22.20,-56.00,-987.47,192.50,-813.75,-297.50,1,95.652,
01/01/2000,00:54:08.48,22.33,-56.00,-988.44,122.50,-682.50,-358.75,1,95.833,
01/01/2000,00:54:08.49,22.45,-56.00,-989.05,96.25,-586.25,-367.50,1,96.0,
01/01/2000,00:54:08.50,22.33,-55.88,-989.42,70.0,-761.25,-306.25,1,96.154,
01/01/2000,00:54:08.51,22.33,-56.00,-990.15,105.0,-638.75,-192.50,1,96.296,
01/01/2000,00:54:08.52,22.45,-56.12,-990.52,166.25,-638.75,-341.25,1,96.429,
01/01/2000,00:54:08.54,22.45,-56.12,-990.88,148.75,-717.50,-367.50,1,96.552,
01/01/2000,00:54:08.55,22.45,-56.12,-991.25,175.0,-595.0,-332.50,1,96.667,
01/01/2000,00:54:08.56,22.33,-56.12,-991.37,96.25,-735.0,-350.0,1,96.774,
01/01/2000,00:54:08.57,22.20,-56.00,-991.62,140.0,-656.25,-376.25,1,96.875,
01/01/2000,00:54:08.58,22.33,-56.12,-992.23,183.75,-647.50,-393.75,1,96.970,
01/01/2000,00:54:08.59,22.45,-56.12,-992.47,262.50,-708.75,-315.0,1,97.059,
01/01/2000,00:54:08.60,22.33,-56.12,-992.47,280.0,-717.50,-288.75,1,97.143,
01/01/2000,00:54:08.61,22.20,-56.12,-992.35,218.75,-743.75,-367.50,1,94.595,
01/01/2000,00:54:08.62,22.20,-55.88,-992.59,148.75,-796.25,-420.0,1,97.297,
01/01/2000,00:54:08.63,22.33,-55.88,-993.08,166.25,-630.0,-315.0,1,94.872,
01/01/2000,00:54:08.64,22.45,-55.88,-993.32,218.75,-735.0,-376.25,1,95.0,
01/01/2000,00:54:08.65,22.45,-55.88,-993.32,227.50,-612.50,-262.50,1,95.122,
01/01/2000,00:54:08.66,22.33,-56.36,-993.20,166.25,-717.50,-262.50,1,95.238,
01/01/2000,00:54:08.68,22.20,-56.49,-992.59,113.75,-682.50,-411.25,1,95.349,
01/01/2000,00:54:08.69,22.20,-56.49,-992.47,87.50,-735.0,-411.25,1,95.455,
01/01/2000,00:54:08.70,22.45,-56.00,-992.84,148.75,-805.0,-271.25,1,95.556,
01/01/2000,00:54:08.71,22.45,-55.88,-993.20,218.75,-577.50,-306.25,1,95.652,
