rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,01:45:30.01,10.61,-68.44,-862.05,0.0,-673.75,-323.75,1,0.0,
01/01/2000,01:45:30.02,11.10,-70.76,-891.82,183.75,-743.75,-385.0,1,100.0,
01/01/2000,01:45:30.03,11.22,-71.61,-904.02,78.75,-595.0,-306.25,1,100.0,
01/01/2000,01:45:30.04,11.47,-73.08,-919.39,192.50,-673.75,-490.0,1,100.0,
01/01/2000,01:45:30.05,11.59,-73.81,-928.18,96.25,-665.0,-280.0,1,100.0,
01/01/2000,01:45:30.06,11.71,-74.30,-935.86,332.50,-770.0,-358.75,1,100.0,
01/01/2000,01:45:30.07,11.71,-74.91,-942.94,113.75,-630.0,-393.75,1,100.0,
01/01/2000,01:45:30.08,11.96,-75.52,-951.72,183.75,-787.50,-341.25,1,100.0,
01/01/2000,01:45:30.10,11.96,-75.88,-956.60,61.25,-691.25,-350.0,1,100.0,
01/01/2000,01:45:30.11,11.96,-76.49,-960.87,192.50,-673.75,-455.0,1,100.0,
01/01/2000,01:45:30.12,11.96,-76.62,-964.65,78.75,-673.75,-297.50,1,100.0,
01/01/2000,01:45:30.13,12.08,-76.86,-969.53,113.75,-700.0,-297.50,1,100.0,
01/01/2000,01:45:30.14,12.20,-77.35,-972.10,175.0,-708.75,-315.0,1,100.0,
01/01/2000,01:45:30.15,12.32,-77.59,-974.29,245.0,-743.75,-306.25,1,100.0,
01/01/2000,01:45:30.16,12.20,-77.71,-977.46,227.50,-743.75,-420.0,1,100.0,
01/01/2000,01:45:30.17,12.20,-77.71,-979.54,323.75,-673.75,-350.0,1,100.0,
01/01/2000,01:45:30.18,12.32,-77.71,-981.37,175.0,-735.0,-236.25,1,100.0,
01/01/2000,01:45:30.19,12.32,-78.08,-982.83,315.0,-682.50,-332.50,1,100.0,
01/01/2000,01:45:30.20,12.20,-78.08,-983.93,157.50,-726.25,-288.75,1,100.0,
01/01/2000,01:45:30.21,12.20,-78.45,-985.03,183.75,-726.25,-455.0,1,100.0,
01/01/2000,01:45:30.22,12.32,-78.45,-985.76,210.0,-638.75,-271.25,1,100.0,
01/01/2000,01:45:30.23,12.44,-78.57,-986.61,105.0,-568.75,-288.75,1,100.0,
01/01/2000,01:45:30.24,12.32,-78.57,-987.47,218.75,-673.75,-253.75,1,100.0,
01/01/2000,01:45:30.25,12.08,-78.57,-987.96,122.50,-586.25,-253.75,1,100.0,
01/01/2000,01:45:30.26,12.08,-78.57,-988.44,140.0,-647.50,-411.25,1,100.0,
01/01/2000,01:45:30.27,12.20,-78.57,-988.93,166.25,-621.25,-393.75,1,100.0,
01/01/2000,01:45:30.28,12.44,-78.45,-989.42,87.50,-691.25,-297.50,1,100.0,
01/01/2000,01:45:30.29,12.44,-78.57,-989.79,166.25,-700.0,-297.50,1,96.552,
01/01/2000,01:45:30.30,12.32,-78.81,-990.03,157.50,-665.0,-341.25,1,96.667,
01/01/2000,01:45:30.31,12.32,-78.81,-990.40,131.25,-743.75,-288.75,1,96.774,
01/01/2000,01:45:30.32,12.44,-78.69,-990.64,175.0,-787.50,-420.0,1,96.875,
01/01/2000,01:45:30.33,12.44,-78.57,-990.76,183.75,-586.25,-245.0,1,96.970,
01/01/2000,01:45:30.34,12.44,-78.69,-990.88,201.25,-735.0,-446.25,1,97.059,
01/01/2000,01:45:30.36,12.32,-78.81,-990.88,166.25,-612.50,-288.75,1,97.143,
01/01/2000,01:45:30.37,12.44,-78.81,-991.13,332.50,-665.0,-376.25,1,97.222,
01/01/2000,01:45:30.38,12.44,-78.69,-991.25,131.25,-726.25,-376.25,1,97.297,
01/01/2000,01:45:30.39,12.44,-78.57,-991.37,201.25,-656.25,-350.0,1,97.368,
01/01/2000,01:45:30.40,12.44,-78.57,-991.25,87.50,-743.75,-376.25,1,97.436,
01/01/2000,01:45:30.41,12.20,-78.81,-991.25,288.75,-743.75,-367.50,1,97.500,
01/01/2000,01:45:30.42,12.32,-78.81,-991.37,87.50,-568.75,-393.75,1,97.561,
01/01/2000,01:45:30.43,12.69,-78.69,-991.62,113.75,-586.25,-385.0,1,97.619,
01/01/2000,01:45:30.44,12.57,-78.57,-991.62,183.75,-743.75,-323.75,1,97.674,
01/01/2000,01:45:30.45,12.20,-78.57,-991.49,175.0,-700.0,-393.75,1,97.727,
01/01/2000,01:45:30.46,12.20,-78.57,-991.62,201.25,-682.50,-341.25,1,97.778,
01/01/2000,01:45:30.47,12.20,-78.57,-991.62,201.25,-621.25,-376.25,1,97.826,
01/01/2000,01:45:30.48,12.32,-78.57,-991.86,140.0,-717.50,-332.50,1,97.872,
01/01/2000,01:45:30.49,12.20,-78.57,-991.62,306.25,-735.0,-358.75,1,97.917,
01/01/2000,01:45:30.50,12.20,-78.69,-991.62,157.50,-708.75,-306.25,1,96.0,
01/01/2000,01:45:30.51,12.20,-78.69,-991.74,105.0,-577.50,-288.75,1,96.078,
01/01/2000,01:45:30.52,12.44,-78.69,-991.86,306.25,-621.25,-315.0,1,96.154,
01/01/2000,01:45:30.54,12.44,-78.57,-991.86,210.0,-560.0,-280.0,1,96.226,
01/01/2000,01:45:30.55,12.32,-78.57,-991.62,96.25,-761.25,-253.75,1,96.296,
01/01/2000,01:45:30.56,12.32,-78.57,-991.62,157.50,-848.75,-323.75,1,96.364,
01/01/2000,01:45:30.57,12.44,-78.57,-991.62,96.25,-700.0,-472.50,1,96.429,
01/01/2000,01:45:30.58,12.57,-78.57,-991.62,131.25,-656.25,-323.75,1,96.491,
01/01/2000,01:45:30.59,12.44,-78.57,-991.62,148.75,-673.75,-306.25,1,96.552,
01/01/2000,01:45:30.60,12.32,-78.45,-991.62,245.0,-761.25,-297.50,1,96.610,
01/01/2000,01:45:30.61,12.20,-78.57,-991.62,227.50,-787.50,-367.50,1,96.667,
01/01/2000,01:45:30.62,12.32,-78.45,-991.74,87.50,-805.0,-367.50,1,96.721,
01/01/2000,01:45:30.63,12.44,-78.57,-991.86,201.25,-717.50,-253.75,1,95.238,
01/01/2000,01:45:30.64,12.44,-78.81,-991.74,70.0,-647.50,-376.25,1,95.313,
01/01/2000,01:45:30.65,12.20,-78.81,-991.74,140.0,-726.25,-358.75,1,95.385,
01/01/2000,01:45:30.66,12.20,-78.81,-991.74,70.0,-752.50,-411.25,1,95.455,
01/01/2000,01:45:30.67,12.20,-78.69,-991.86,288.75,-603.75,-280.0,1,95.522,
01/01/2000,01:45:30.68,12.32,-78.45,-991.86,87.50,-708.75,-367.50,1,95.588,
01/01/2000,01:45:30.69,12.32,-78.57,-991.62,192.50,-656.25,-332.50,1,95.652,
01/01/2000,01:45:30.70,12.20,-78.57,-991.62,210.0,-612.50,-245.0,1,95.714,
01/01/2000,01:45:30.72,12.32,-78.69,-991.37,122.50,-682.50,-385.0,1,95.775,
01/01/2000,01:45:30.73,12.32,-78.57,-991.62,183.75,-630.0,-437.50,1,95.833,
01/01/2000,01:45:30.74,12.44,-78.45,-991.74,78.75,-700.0,-271.25,1,95.890,
01/01/2000,01:45:30.75,12.32,-78.57,-991.62,166.25,-603.75,-280.0,1,95.946,
01/01/2000,01:45:30.76,12.32,-78.81,-991.49,175.0,-708.75,-341.25,1,96.0,
01/01/2000,01:45:30.77,12.20,-78.57,-991.49,166.25,-638.75,-420.0,1,96.053,
01/01/2000,01:45:30.78,12.44,-78.57,-991.49,96.25,-726.25,-280.0,1,96.104,
01/01/2000,01:45:30.79,12.69,-78.57,-991.25,175.0,-752.50,-341.25,1,96.154,
01/01/2000,01:45:30.80,12.44,-78.57,-991.13,70.0,-673.75,-420.0,1,96.203,
01/01/2000,01:45:30.81,12.44,-78.69,-991.13,175.0,-603.75,-262.50,1,96.250,
01/01/2000,01:45:30.82,12.44,-78.69,-991.25,113.75,-673.75,-420.0,1,95.122,
01/01/2000,01:45:30.83,12.44,-78.57,-991.37,210.0,-796.25,-376.25,1,96.341,
01/01/2000,01:45:30.84,12.57,-78.57,-991.37,122.50,-700.0,-358.75,1,95.238,
01/01/2000,01:45:30.86,12.32,-78.69,-991.25,218.75,-673.75,-393.75,1,95.294,
