rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
01/01/2000,01:34:05.98,14.40,-57.83,-862.30,78.75,-682.50,-341.25,1,0.0,
01/01/2000,01:34:06.00,14.64,-59.41,-885.48,175.0,-638.75,-315.0,1,100.0,
01/01/2000,01:34:06.01,15.13,-60.63,-904.51,140.0,-682.50,-297.50,1,100.0,
01/01/2000,01:34:06.02,15.37,-61.37,-915.12,175.0,-743.75,-411.25,1,100.0,
01/01/2000,01:34:06.03,15.49,-62.22,-924.27,61.25,-708.75,-358.75,1,100.0,
01/01/2000,01:34:06.04,15.37,-62.83,-932.57,166.25,-778.75,-323.75,1,100.0,
01/01/2000,01:34:06.05,15.62,-63.32,-943.55,192.50,-752.50,-420.0,1,100.0,
01/01/2000,01:34:06.06,15.86,-63.56,-949.65,306.25,-612.50,-262.50,1,100.0,
01/01/2000,01:34:06.07,15.98,-64.05,-954.77,148.75,-656.25,-315.0,1,100.0,
01/01/2000,01:34:06.08,15.98,-64.66,-961.36,148.75,-673.75,-376.25,1,100.0,
01/01/2000,01:34:06.09,16.10,-65.15,-965.26,192.50,-743.75,-428.75,1,100.0,
01/01/2000,01:34:06.10,16.23,-65.15,-968.68,166.25,-708.75,-393.75,1,100.0,
01/01/2000,01:34:06.11,16.35,-65.39,-971.97,166.25,-761.25,-385.0,1,100.0,
01/01/2000,01:34:06.12,16.10,-65.64,-975.63,236.25,-656.25,-350.0,1,100.0,
01/01/2000,01:34:06.13,16.10,-65.64,-977.71,87.50,-778.75,-323.75,1,100.0,
01/01/2000,01:34:06.14,16.23,-65.88,-979.54,192.50,-665.0,-297.50,1,100.0,
01/01/2000,01:34:06.15,16.23,-65.88,-981.12,78.75,-708.75,-420.0,1,100.0,
01/01/2000,01:34:06.16,16.35,-66.00,-983.08,70.0,-656.25,-280.0,1,100.0,
01/01/2000,01:34:06.17,16.35,-66.25,-984.30,262.50,-673.75,-350.0,1,100.0,
01/01/2000,01:34:06.18,16.35,-66.25,-985.52,175.0,-656.25,-306.25,1,100.0,
01/01/2000,01:34:06.19,16.35,-66.25,-986.74,236.25,-735.0,-420.0,1,100.0,
01/01/2000,01:34:06.20,16.47,-66.12,-987.59,148.75,-630.0,-288.75,1,100.0,
01/01/2000,01:34:06.21,16.59,-66.25,-988.44,43.75,-700.0,-306.25,1,100.0,
01/01/2000,01:34:06.22,16.84,-66.37,-988.93,175.0,-682.50,-315.0,1,96.0,
01/01/2000,01:34:06.23,16.84,-66.49,-989.54,122.50,-813.75,-376.25,1,100.0,
01/01/2000,01:34:06.24,16.71,-66.61,-990.03,105.0,-717.50,-271.25,1,96.296,
01/01/2000,01:34:06.25,16.71,-66.49,-990.15,140.0,-726.25,-393.75,1,96.429,
01/01/2000,01:34:06.27,16.71,-66.37,-990.40,218.75,-708.75,-358.75,1,96.552,
01/01/2000,01:34:06.28,16.84,-66.37,-990.76,201.25,-735.0,-367.50,1,96.667,
01/01/2000,01:34:06.29,16.84,-66.37,-991.13,323.75,-630.0,-201.25,1,96.774,
01/01/2000,01:34:06.30,16.59,-66.49,-991.25,210.0,-638.75,-350.0,1,96.875,
01/01/2000,01:34:06.31,16.71,-66.61,-991.37,210.0,-665.0,-350.0,1,96.970,
01/01/2000,01:34:06.32,16.71,-66.49,-991.74,253.75,-612.50,-481.25,1,97.059,
01/01/2000,01:34:06.33,16.84,-66.37,-992.10,-78.75,-682.50,-332.50,1,97.143,
01/01/2000,01:34:06.34,16.71,-66.49,-992.23,227.50,-665.0,-323.75,1,97.222,
01/01/2000,01:34:06.35,16.47,-66.49,-992.23,157.50,-586.25,-288.75,1,97.297,
01/01/2000,01:34:06.36,16.59,-66.73,-992.10,148.75,-761.25,-385.0,1,97.368,
01/01/2000,01:34:06.37,16.59,-66.61,-992.23,236.25,-673.75,-385.0,1,97.436,
01/01/2000,01:34:06.38,16.59,-66.61,-992.35,131.25,-682.50,-437.50,1,97.500,
01/01/2000,01:34:06.39,16.59,-66.73,-992.35,166.25,-708.75,-420.0,1,97.561,
01/01/2000,01:34:06.40,16.47,-66.86,-992.35,227.50,-647.50,-332.50,1,95.349,
01/01/2000,01:34:06.41,16.59,-66.86,-992.47,113.75,-726.25,-525.0,1,95.455,
01/01/2000,01:34:06.42,16.84,-66.73,-992.71,148.75,-621.25,-350.0,1,95.556,
01/01/2000,01:34:06.43,16.84,-66.61,-992.71,17.50,-726.25,-297.50,1,95.652,
01/01/2000,01:34:06.44,16.71,-66.73,-992.47,175.0,-708.75,-411.25,1,95.745,
01/01/2000,01:34:06.45,16.59,-66.73,-992.35,183.75,-761.25,-323.75,1,95.833,
01/01/2000,01:34:06.46,16.71,-66.61,-992.59,192.50,-691.25,-350.0,1,95.918,
01/01/2000,01:34:06.48,16.84,-66.61,-992.84,201.25,-700.0,-376.25,1,96.0,
01/01/2000,01:34:06.49,16.84,-66.73,-992.84,78.75,-708.75,-262.50,1,96.078,
01/01/2000,01:34:06.50,16.84,-66.86,-992.47,175.0,-665.0,-367.50,1,96.154,
01/01/2000,01:34:06.51,16.84,-66.73,-992.59,70.0,-586.25,-306.25,1,94.444,
01/01/2000,01:34:06.52,16.71,-66.73,-992.59,87.50,-630.0,-332.50,1,94.545,
01/01/2000,01:34:06.53,16.71,-66.73,-992.59,218.75,-743.75,-297.50,1,94.643,
01/01/2000,01:34:06.54,16.59,-66.73,-992.35,218.75,-761.25,-350.0,1,94.737,
01/01/2000,01:34:06.55,16.59,-66.86,-992.35,175.0,-761.25,-323.75,1,94.828,
01/01/2000,01:34:06.56,16.59,-66.73,-992.47,131.25,-822.50,-341.25,1,94.915,
01/01/2000,01:34:06.57,16.59,-66.86,-992.59,192.50,-761.25,-393.75,1,95.0,
01/01/2000,01:34:06.58,16.59,-66.61,-992.71,105.0,-770.0,-288.75,1,95.082,
01/01/2000,01:34:06.59,16.59,-66.61,-992.59,131.25,-673.75,-306.25,1,95.161,
01/01/2000,01:34:06.60,16.59,-66.61,-992.47,131.25,-665.0,-315.0,1,95.238,
01/01/2000,01:34:06.62,16.47,-66.61,-992.47,210.0,-638.75,-428.75,1,95.313,
01/01/2000,01:34:06.63,16.47,-66.61,-992.59,271.25,-700.0,-358.75,1,95.385,
01/01/2000,01:34:06.64,16.71,-66.61,-992.71,148.75,-638.75,-385.0,1,95.455,
01/01/2000,01:34:06.65,16.71,-66.73,-992.71,122.50,-708.75,-297.50,1,95.522,
01/01/2000,01:34:06.66,16.71,-66.86,-992.71,157.50,-673.75,-297.50,1,95.588,
01/01/2000,01:34:06.67,16.71,-66.86,-992.71,52.50,-586.25,-358.75,1,95.652,
01/01/2000,01:34:06.68,16.71,-66.86,-992.71,43.75,-656.25,-288.75,1,95.714,
01/01/2000,01:34:06.69,16.84,-66.61,-992.59,78.75,-700.0,-306.25,1,95.775,
01/01/2000,01:34:06.70,16.71,-66.73,-992.59,227.50,-708.75,-411.25,1,95.833,
01/01/2000,01:34:06.71,16.59,-66.73,-992.59,262.50,-595.0,-341.25,1,95.890,
01/01/2000,01:34:06.72,16.59,-66.61,-992.59,166.25,-665.0,-297.50,1,95.946,
01/01/2000,01:34:06.73,16.59,-66.49,-992.59,297.50,-621.25,-306.25,1,96.0,
01/01/2000,01:34:06.74,16.59,-66.37,-992.84,262.50,-717.50,-332.50,1,96.053,
01/01/2000,01:34:06.75,16.59,-66.37,-992.59,131.25,-638.75,-271.25,1,94.872,
01/01/2000,01:34:06.76,16.59,-66.37,-992.59,218.75,-700.0,-455.0,1,94.937,
01/01/2000,01:34:06.77,16.59,-66.37,-992.47,131.25,-621.25,-297.50,1,95.0,
01/01/2000,01:34:06.78,16.59,-66.37,-992.59,183.75,-735.0,-385.0,1,95.062,
01/01/2000,01:34:06.79,16.59,-66.37,-992.59,87.50,-743.75,-367.50,1,95.122,
01/01/2000,01:34:06.80,16.47,-66.37,-992.59,183.75,-682.50,-358.75,1,95.181,
01/01/2000,01:34:06.81,16.47,-66.49,-992.71,70.0,-638.75,-385.0,1,95.238,
01/01/2000,01:34:06.83,16.59,-66.61,-992.84,140.0,-708.75,-350.0,1,95.294,
01/01/2000,01:34:06.84,16.59,-66.61,-992.84,87.50,-761.25,-271.25,1,95.349,
01/01/2000,01:34:06.85,16.59,-66.61,-992.59,262.50,-752.50,-332.50,1,95.402,
01/01/2000,01:34:06.86,16.47,-66.61,-992.47,201.25,-787.50,-315.0,1,95.455,
01/01/2000,01:34:06.87,16.47,-66.61,-992.47,183.75,-848.75,-297.50,1,95.506,
01/01/2000,01:34:06.88,16.59,-66.49,-992.59,192.50,-735.0,-262.50,1,95.556,
01/01/2000,01:34:06.89,16.59,-66.49,-992.84,61.25,-595.0,-280.0,1,95.604,
01/01/2000,01:34:06.90,16.84,-66.49,-992.84,218.75,-595.0,-280.0,1,95.652,
01/01/2000,01:34:06.91,16.71,-66.61,-992.71,140.0,-621.25,-323.75,1,94.681,
01/01/2000,01:34:06.92,16.84,-66.37,-992.47,157.50,-743.75,-306.25,1,94.737,
01/01/2000,01:34:06.93,16.84,-66.37,-992.35,402.50,-673.75,-428.75,1,94.792,
01/01/2000,01:34:06.94,16.71,-66.37,-992.59,105.0,-831.25,-341.25,1,94.845,
01/01/2000,01:34:06.95,16.71,-66.49,-992.47,253.75,-691.25,-323.75,1,94.898,
01/01/2000,01:34:06.97,16.35,-66.61,-992.35,166.25,-586.25,-332.50,1,94.949,
01/01/2000,01:34:06.98,16.35,-66.61,-992.23,78.75,-647.50,-358.75,1,95.0,
01/01/2000,01:34:06.99,16.59,-66.61,-992.35,131.25,-630.0,-350.0,1,95.050,
01/01/2000,01:34:07.00,16.47,-66.61,-992.35,175.0,-813.75,-332.50,1,95.098,
01/01/2000,01:34:07.01,16.47,-66.61,-992.59,175.0,-682.50,-323.75,1,95.146,
01/01/2000,01:34:07.02,16.59,-66.49,-992.47,157.50,-726.25,-411.25,1,95.192,
01/01/2000,01:34:07.03,16.71,-66.49,-992.35,26.25,-752.50,-306.25,1,95.238,
01/01/2000,01:34:07.04,16.59,-66.49,-992.23,131.25,-770.0,-393.75,1,94.393,
01/01/2000,01:34:07.05,16.47,-66.61,-992.23,183.75,-770.0,-341.25,1,94.444,
01/01/2000,01:34:07.06,16.47,-66.61,-992.35,166.25,-595.0,-297.50,1,94.495,
01/01/2000,01:34:07.07,16.59,-66.61,-992.35,148.75,-673.75,-428.75,1,94.545,
01/01/2000,01:34:07.08,16.59,-66.49,-992.47,87.50,-673.75,-323.75,1,94.595,
01/01/2000,01:34:07.09,16.59,-66.49,-992.59,131.25,-752.50,-323.75,1,94.643,
01/01/2000,01:34:07.10,16.47,-66.61,-992.47,253.75,-542.50,-315.0,1,94.690,
01/01/2000,01:34:07.11,16.35,-66.61,-992.47,70.0,-691.25,-280.0,1,94.737,
01/01/2000,01:34:07.12,16.59,-66.61,-992.47,140.0,-752.50,-297.50,1,94.783,
01/01/2000,01:34:07.13,16.59,-66.37,-992.35,122.50,-665.0,-288.75,1,94.828,
01/01/2000,01:34:07.14,16.47,-66.37,-992.35,61.25,-647.50,-306.25,1,94.872,
01/01/2000,01:34:07.15,16.59,-66.37,-992.35,253.75,-726.25,-315.0,1,94.915,
01/01/2000,01:34:07.17,16.59,-66.25,-992.35,131.25,-778.75,-341.25,1,94.958,
01/01/2000,01:34:07.18,16.84,-66.37,-992.59,113.75,-656.25,-297.50,1,95.0,
01/01/2000,01:34:07.19,16.71,-66.49,-992.35,262.50,-665.0,-367.50,1,95.041,
01/01/2000,01:34:07.20,16.59,-66.37,-992.10,8.75,-735.0,-376.25,1,95.082,
01/01/2000,01:34:07.21,16.59,-66.37,-992.10,-17.50,-656.25,-280.0,1,95.122,
01/01/2000,01:34:07.22,16.59,-66.37,-992.23,183.75,-682.50,-332.50,1,95.161,
01/01/2000,01:34:07.23,16.47,-66.37,-992.35,192.50,-630.0,-245.0,1,95.200,
01/01/2000,01:34:07.24,16.47,-66.49,-992.59,122.50,-665.0,-358.75,1,95.238,
01/01/2000,01:34:07.25,16.47,-66.49,-992.35,96.25,-700.0,-376.25,1,94.531,
01/01/2000,01:34:07.26,16.47,-66.37,-992.23,166.25,-700.0,-341.25,1,94.574,
01/01/2000,01:34:07.27,16.59,-66.12,-992.35,253.75,-691.25,-420.0,1,94.615,
01/01/2000,01:34:07.28,16.47,-66.12,-992.47,201.25,-735.0,-341.25,1,94.656,
01/01/2000,01:34:07.29,16.59,-66.25,-992.23,52.50,-665.0,-332.50,1,94.697,
01/01/2000,01:34:07.30,16.71,-66.37,-991.98,105.0,-743.75,-350.0,1,94.737,
01/01/2000,01:34:07.31,16.84,-66.37,-992.10,245.0,-700.0,-271.25,1,94.776,
01/01/2000,01:34:07.33,16.96,-66.37,-992.47,236.25,-805.0,-297.50,1,94.815,
01/01/2000,01:34:07.34,16.84,-66.49,-992.59,210.0,-752.50,-341.25,1,94.853,
01/01/2000,01:34:07.35,16.71,-66.49,-992.35,140.0,-568.75,-393.75,1,94.891,
01/01/2000,01:34:07.36,16.59,-66.61,-992.10,306.25,-770.0,-306.25,1,94.928,
01/01/2000,01:34:07.37,16.84,-66.37,-992.10,96.25,-787.50,-262.50,1,94.964,
01/01/2000,01:34:07.38,16.84,-66.49,-992.23,78.75,-708.75,-411.25,1,95.0,
01/01/2000,01:34:07.39,16.59,-66.49,-992.23,105.0,-647.50,-367.50,1,95.035,
01/01/2000,01:34:07.40,16.59,-66.61,-992.10,43.75,-726.25,-297.50,1,95.070,
01/01/2000,01:34:07.41,16.59,-66.37,-992.10,157.50,-743.75,-297.50,1,95.105,
01/01/2000,01:34:07.42,16.71,-66.37,-992.23,-70.0,-656.25,-288.75,1,95.139,
01/01/2000,01:34:07.43,16.71,-66.37,-992.35,148.75,-682.50,-428.75,1,95.172,
01/01/2000,01:34:07.44,16.59,-66.49,-992.35,271.25,-691.25,-332.50,1,95.205,
01/01/2000,01:34:07.45,16.59,-66.49,-992.23,61.25,-656.25,-350.0,1,95.238,
01/01/2000,01:34:07.46,16.59,-66.61,-992.23,271.25,-665.0,-358.75,1,94.631,
01/01/2000,01:34:07.47,16.59,-66.37,-992.10,183.75,-787.50,-358.75,1,94.667,
01/01/2000,01:34:07.48,16.59,-66.49,-992.35,227.50,-656.25,-341.25,1,94.702,
01/01/2000,01:34:07.49,16.59,-66.61,-992.35,70.0,-735.0,-367.50,1,94.737,
01/01/2000,01:34:07.50,16.47,-66.73,-992.23,96.25,-682.50,-306.25,1,94.771,
01/01/2000,01:34:07.51,16.59,-66.73,-992.10,262.50,-638.75,-420.0,1,94.805,
01/01/2000,01:34:07.53,16.59,-66.49,-991.86,78.75,-761.25,-262.50,1,94.839,
01/01/2000,01:34:07.54,16.59,-66.61,-991.86,271.25,-647.50,-376.25,1,94.268,
01/01/2000,01:34:07.55,16.59,-66.61,-991.98,166.25,-603.75,-288.75,1,94.304,
01/01/2000,01:34:07.56,16.47,-66.61,-992.10,280.0,-665.0,-315.0,1,94.340,
01/01/2000,01:34:07.57,16.59,-66.61,-991.98,166.25,-656.25,-358.75,1,94.375,
01/01/2000,01:34:07.58,16.84,-66.61,-991.98,227.50,-735.0,-428.75,1,94.410,
01/01/2000,01:34:07.59,16.84,-66.49,-991.86,236.25,-691.25,-315.0,1,94.444,
01/01/2000,01:34:07.61,16.71,-66.73,-991.86,271.25,-665.0,-262.50,1,94.479,
01/01/2000,01:34:07.62,16.59,-66.61,-992.10,61.25,-691.25,-402.50,1,94.512,
01/01/2000,01:34:07.63,16.71,-66.61,-992.23,245.0,-656.25,-437.50,1,94.545,
01/01/2000,01:34:07.64,16.84,-66.49,-992.10,227.50,-647.50,-376.25,1,94.578,
01/01/2000,01:34:07.65,16.84,-66.61,-991.86,166.25,-647.50,-350.0,1,94.611,
01/01/2000,01:34:07.66,16.84,-66.73,-991.86,201.25,-726.25,-437.50,1,94.643,
01/01/2000,01:34:07.67,16.59,-66.73,-992.10,113.75,-691.25,-402.50,1,94.675,
01/01/2000,01:34:07.68,16.84,-66.49,-992.35,245.0,-717.50,-297.50,1,94.706,
01/01/2000,01:34:07.69,16.71,-66.37,-992.35,192.50,-840.0,-306.25,1,94.737,
01/01/2000,01:34:07.70,16.59,-66.25,-992.23,140.0,-665.0,-262.50,1,94.767,
01/01/2000,01:34:07.71,16.59,-66.25,-992.10,271.25,-778.75,-306.25,1,94.798,
01/01/2000,01:34:07.72,16.47,-66.37,-992.10,253.75,-647.50,-411.25,1,94.828,
01/01/2000,01:34:07.73,16.47,-66.49,-992.23,192.50,-726.25,-472.50,1,94.857,
01/01/2000,01:34:07.74,16.47,-66.61,-992.35,157.50,-656.25,-393.75,1,94.886,
01/01/2000,01:34:07.75,16.47,-66.37,-992.35,122.50,-708.75,-323.75,1,94.915,
01/01/2000,01:34:07.76,16.59,-66.49,-992.35,201.25,-726.25,-385.0,1,94.944,
01/01/2000,01:34:07.77,16.47,-66.37,-992.35,96.25,-700.0,-253.75,1,94.972,
01/01/2000,01:34:07.78,16.59,-66.61,-992.23,87.50,-700.0,-393.75,1,95.0,
01/01/2000,01:34:07.79,16.59,-66.61,-992.23,192.50,-568.75,-288.75,1,95.028,
01/01/2000,01:34:07.80,16.59,-66.61,-992.10,192.50,-691.25,-428.75,1,95.055,
01/01/2000,01:34:07.82,16.47,-66.37,-992.10,131.25,-708.75,-297.50,1,94.565,
01/01/2000,01:34:07.83,16.59,-66.49,-992.10,306.25,-752.50,-428.75,1,94.595,
01/01/2000,01:34:07.84,16.59,-66.49,-991.98,227.50,-691.25,-393.75,1,94.624,
01/01/2000,01:34:07.85,16.59,-66.61,-991.86,157.50,-682.50,-253.75,1,94.652,
01/01/2000,01:34:07.86,16.59,-66.37,-991.98,227.50,-735.0,-297.50,1,94.681,
01/01/2000,01:34:07.87,16.84,-66.37,-992.10,201.25,-700.0,-245.0,1,94.709,
01/01/2000,01:34:07.88,16.84,-66.37,-991.98,-26.25,-726.25,-367.50,1,94.737,
01/01/2000,01:34:07.89,16.71,-66.37,-991.98,87.50,-665.0,-323.75,1,94.764,
01/01/2000,01:34:07.90,16.59,-66.49,-991.98,87.50,-656.25,-332.50,1,94.792,
01/01/2000,01:34:07.91,16.59,-66.49,-991.86,245.0,-665.0,-385.0,1,94.819,
01/01/2000,01:34:07.92,16.59,-66.61,-991.74,183.75,-638.75,-288.75,1,94.845,
01/01/2000,01:34:07.93,16.59,-66.61,-991.74,96.25,-752.50,-376.25,1,94.872,
01/01/2000,01:34:07.94,16.59,-66.49,-991.74,140.0,-735.0,-393.75,1,94.898,
