dataset,family,filter,rmse_3d_mm,rmse_x_mm,rmse_y_mm,rmse_z_mm,endpoint_error_mm
square_1,kalman_1d,kalman Q=1e-04 R=1e-03,795.2060078017957,59.44526002566351,530.8231195767503,589.1058237934488,1230.2224961288896
square_1,butterworth,butterworth cutoff=5Hz order=4,795.2068945027527,57.041782207591,531.5559066810055,588.6837505994437,1229.3006778140461
square_1,butterworth,butterworth cutoff=5Hz order=2,795.4371932829375,56.972725833089214,531.871042586637,588.7169362493224,1229.7175788387674
square_1,kalman_1d,kalman Q=1e-06 R=1e-03,795.5637365490943,77.48493303243433,545.1152015098778,574.253568685264,1242.6492202159384
square_1,wiener,wiener window=41,796.2752254074925,46.878374046483835,522.3982206431978,599.1299956715002,1232.9725207965787
square_1,kalman_1d,kalman Q=1e-06 R=1e-04,796.9663859887683,64.3004094633254,534.1453219434189,587.9707924589522,1236.0287063759351
square_1,kalman_1d,kalman Q=1e-04 R=1e-02,797.0081589559611,64.28434828326101,534.1956238430961,587.9834721104432,1236.1028321363315
square_1,butterworth,butterworth cutoff=2Hz order=4,800.1635731318255,55.78243259210508,537.3161216261658,590.2892929926926,1238.0937491555164
square_1,butterworth,butterworth cutoff=2Hz order=2,800.1970291437725,55.81329892588425,537.1914013783606,590.4452213361393,1238.1260770783563
square_1,wiener,wiener window=11,802.8757774916539,55.05125751717571,521.9473955706471,607.576982271073,1239.634143734991
square_1,butterworth,butterworth cutoff=1Hz order=4,807.4042046002539,54.595283424312136,543.1443896397352,594.9076202544958,1250.5134344490577
square_1,butterworth,butterworth cutoff=1Hz order=2,811.2401241506577,54.58302840954094,545.1969147873217,598.2403832474065,1257.0306666777672
square_1,median,median size=5,815.4575492519457,92.49651004976805,533.477369355772,609.7682401091812,1285.9076155395176
square_1,median,median size=11,866.1225155447604,231.1788954251664,516.6584385739257,655.5826325444693,1437.8104767586447
square_1,median,median size=41,877.8667104503339,221.41249112862636,529.8169815973454,664.0184004228985,1421.2698784186275
square_1,median,median size=21,945.3550474704458,212.5461877126278,509.84144038232137,767.1909733147,1599.6705609988019
square_2,median,median size=41,513.8251932170617,229.15760493825275,351.04240481694217,297.1066328843108,826.2990639746679
square_2,median,median size=21,520.063965360222,313.8935302756392,330.52895060698347,250.3757027507679,923.9460965382057
square_2,median,median size=11,576.8053998224033,368.9062637847314,336.93041653838316,288.2542839507233,1045.120654213347
square_2,median,median size=5,580.5541535895004,99.0364853947135,308.80123426653745,481.5357697265561,871.6678294297068
square_2,butterworth,butterworth cutoff=1Hz order=2,584.603363359479,51.46114645872525,310.0143588606786,492.954298243327,872.3008745057766
square_2,butterworth,butterworth cutoff=1Hz order=4,584.9703253304857,51.479851262616776,309.40700497350485,493.76858112334236,872.8070079653833
square_2,wiener,wiener window=41,585.4558907904824,55.390342647563784,304.30270949552227,497.08185542860696,863.0786802762353
square_2,wiener,wiener window=21,586.7432431700831,58.2468724520686,313.4040538020639,492.5980453835893,881.7325577378273
square_2,median,median size=3,587.3612309186587,52.72480341666571,308.8589838340757,496.80925796117987,875.4009203686272
square_2,butterworth,butterworth cutoff=2Hz order=4,587.909087438472,51.50900275137108,310.4652219366132,496.5835918515087,877.8414964726502
square_2,butterworth,butterworth cutoff=2Hz order=2,587.9632125835743,51.48920990268336,310.7616717470755,496.46428269127045,878.0061455443238
square_2,wiener,wiener window=5,588.4195551668973,51.66033398993512,310.4796814817702,497.1631021926669,877.8655828972087
square_2,moving_average,moving-average window=81,589.4952113987348,51.69248434777016,303.4161948935487,502.7634672490781,879.7312222646883
square_2,moving_average,moving-average window=41,590.0226656041344,51.64558535138749,306.83739193384775,501.30858196479653,880.9485091892212
square_2,kalman_1d,kalman Q=1e-06 R=1e-02,590.1329211064412,51.98168010453236,359.1487098316542,465.3675684159669,908.6463864481324
square_2,butterworth,butterworth cutoff=5Hz order=2,590.6779081984567,51.475791343280946,311.3249991136701,499.326926037602,882.7262018599349
square_2,moving_average,moving-average window=21,590.7734610338302,51.544241208133435,309.3379257712954,500.66607748047085,882.5819591212437
square_2,butterworth,butterworth cutoff=5Hz order=4,590.8729692272282,51.4701120388071,311.50864146093767,499.44375021144737,883.0908477704446
square_2,savgol,savgol window=41 poly=2,591.1839201217073,51.503241384872986,309.94029294270865,500.78224643841827,883.4099908235097
square_2,savgol,savgol window=21 poly=2,591.2474009369737,51.467887144476386,311.17352486983816,500.09557399330197,883.7145124247892
square_2,savgol,savgol window=81 poly=2,591.255407346331,51.458060470789576,310.3882985759081,500.59377626575963,883.7192744711101
square_2,moving_average,moving-average window=11,591.4353402341458,51.50995860691982,310.27534700526206,500.8709363528266,883.8557750028759
square_2,savgol,savgol window=81 poly=3,591.5012722726105,51.507035279599044,311.23018224804366,500.3564270344418,884.0371027295653
square_2,kalman_1d,kalman Q=1e-02 R=1e-02,591.5310848242481,51.431942679101205,311.1361684332918,500.4578546473777,884.318183900491
square_2,kalman_1d,kalman Q=1e-04 R=1e-04,591.5333877775382,51.4319644217506,311.13135977466834,500.46356396450784,884.3216939198153
square_2,savgol,savgol window=41 poly=3,591.5554992865102,51.46571144324191,311.80261194113046,500.06831580139334,884.299853492945
square_2,kalman_1d,kalman Q=1e-04 R=1e-03,591.6293529518312,51.2858736165541,312.13323660834396,499.9678920150661,885.0940302318068
square_2,butterworth,butterworth cutoff=10Hz order=2,591.6501548111025,51.48237732154277,311.1699760297945,500.5723889018859,884.3587448147532
square_2,kalman_1d,kalman Q=1e-02 R=1e-03,591.6606558807656,51.471895173529845,310.9538342880753,500.72017002118764,884.39326983468
square_2,kalman_1d,kalman Q=1e-02 R=1e-04,591.6869197974466,51.47804343855406,310.9298032048841,500.76549360164637,884.4162557254442
square_2,raw,raw,591.690137544856,51.47878904953568,310.92692190220794,500.7710079290357,884.4191068803873
square_2,savgol,savgol window=7 poly=3,591.7060905920625,51.474536769415074,310.9539508339956,500.773511848266,884.4608292225297
square_2,moving_average,moving-average window=5,591.7285970890352,51.48922066518932,310.7520459559009,500.9239051018337,884.4434122585404
square_2,savgol,savgol window=11 poly=2,591.7292664146963,51.47792188224774,311.0561285502484,500.73708988019973,884.4983314977223
square_2,savgol,savgol window=7 poly=2,591.7524146747411,51.48316443108527,310.9891692041259,500.80549187411685,884.5179343402041
square_2,butterworth,butterworth cutoff=20Hz order=2,591.756665566057,51.47723916922835,311.03417887273383,500.7831713050435,884.5453089219787
square_2,savgol,savgol window=11 poly=3,591.7570501675069,51.48289530815401,310.95952501717073,500.8294038040645,884.5244412463168
square_2,butterworth,butterworth cutoff=20Hz order=4,591.7614088380044,51.47520822015411,311.0232124534798,500.795795952551,884.5585280451008
square_2,butterworth,butterworth cutoff=10Hz order=4,591.8092252571519,51.48559151003917,311.151097024878,500.77179212346476,884.6206798499529
square_2,savgol,savgol window=21 poly=3,591.8303869278567,51.48610463115169,310.87800161373104,500.96632225503924,884.6347392989945
square_2,kalman_1d,kalman Q=1e-04 R=1e-02,593.2002409968896,50.95849295074457,316.6088067985239,499.0477145249458,889.8043931284085
square_2,kalman_1d,kalman Q=1e-06 R=1e-04,593.2158348302606,50.95844924199475,316.6038440209127,499.06940308477704,889.8305060700774
square_2,kalman_1d,kalman Q=1e-06 R=1e-03,595.8279629166904,50.53456827219307,330.80645759446503,492.97495516181897,900.136867920561
square_2,wiener,wiener window=81,598.4589534528842,52.34053530002545,295.6511576927394,517.691008505432,895.328008717796
square_2,wiener,wiener window=11,601.220041712223,51.66984354665015,308.4821517180106,513.4535304151079,909.4853957466959
triangle_1,median,median size=11,790.9235363146206,98.0798212072178,776.8616758558926,111.47342981517673,1305.3738895467545
triangle_1,median,median size=3,797.903867690756,117.6067268816217,782.1768258413168,104.96977176721475,1322.7328294367776
triangle_1,moving_average,moving-average window=81,798.0811174772591,119.0423607767452,780.6663014857764,115.42318718077681,1324.5411056385383
triangle_1,median,median size=5,799.7537590192582,131.69577525783689,778.1935053544203,129.14010248126215,1320.4712532707695
triangle_1,wiener,wiener window=11,799.8178367799078,80.41467196770787,789.1011281947339,102.76897413818615,1324.9782277286113
triangle_1,moving_average,moving-average window=41,802.5777265155474,119.77783899923263,785.5923902797689,112.37825731901198,1333.1311911730286
triangle_1,median,median size=21,803.4687000658182,174.6054318521681,776.1608859576424,112.46854788171267,1338.327445425154
triangle_1,savgol,savgol window=81 poly=2,803.7943549292656,119.35607236320438,787.6365472457068,107.08950671772268,1336.402980837509
triangle_1,savgol,savgol window=21 poly=3,803.9814427469659,119.72941840340634,787.6618687092655,107.88793830499546,1336.6068066224896
triangle_1,moving_average,moving-average window=21,804.1468010523416,119.71214586590823,787.4942964665083,110.33500264019865,1336.3249505560527
triangle_1,moving_average,moving-average window=11,804.253685452285,119.73835928351063,787.7785540510764,109.04891405636049,1336.8100735418475
triangle_1,moving_average,moving-average window=5,804.3583305453408,119.46580310932956,788.0419070601774,108.21367068023008,1337.1619784912123
triangle_1,savgol,savgol window=11 poly=2,804.4361450244471,119.81344913455968,788.114766395667,107.87661385757701,1337.4133159602563
triangle_1,savgol,savgol window=7 poly=2,804.4371214558853,119.44297907407046,788.1796699774145,107.82052198183717,1337.3912038465435
triangle_1,butterworth,butterworth cutoff=10Hz order=4,804.4567741183884,119.86908531225349,788.1203703238845,107.92768732772255,1337.4429400869255
triangle_1,butterworth,butterworth cutoff=20Hz order=4,804.4742045466994,119.30815195781537,788.2442054665908,107.7746872219933,1337.4534700111878
triangle_1,butterworth,butterworth cutoff=20Hz order=2,804.4747960236629,119.37305815769068,788.2325703356298,107.792325726283,1337.4568278733946
triangle_1,raw,raw,804.4889360263505,119.34001634528033,788.2575410000076,107.7518340639234,1337.4879339620868
triangle_1,kalman_1d,kalman Q=1e-02 R=1e-04,804.4913818654131,119.33747496497772,788.2619638096222,107.7405539975696,1337.4974118674818
triangle_1,savgol,savgol window=11 poly=3,804.4917959956647,119.2071585085707,788.2820350446759,107.74106185882349,1337.4822527039926
triangle_1,kalman_1d,kalman Q=1e-02 R=1e-03,804.5113713178225,119.31634874809626,788.2982619262701,107.64759981127013,1337.5752608477442
triangle_1,savgol,savgol window=7 poly=3,804.5125708376762,119.2632111416599,788.2970536574592,107.72426977703701,1337.5281471939907
triangle_1,savgol,savgol window=41 poly=2,804.527979042469,119.22176191689519,788.3159327637812,107.7470681659617,1337.5487596398111
triangle_1,butterworth,butterworth cutoff=10Hz order=2,804.5387070299277,119.84532446357275,788.2039398027157,107.9545209478771,1337.5775170109405
triangle_1,kalman_1d,kalman Q=1e-04 R=1e-04,804.6148502650872,119.15128097157894,788.5101442414078,107.05037103314822,1338.0302787833066
triangle_1,kalman_1d,kalman Q=1e-02 R=1e-02,804.6164771877415,119.15782459064079,788.5103745732581,107.05361923437047,1338.0329954503343
triangle_1,kalman_1d,kalman Q=1e-04 R=1e-03,804.7767504490989,118.43136046036012,789.0845498320571,104.81032458331158,1339.3794146923408
triangle_1,savgol,savgol window=41 poly=3,804.8161600512526,119.74324566709979,788.4921387061306,108.03126304632458,1338.0333950293386
triangle_1,butterworth,butterworth cutoff=5Hz order=4,805.1737077121214,120.2396507484268,788.7507814743122,108.25585758952165,1338.656658234505
triangle_1,butterworth,butterworth cutoff=5Hz order=2,805.2288900550441,120.23797460693561,788.8094665646267,108.24056679327319,1338.7567402280106
triangle_1,savgol,savgol window=21 poly=2,805.2817851780367,119.23077213736713,789.0830559546889,107.75299216384947,1338.8639126662504
triangle_1,savgol,savgol window=81 poly=3,805.2923713938824,119.61650141812693,788.9534437097799,108.35201738845979,1338.7993949029071
triangle_1,kalman_1d,kalman Q=1e-06 R=1e-04,805.6956858952472,117.2514969656081,790.9322025069874,99.1154668403607,1344.361480382433
triangle_1,kalman_1d,kalman Q=1e-04 R=1e-02,805.7022299907887,117.26560430488831,790.9362691375447,99.11952190119058,1344.3730756390162
triangle_1,butterworth,butterworth cutoff=1Hz order=2,805.7716720003958,122.64911914554006,789.0648945979215,107.7115271654225,1340.0707937092986
triangle_1,butterworth,butterworth cutoff=1Hz order=4,805.7757734891275,122.19794736854885,789.1908745003269,107.33136729923903,1340.116568016299
triangle_1,wiener,wiener window=5,805.8118023828168,123.79497033586802,788.7577143485088,108.94372049228708,1340.375891332055
triangle_1,butterworth,butterworth cutoff=2Hz order=2,806.4453603239788,121.12097775335727,789.8790412257516,108.51234108814647,1340.9077033031688
triangle_1,butterworth,butterworth cutoff=2Hz order=4,807.3344268985069,121.12246444068583,790.7730755002153,108.6101676975329,1342.4407929458246
triangle_1,wiener,wiener window=21,807.5845699397225,134.60407045525113,787.6790950101504,116.77424846940671,1344.9199668193326
triangle_1,wiener,wiener window=41,808.2685962604254,111.57677842159133,791.8363641374931,117.66018293107027,1342.4960997960611
triangle_1,wiener,wiener window=81,815.938348170107,159.67344864645793,781.8362634309375,170.26988869515276,1364.1696968194674
triangle_1,kalman_1d,kalman Q=1e-06 R=1e-03,816.6675838859502,117.28472854082217,803.1125077134302,90.55680524105662,1373.3327345201237
triangle_1,median,median size=41,819.3747055294646,214.477882163079,782.24093854354,116.07437353205539,1369.5891991182668
triangle_1,kalman_1d,kalman Q=1e-06 R=1e-02,862.7756501148118,125.04684803650417,847.314208442555,103.94104289710485,1481.5537921897005
triangle_2,wiener,wiener window=81,587.9917100996706,40.8717803816941,388.31666646963,439.6292929915837,815.508088052502
triangle_2,kalman_1d,kalman Q=1e-06 R=1e-02,640.4908964595113,42.46585781444341,435.0010129205376,468.1873109405019,986.1881371823301
triangle_2,wiener,wiener window=11,642.5938675771314,38.89578358296065,395.8169796326356,504.72063094518063,946.7479948223546
triangle_2,kalman_1d,kalman Q=1e-06 R=1e-03,644.4877313112125,37.14439074298475,406.33198103538024,498.8777918838134,967.5906916901525
triangle_2,wiener,wiener window=41,649.9596873001813,36.21375565173115,394.3214879087663,515.4092773615575,962.0757157668997
triangle_2,kalman_1d,kalman Q=1e-06 R=1e-04,650.0774887032687,37.34794957936925,399.44019573441955,511.52067603628103,968.5558489802963
triangle_2,kalman_1d,kalman Q=1e-04 R=1e-02,650.0834697034225,37.347402296612934,399.4450165178794,511.5245525899675,968.5657984144448
triangle_2,savgol,savgol window=81 poly=3,650.6454125355289,37.772070321381086,395.93601936861353,514.924647034595,965.9575205221665
triangle_2,wiener,wiener window=5,650.7577363799825,37.409224327191374,395.8112615519205,515.188923233326,964.8603903593178
triangle_2,kalman_1d,kalman Q=1e-04 R=1e-03,651.4451477716605,37.63489020610012,397.5615400838869,514.6933236797844,968.3537185629757
triangle_2,savgol,savgol window=41 poly=2,651.767424150481,37.77175578088406,396.5125347537595,515.8990981113758,967.8862764571593
triangle_2,kalman_1d,kalman Q=1e-04 R=1e-04,651.8651065226024,37.75156121567234,396.83980918452653,515.7723359912702,968.3060482935327
triangle_2,kalman_1d,kalman Q=1e-02 R=1e-02,651.8685342268167,37.751538930416146,396.84061066740463,515.7760530971995,968.3117449310944
triangle_2,savgol,savgol window=21 poly=2,651.9354131168133,37.7705777660855,396.4914334563085,516.127609731128,968.1514630982632
triangle_2,kalman_1d,kalman Q=1e-02 R=1e-03,652.013678075168,37.78485195008079,396.62028544391984,516.1264288278626,968.3626432277833
triangle_2,moving_average,moving-average window=21,652.0310115184155,37.768450121829204,395.6631644147194,516.8835889080381,968.1567645814705
triangle_2,kalman_1d,kalman Q=1e-02 R=1e-04,652.0378878440579,37.79025066008658,396.5835327699685,516.1848561076541,968.3731790829354
triangle_2,raw,raw,652.0408309600496,37.79090682930205,396.5790580638149,516.1919636194546,968.374469595071
triangle_2,moving_average,moving-average window=11,652.0441353870118,37.79204061317466,396.05136026627883,516.6010416076589,968.2876225644363
triangle_2,savgol,savgol window=7 poly=3,652.059473153626,37.793013846884634,396.5990084064157,516.2000301867498,968.4118317501667
triangle_2,savgol,savgol window=11 poly=3,652.0622531817845,37.781348343528514,396.5906999769246,516.210779075431,968.395405373829
triangle_2,savgol,savgol window=11 poly=2,652.0740278492265,37.80591884261599,396.48191715151285,516.3074081086191,968.4348768714938
triangle_2,butterworth,butterworth cutoff=2Hz order=4,652.0834803354322,37.71941544813661,397.056487740841,515.8839564936364,968.3655195049806
triangle_2,moving_average,moving-average window=5,652.0891825779321,37.793173125110634,396.3800475000477,516.405689399479,968.4214580635404
triangle_2,savgol,savgol window=7 poly=2,652.1272575305975,37.78858662371667,396.5827643949375,516.2984541137323,968.5123215268152
triangle_2,butterworth,butterworth cutoff=20Hz order=2,652.1331645241354,37.79211908090759,396.58982408029544,516.3002338209793,968.5289821892019
triangle_2,butterworth,butterworth cutoff=10Hz order=4,652.151986173019,37.79630545090693,396.44783995986324,516.4327280051431,968.5410449465745
triangle_2,butterworth,butterworth cutoff=20Hz order=4,652.1557776149222,37.792896614747015,396.61750547775597,516.3074758228792,968.5720815959953
triangle_2,butterworth,butterworth cutoff=10Hz order=2,652.1788369482177,37.79438273414834,396.5651388840713,516.37671386182,968.6027326227762
triangle_2,savgol,savgol window=21 poly=3,652.2129205197083,37.81058162421737,396.74447360173775,516.2808114549347,968.7154767580661
triangle_2,butterworth,butterworth cutoff=5Hz order=4,652.2217858842414,37.785442928803285,396.8927634605279,516.1798645795561,968.7166472878605
triangle_2,savgol,savgol window=41 poly=3,652.2239319719635,37.8017480693506,396.70915160235944,516.3225099826716,968.7124711397943
triangle_2,butterworth,butterworth cutoff=5Hz order=2,652.2710531319096,37.782513146969805,396.8986190406105,516.2378276122022,968.7929764410875
triangle_2,moving_average,moving-average window=41,652.377158585716,37.735597055461106,394.74839339652203,518.0209336215139,968.4927910233013
triangle_2,butterworth,butterworth cutoff=2Hz order=2,652.5235556605069,37.715710330078416,397.73012605598825,515.9217602637206,969.189498325293
triangle_2,moving_average,moving-average window=81,653.7490155653713,37.6970013423207,392.75958067634923,521.2548543941127,970.227517170729
triangle_2,savgol,savgol window=81 poly=2,653.9637693038311,37.79165436974193,397.72057176611514,517.7439031182374,971.7057269446067
triangle_2,butterworth,butterworth cutoff=1Hz order=2,654.2458773260939,37.73253784260872,399.2856830780348,516.8992811709585,971.9913248173607
triangle_2,butterworth,butterworth cutoff=1Hz order=4,655.0833092234643,37.70470760312444,400.22505780025017,517.2353431045816,973.6469129501108
triangle_2,median,median size=3,656.7884518907751,44.28792843251673,403.0338917856028,516.6946216135682,982.7471885590745
triangle_2,wiener,wiener window=21,665.4024263357236,59.67223551367512,404.76888521397825,524.7492380603347,1003.2771916700353
triangle_2,median,median size=5,679.5552355948751,66.63039214621233,403.3641625066681,542.8195477984764,1040.2063016220936
triangle_2,median,median size=41,704.4565655607979,314.95525461640807,431.8904346216581,458.8386348527592,1188.955536470346
triangle_2,median,median size=11,778.225756817037,308.33553690702684,459.9075737238855,546.8542300148316,1330.015063485801
triangle_2,median,median size=21,788.1154538128617,342.5544956987602,442.7445560701967,554.7608891093763,1375.640384727799
cross_1,wiener,wiener window=21,245.7108749109567,149.10122107917707,8.599482036991015,195.1120417373096,172.55112875854803
cross_1,wiener,wiener window=41,291.88663579312976,175.6240557791942,13.95188114618601,232.72160234662434,291.6835964534648
cross_1,wiener,wiener window=81,297.75613192188285,166.30412901595054,13.701060258658206,246.60480878749385,321.12342731411263
cross_1,moving_average,moving-average window=81,307.0104354625633,148.56926707546216,7.367394383681535,268.5671272951476,304.1601221514822
cross_1,moving_average,moving-average window=41,310.17539265868754,147.12267834979951,7.2594602065416405,272.9670162559244,309.7920229911666
cross_1,moving_average,moving-average window=21,311.7719522619157,146.85356799013573,7.202389252488297,274.9252723465568,312.6727131554621
cross_1,wiener,wiener window=11,311.9158215509878,153.3322086933332,9.083277282364524,271.4741379668852,313.11715751357997
cross_1,wiener,wiener window=5,312.60479683176203,145.602741174344,7.1724099879978365,276.5323802011407,310.1221568255428
cross_1,moving_average,moving-average window=11,312.85473106607094,147.1574685794348,7.134536874142798,275.99250094034755,314.67741042731893
cross_1,butterworth,butterworth cutoff=5Hz order=4,313.88214694957867,146.02647107120424,7.276318043820765,277.7504763558342,316.37467609813274
cross_1,moving_average,moving-average window=5,313.9869812878935,147.4814138436243,7.0761795024323195,277.10464570739157,316.8094540707331
cross_1,butterworth,butterworth cutoff=5Hz order=2,314.1028701890938,146.13243524105124,7.2784297541125005,277.9441470725028,316.7721417818657
cross_1,savgol,savgol window=81 poly=3,314.12904345755265,146.6469391326192,7.074966378103758,277.70789696611007,317.03420722231704
cross_1,butterworth,butterworth cutoff=10Hz order=4,314.2471495390934,147.35983932467468,7.088169130328091,277.46370322265807,317.2374066834879
cross_1,butterworth,butterworth cutoff=10Hz order=2,314.26775917387727,147.19025042736854,7.095401195941324,277.57685407318695,317.2549543338388
cross_1,savgol,savgol window=11 poly=2,314.27909871619096,147.3166379390389,7.105870490114106,277.52237149602405,317.2636624890123
cross_1,savgol,savgol window=21 poly=3,314.301743896506,147.5524952038505,7.075855441065785,277.42346628445057,317.3762266238789
cross_1,savgol,savgol window=7 poly=2,314.5464178069245,147.59057142713615,7.074254851508651,277.6804406134427,317.8693617636451
cross_1,savgol,savgol window=41 poly=3,314.5536142595024,147.74135671917122,7.143409782412534,277.606627181656,317.7247293962735
cross_1,butterworth,butterworth cutoff=20Hz order=2,314.6335024550326,147.50637854310247,7.072241672613162,277.8238516649428,317.9955381469586
cross_1,raw,raw,314.6513755129646,147.54902947863587,7.0722750503774225,277.82144434460974,318.0361890547274
cross_1,kalman_1d,kalman Q=1e-02 R=1e-04,314.66748470871187,147.55033119547014,7.072256695657491,277.8389981306534,318.06701145584145
cross_1,butterworth,butterworth cutoff=20Hz order=4,314.6927274859436,147.53208514926874,7.072214223015941,277.8772757352336,318.10646509467284
cross_1,savgol,savgol window=21 poly=2,314.69607910895286,146.96285698709323,7.081822236674658,278.18229394867603,318.0409063262521
cross_1,savgol,savgol window=7 poly=3,314.7418235478823,147.52150173795624,7.07243639546517,277.9384871849462,318.18486372801834
cross_1,savgol,savgol window=11 poly=3,314.7724744722729,147.6625618387675,7.085098610770618,277.89796669692544,318.3117113139003
cross_1,kalman_1d,kalman Q=1e-02 R=1e-03,314.8004034846774,147.5610216543473,7.072319220274746,277.9838506519533,318.3213264950265
cross_1,savgol,savgol window=41 poly=2,314.8116053973437,146.69953526033285,7.102866601921913,278.4513288409493,318.3833386200638
cross_1,butterworth,butterworth cutoff=2Hz order=4,315.57636491744626,144.37560158396073,7.569294030693407,280.5117351371517,319.24997412245347
cross_1,savgol,savgol window=81 poly=2,315.6356011011882,147.99413523967908,7.073516376339205,278.6997200989653,319.78662667447566
cross_1,kalman_1d,kalman Q=1e-02 R=1e-02,315.65750916537047,147.6342111031073,7.082325577097377,278.915118752765,319.9624143682616
cross_1,kalman_1d,kalman Q=1e-04 R=1e-04,315.66022562545015,147.64159071602612,7.082905600110136,278.91427209989,319.96882409400763
cross_1,butterworth,butterworth cutoff=2Hz order=2,316.308016688007,144.29434981003743,7.534423178259628,281.3772103447079,320.57696129111986
cross_1,median,median size=3,317.33252850958246,155.47379931919278,9.572458158441215,276.47097392013006,335.0309995217338
cross_1,kalman_1d,kalman Q=1e-04 R=1e-03,318.84831450020783,148.17103888479122,7.334639516173423,282.2335804942299,326.1339047360339
cross_1,butterworth,butterworth cutoff=1Hz order=4,320.1610859535388,143.14448855783496,7.756005252182573,286.2736815304425,327.45057236609193
cross_1,butterworth,butterworth cutoff=1Hz order=2,321.5275316726353,143.17633674918073,7.63458771299835,287.78846969438376,329.93343549060387
cross_1,kalman_1d,kalman Q=1e-06 R=1e-04,326.2897727827555,149.29351884351317,8.829047607151118,289.9974292511822,340.6820488851452
cross_1,kalman_1d,kalman Q=1e-04 R=1e-02,326.2922092502516,149.27459409795054,8.81643223673415,290.0102961912165,340.6830708112943
cross_1,kalman_1d,kalman Q=1e-06 R=1e-03,343.68797649681227,146.8260591803693,11.921455284735062,310.51797442004886,374.7087207880626
cross_1,kalman_1d,kalman Q=1e-06 R=1e-02,414.87206626880237,136.1759193484059,17.586267410640186,391.49160087838845,509.4019260016163
cross_1,median,median size=5,421.1670900319701,163.0906007751144,23.29625317853365,387.6086405804848,567.8857669492809
cross_1,median,median size=11,626.1842616100158,94.51277660147241,37.559946758044106,617.8699822346882,1084.3015120705081
cross_1,median,median size=21,752.6098117487032,120.39724219835755,26.434773715322127,742.4467897095847,1392.25417967689
cross_1,median,median size=41,978.6698184899564,97.72012891743061,37.84545754974907,973.0432217380556,1864.8766713680611
cross_2,wiener,wiener window=81,482.40264247857164,60.82242546277746,467.0364461660437,104.35468357350159,811.6399989565481
cross_2,wiener,wiener window=41,500.29694230737056,60.665389728235816,471.3432590895306,156.37222605720427,856.104242978435
cross_2,wiener,wiener window=11,500.8609642580859,64.12719877296388,474.39231630812037,147.313740441578,854.551072337017
cross_2,kalman_1d,kalman Q=1e-06 R=1e-02,502.23793941521853,72.44797148106046,488.81895672957273,89.72327879729077,867.5513704292403
cross_2,kalman_1d,kalman Q=1e-06 R=1e-03,504.20620311689737,72.83108122920505,477.38341086188825,144.99864793304985,869.0755593057019
cross_2,kalman_1d,kalman Q=1e-06 R=1e-04,508.91511192154735,77.05468324856223,474.83379146665317,166.10249068869422,876.5672013398705
cross_2,kalman_1d,kalman Q=1e-04 R=1e-02,508.91706274521056,77.05760718129585,474.84062407167886,166.08757828303774,876.5689208658109
cross_2,wiener,wiener window=5,510.60665831151664,83.61831214646224,475.08751880272376,167.3887297989393,878.1090166711515
cross_2,savgol,savgol window=21 poly=3,510.6644474012091,78.86606258718946,474.39750812352247,171.77114512562403,878.7198492314053
cross_2,butterworth,butterworth cutoff=10Hz order=4,510.7069539270905,79.0680374792757,474.69199914130394,170.98931016263998,878.7110932806645
cross_2,butterworth,butterworth cutoff=10Hz order=2,510.80600091362584,79.05578905853203,474.80565209571574,170.975277521828,878.8788421673573
cross_2,savgol,savgol window=41 poly=2,510.89926135070397,79.43366053963653,474.50174993347133,171.91985962081898,879.1906756204736
cross_2,savgol,savgol window=7 poly=2,510.9021339471702,79.11447840513873,474.7523401346881,171.38292013818784,879.1004330628216
cross_2,savgol,savgol window=11 poly=2,510.92034686357624,79.0168887677698,474.78495671253836,171.39188139504154,879.1248102678035
cross_2,savgol,savgol window=81 poly=3,510.9850715528026,78.85385986689198,475.4019549069154,169.94350062476187,879.0304146990904
cross_2,moving_average,moving-average window=5,511.03747538928803,79.12769166076038,474.7811290945972,171.70028864377662,879.3744141424041
cross_2,butterworth,butterworth cutoff=20Hz order=2,511.06142326028316,79.09770358627433,474.88008181606915,171.51163087839728,879.3894583293245
cross_2,butterworth,butterworth cutoff=5Hz order=4,511.063029966233,78.9861356272396,475.3663972454514,170.21574353396852,879.2201157433451
cross_2,butterworth,butterworth cutoff=20Hz order=4,511.09426662808823,79.1029125603951,474.8933065346526,171.57046952535356,879.4538223543077
cross_2,savgol,savgol window=11 poly=3,511.13284328236375,79.13651515883942,474.9154982636989,171.6084641250857,879.5278001772975
cross_2,butterworth,butterworth cutoff=5Hz order=2,511.1341885028443,79.07392056573268,475.3592423304672,170.40852230399003,879.374336600152
cross_2,moving_average,moving-average window=11,511.14548907589176,79.20834132038581,474.7768579874405,171.99617666529537,879.6042808752263
cross_2,kalman_1d,kalman Q=1e-04 R=1e-03,511.15474026606967,78.70150369813938,475.18700246162814,171.12146125970702,879.9655131700246
cross_2,raw,raw,511.161231941009,79.08946576804004,474.9162622412588,171.7125659431134,879.5858217883789
cross_2,kalman_1d,kalman Q=1e-02 R=1e-04,511.1629581372249,79.08825068935674,474.9185074038176,171.71205461418765,879.5904586070003
cross_2,kalman_1d,kalman Q=1e-02 R=1e-03,511.17718518281066,79.07821703729572,474.93704975496877,171.7077430160626,879.6286768939669
cross_2,kalman_1d,kalman Q=1e-02 R=1e-02,511.26134705111946,79.01252765175984,475.052481618506,171.66923186961665,879.8604955795092
