frame,time_s,timestamp,x_mm,y_mm,z_mm,roll_deg,pitch_deg,yaw_deg,matches,inliers,pnp_inlier_ratio,new_features,nearby_associations,new_landmarks,landmarks,keyframe_added,keyframes,tracked
25,0.8333333333333334,1784217385.9953332,4.366443285017457,-1.9569860972611082,2.109030794235437,-0.925799818856382,-1.4357669721437654,-0.34414204213826105,69,32,0.463768115942029,34,0,0,969,0,2,1
26,0.8666666666666667,1784217386.0286665,-1.1663829248901987,0.5790970332116387,-0.7759178581159745,2.328869750373829,0.4427964988703559,-0.710494075254057,81,33,0.4074074074074074,45,0,0,969,0,2,1
27,0.9,1784217386.062,6.569920090673136,-1.8546677262414448,3.057319129599108,-1.0710100471449868,-1.7063143220034276,-0.24316637816693373,86,41,0.47674418604651164,38,0,0,969,0,2,1
28,0.9333333333333333,1784217386.0953333,-0.9468604435919517,3.645940389724089,-4.108044316747794,2.5720284406333844,2.5304900066337455,-1.221680208451281,83,31,0.37349397590361444,55,0,0,969,0,2,1
29,0.9666666666666667,1784217386.1286666,6.563006261460217,-2.6035154229350326,4.057979463166745,0.2950872975736469,-2.214525440318656,-0.04395479345721851,75,40,0.5333333333333333,39,0,0,969,0,2,1
30,1.0,1784217386.162,9.096892808307828,1.616691487607497,-0.42829003112278485,-0.8493239735236765,0.35260211760335,-0.24471607420303693,88,42,0.4772727272727273,46,0,0,969,0,2,1
31,1.0333333333333334,1784217386.1953332,9.378962593238299,0.5157783673094656,0.05312137311325671,-0.85764113672226,-0.18688083050074383,-0.6660093461650701,78,42,0.5384615384615384,29,0,0,969,0,2,1
32,1.0666666666666667,1784217386.2286665,8.333863692853003,0.9924060896804008,1.662810107277238,0.779353351240065,-0.4188525814985625,-0.12812060582277054,77,42,0.5454545454545454,32,0,0,969,0,2,1
33,1.1,1784217386.2619998,4.114431160300503,2.154068572374385,-1.609046814914663,2.3115275485967133,1.119882159935488,-1.9893228202905542,68,33,0.4852941176470588,59,0,0,969,0,2,1
34,1.1333333333333333,1784217386.2953334,10.190357186212413,0.7709126627578939,0.40074740404126885,0.6318684949306899,-0.18766340146314506,-0.4153237895078962,71,42,0.5915492957746479,39,0,0,969,0,2,1
35,1.1666666666666667,1784217386.3286667,12.484108175053002,-1.6592664992745796,3.8280532299177708,-0.015149624555467584,-2.07248052790378,-0.5593392592429888,74,41,0.5540540540540541,27,0,0,969,0,2,1
36,1.2,1784217386.362,12.922454878159142,-1.2501851392438397,4.688349192047298,0.7043433551255526,-2.123577880639618,-0.03757921289974651,73,40,0.547945205479452,40,0,0,969,0,2,1
37,1.2333333333333334,1784217386.3953333,13.52809987135384,0.5767817935659565,1.1031068743091197,0.7855281074490883,-0.561494695834649,-0.15484992702372005,75,37,0.49333333333333335,34,0,0,969,0,2,1
38,1.2666666666666666,1784217386.4286666,13.599290686086501,1.3128591211192884,0.25841066189006767,1.1098987616284166,-0.07843726810961289,-0.2916455473124103,68,34,0.5,50,0,0,969,0,2,1
39,1.3,1784217386.462,17.8523466855415,-0.6265735839562865,2.670973483285877,-0.6702445538199089,-1.6432261424862749,-0.29973631810288714,75,41,0.5466666666666666,48,0,0,969,0,2,1
40,1.3333333333333333,1784217386.4953332,14.544884002369566,2.0853434227781094,0.183516424960402,1.3226633617039851,0.16729646421403904,-0.730242968896171,64,46,0.71875,50,0,0,969,0,2,1
41,1.3666666666666667,1784217386.5286665,16.963859627208237,1.1913444835321343,-0.4315932203362536,0.6103841694899189,-0.07099557426312816,-0.7402433688474533,68,34,0.5,42,0,0,969,0,2,1
42,1.4,1784217386.562,20.451002170732398,-0.1404455254692465,1.8501175349836956,-0.6931991550154473,-1.375658528887896,-0.6630460120738776,66,44,0.6666666666666666,46,0,0,969,0,2,1
43,1.4333333333333333,1784217386.5953333,17.21735407765934,-0.6623823285125354,2.7654676608466247,1.6602348828705225,-1.5588915970513164,-0.7665465178606969,73,47,0.6438356164383562,42,0,0,969,0,2,1
44,1.4666666666666666,1784217386.6286666,22.363506334533984,0.39580626305959754,0.9280625254884285,-0.5153112202726778,-0.9858139791839207,-0.5175846266444724,61,35,0.5737704918032787,41,0,0,969,0,2,1
45,1.5,1784217386.662,19.62417145005787,0.13364965843481968,1.2477394699572102,1.2266856573652438,-0.936434797944977,-0.901027414533219,71,36,0.5070422535211268,48,0,0,969,0,2,1
46,1.5333333333333334,1784217386.6953332,20.021904659661086,0.23790964530655856,1.89213637381188,1.1609975046201906,-1.2658481802422803,-1.5888376370356876,61,34,0.5573770491803278,38,0,0,969,0,2,1
47,1.5666666666666667,1784217386.7286665,20.453060122537607,1.2058475137235263,1.0611075880187002,2.0855234255257917,-0.46794093523676666,-0.6474011437711585,76,31,0.40789473684210525,43,0,0,969,0,2,1
48,1.6,1784217386.7619998,24.06700960928721,1.0773702754910488,0.48841187779434847,0.20779144666338567,-0.714582917704444,-1.1900374406851661,72,39,0.5416666666666666,48,0,0,969,0,2,1
49,1.6333333333333333,1784217386.7953334,28.674835293176123,0.922940977406256,3.0123078793262295,-0.6120673323977033,-1.5267669113255085,0.2248722939864033,68,33,0.4852941176470588,55,0,0,969,0,2,1
50,1.6666666666666667,1784217386.8286667,26.147460292929438,1.5500426194000028,1.5272217073628838,0.7210697324602432,-0.7729855717279215,-0.5301730350260774,61,31,0.5081967213114754,45,0,0,969,0,2,1
51,1.7,1784217386.862,27.277572308274472,2.4691438370901295,0.10894136991935,0.5175032675103164,-0.16633980774106294,-0.5901270089114685,62,37,0.5967741935483871,56,0,0,969,0,2,1
52,1.7333333333333334,1784217386.8953333,28.7017758175606,2.380932423513684,0.5415133607297662,0.4108610425202074,-0.3829845092745065,-0.5538859411375131,73,32,0.4383561643835616,43,0,0,969,0,2,1
53,1.7666666666666666,1784217386.9286666,28.04948829886831,2.1154161213519416,1.3423687731665837,1.1794720098529734,-0.5976800993499436,-0.7012854487889202,69,44,0.6376811594202898,41,0,0,969,0,2,1
54,1.8,1784217386.962,29.71267766730137,2.3432855691955297,3.9831718787632155,0.8928724414497577,-1.3489132067126652,-0.9185164978668536,72,24,0.3333333333333333,52,0,0,969,0,2,1
55,1.8333333333333333,1784217386.9953332,29.224769318047535,2.95516010312312,-0.20974707497744305,1.4925572085245329,0.11500719013785404,-0.8140511773472398,65,30,0.46153846153846156,41,0,0,969,0,2,1
56,1.8666666666666667,1784217387.0286665,29.148418234333278,4.129580469651572,1.7499104661358444,2.317816921605895,0.04317075802559233,-0.7982363317100268,67,26,0.3880597014925373,47,0,0,969,0,2,1
57,1.9,1784217387.062,33.36945099023484,1.7502181472082015,1.5167140165160617,0.5950612313248449,-1.0528746033298764,-0.6176314062847247,74,34,0.4594594594594595,56,0,0,969,0,2,1
58,1.9333333333333333,1784217387.0953333,34.194223260337935,3.5990439791859075,-0.25397591574753164,0.1874403440796837,-0.04663647416699286,-1.1113723425775575,58,38,0.6551724137931034,48,0,0,969,0,2,1
59,1.9666666666666666,1784217387.1286666,33.47414706155868,3.6892304902160618,1.9726437123672298,1.546734421091958,-0.43167679849162116,-0.9512172200418054,67,35,0.5223880597014925,41,0,0,969,0,2,1
60,2.0,1784217387.162,32.95890020240627,3.5422036269741,0.770061505460788,2.068824255475179,-0.06438587114197528,-1.0900422608647227,67,37,0.5522388059701493,63,0,0,969,0,2,1
61,2.033333333333333,1784217387.1953332,34.74270881311136,3.332326242453405,1.6227480970285058,1.8870076533479885,-0.42695176094383086,-0.8743709285986222,67,43,0.6417910447761194,49,0,0,969,0,2,1
62,2.066666666666667,1784217387.2286665,36.744136653738025,3.4678115500384905,1.0515215756587537,1.5655253924978676,-0.24315098952504852,-0.5401692624212835,61,32,0.5245901639344263,43,0,0,969,0,2,1
63,2.1,1784217387.2619998,37.995294467224014,4.172986552062483,-1.1573093582689324,1.00599693892694,0.45037944396986973,-0.9165810881395103,57,26,0.45614035087719296,48,0,0,969,0,2,1
64,2.1333333333333333,1784217387.2953334,35.17594702808932,2.9161233607872674,2.1611689727240986,2.884624256847972,-0.6686630742395938,-1.4881957915933575,61,32,0.5245901639344263,48,0,0,969,0,2,1
65,2.1666666666666665,1784217387.3286667,41.173445974701195,1.2199647639611726,2.8886573644329587,0.5842792859788069,-2.0378647028440646,-0.9852715517262908,65,25,0.38461538461538464,44,0,0,969,0,2,1
66,2.2,1784217387.362,37.59673015203815,1.2269613773590464,4.118562629089453,2.807513674818733,-1.9667330254556457,-1.5066371600374222,62,23,0.3709677419354839,58,0,0,969,0,2,1
67,2.2333333333333334,1784217387.3953333,42.3643920359401,2.6128954746713475,3.0255557296103603,1.338914877985717,-1.3986505570766152,-0.7258874386631817,60,29,0.48333333333333334,51,0,0,969,0,2,1
68,2.2666666666666666,1784217387.4286666,46.34170789475501,-0.3472330511095265,4.109771838368616,0.18368004515394448,-2.9658719043204615,-0.03317548688939917,63,24,0.38095238095238093,50,0,0,969,0,2,1
69,2.3,1784217387.462,38.321491824175055,4.345271281093147,4.3120894181549545,3.684696836289705,-0.8705529643919934,-2.0790481558606393,61,25,0.4098360655737705,52,0,0,969,0,2,1
70,2.3333333333333335,1784217387.4953332,48.31407668735622,3.634171537468987,3.191000407301104,-0.10335557738274812,-1.440439022023667,-0.6333902819545352,55,29,0.5272727272727272,57,0,0,969,0,2,1
71,2.3666666666666667,1784217387.5286665,46.5994337682673,4.712950107039958,0.7380024281652595,0.8841286526903815,-0.20143881124652524,-0.8404329587914197,53,35,0.660377358490566,47,0,0,969,0,2,1
72,2.4,1784217387.562,44.61868816740018,5.484263110908145,1.9076341757487967,2.101912946886552,-0.15628369965385144,-1.5833966585886992,48,36,0.75,69,0,0,969,0,2,1
73,2.433333333333333,1784217387.5953333,47.58514085032496,3.8473888055804792,2.2530015934342202,1.8297039638262766,-0.7887561666407162,-0.5573994577974635,56,28,0.5,47,0,0,969,0,2,1
74,2.466666666666667,1784217387.6286666,46.189962731473585,7.476891252743755,0.23564100303831026,2.0664193284163352,0.8753077653149289,-1.7680189914533337,41,32,0.7804878048780488,71,0,0,969,0,2,1
75,2.5,1784217387.662,47.788740134217434,2.9247289540411714,3.5329989083977296,1.8353621378125096,-1.8264258074568944,-1.9624692611060224,53,28,0.5283018867924528,62,0,0,969,0,2,1
76,2.533333333333333,1784217387.6953332,46.630556156346245,7.709268799275449,6.923688502479763,3.3984690799400865,-0.6960725281658591,-2.09542472460329,50,36,0.72,58,0,0,969,0,2,1
77,2.566666666666667,1784217387.7286665,nan,nan,nan,nan,nan,nan,52,16,0.3076923076923077,53,0,0,969,0,2,0
78,2.6,1784217387.7619998,52.52547963164078,6.411887515344176,2.721787994687972,0.9441219767953418,-0.6821216937620378,-2.0304522731830263,49,31,0.6326530612244898,63,0,0,969,0,2,1
79,2.6333333333333333,1784217387.7953334,51.7082968707801,8.030135029950884,-0.34721511065097843,1.7292399099489604,0.9773411753343846,-1.736284924313218,52,22,0.4230769230769231,65,0,0,969,0,2,1
80,2.6666666666666665,1784217387.8286667,nan,nan,nan,nan,nan,nan,52,12,0.23076923076923078,71,0,0,969,0,2,0
81,2.7,1784217387.862,55.51726517684807,5.831733441802115,1.8988264473716185,1.2744976539475372,-0.530052132720254,-1.3637709078041114,43,20,0.46511627906976744,56,0,0,969,0,2,1
82,2.7333333333333334,1784217387.8953333,nan,nan,nan,nan,nan,nan,49,19,0.3877551020408163,70,0,0,969,0,2,0
83,2.7666666666666666,1784217387.9286666,nan,nan,nan,nan,nan,nan,41,17,0.4146341463414634,60,0,0,969,0,2,0
84,2.8,1784217387.962,61.573002423411296,4.602936390328367,3.3799420124847046,-0.5330680137639494,-2.2500763044178047,-1.8952380846772632,42,23,0.5476190476190477,82,0,0,969,0,2,1
85,2.8333333333333335,1784217387.9953332,nan,nan,nan,nan,nan,nan,29,0,nan,69,0,0,969,0,2,0
86,2.8666666666666667,1784217388.0286665,nan,nan,nan,nan,nan,nan,36,10,0.2777777777777778,77,0,0,969,0,2,0
87,2.9,1784217388.062,nan,nan,nan,nan,nan,nan,45,5,0.1111111111111111,75,0,0,969,0,2,0
88,2.933333333333333,1784217388.0953333,nan,nan,nan,nan,nan,nan,38,12,0.3157894736842105,65,0,0,969,0,2,0
89,2.966666666666667,1784217388.1286666,nan,nan,nan,nan,nan,nan,30,0,0.0,59,0,0,969,0,2,0
90,3.0,1784217388.162,nan,nan,nan,nan,nan,nan,35,0,0.0,52,0,0,969,0,2,0
91,3.033333333333333,1784217388.1953332,nan,nan,nan,nan,nan,nan,19,0,nan,68,0,0,969,0,2,0
92,3.066666666666667,1784217388.2286665,nan,nan,nan,nan,nan,nan,30,0,0.0,71,0,0,969,0,2,0
93,3.1,1784217388.2619998,nan,nan,nan,nan,nan,nan,32,0,0.0,50,0,0,969,0,2,0
94,3.1333333333333333,1784217388.2953334,nan,nan,nan,nan,nan,nan,28,0,nan,61,0,0,969,0,2,0
95,3.1666666666666665,1784217388.3286667,nan,nan,nan,nan,nan,nan,30,0,0.0,54,0,0,969,0,2,0
96,3.2,1784217388.362,nan,nan,nan,nan,nan,nan,13,0,nan,54,0,0,969,0,2,0
97,3.2333333333333334,1784217388.3953333,nan,nan,nan,nan,nan,nan,26,0,nan,57,0,0,969,0,2,0
98,3.2666666666666666,1784217388.4286666,nan,nan,nan,nan,nan,nan,26,0,nan,46,0,0,969,0,2,0
99,3.3,1784217388.462,nan,nan,nan,nan,nan,nan,35,0,0.0,35,0,0,969,0,2,0
100,3.3333333333333335,1784217388.4953332,nan,nan,nan,nan,nan,nan,26,0,nan,51,0,0,969,0,2,0
101,3.3666666666666667,1784217388.5286665,nan,nan,nan,nan,nan,nan,51,9,0.17647058823529413,515,0,0,969,0,2,0
102,3.4,1784217388.562,nan,nan,nan,nan,nan,nan,38,0,0.0,68,0,0,969,0,2,0
103,3.433333333333333,1784217388.5953333,nan,nan,nan,nan,nan,nan,26,0,nan,63,0,0,969,0,2,0
104,3.466666666666667,1784217388.6286666,nan,nan,nan,nan,nan,nan,18,0,nan,67,0,0,969,0,2,0
105,3.5,1784217388.662,nan,nan,nan,nan,nan,nan,24,0,nan,67,0,0,969,0,2,0
106,3.533333333333333,1784217388.6953332,nan,nan,nan,nan,nan,nan,33,0,0.0,61,0,0,969,0,2,0
107,3.566666666666667,1784217388.7286665,nan,nan,nan,nan,nan,nan,25,0,nan,68,0,0,969,0,2,0
108,3.6,1784217388.7619998,nan,nan,nan,nan,nan,nan,24,0,nan,77,0,0,969,0,2,0
109,3.6333333333333333,1784217388.7953334,nan,nan,nan,nan,nan,nan,17,0,nan,85,0,0,969,0,2,0
110,3.6666666666666665,1784217388.8286667,nan,nan,nan,nan,nan,nan,23,0,nan,52,0,0,969,0,2,0
111,3.7,1784217388.862,nan,nan,nan,nan,nan,nan,20,0,nan,62,0,0,969,0,2,0
112,3.7333333333333334,1784217388.8953333,nan,nan,nan,nan,nan,nan,26,0,nan,72,0,0,969,0,2,0
113,3.7666666666666666,1784217388.9286666,nan,nan,nan,nan,nan,nan,25,0,nan,72,0,0,969,0,2,0
114,3.8,1784217388.962,nan,nan,nan,nan,nan,nan,23,0,nan,93,0,0,969,0,2,0
115,3.8333333333333335,1784217388.9953332,nan,nan,nan,nan,nan,nan,25,0,nan,86,0,0,969,0,2,0
116,3.8666666666666667,1784217389.0286665,nan,nan,nan,nan,nan,nan,21,0,nan,88,0,0,969,0,2,0
117,3.9,1784217389.062,nan,nan,nan,nan,nan,nan,21,0,nan,99,0,0,969,0,2,0
118,3.933333333333333,1784217389.0953333,nan,nan,nan,nan,nan,nan,31,5,0.16129032258064516,85,0,0,969,0,2,0
119,3.966666666666667,1784217389.1286666,nan,nan,nan,nan,nan,nan,27,0,nan,87,0,0,969,0,2,0
120,4.0,1784217389.162,nan,nan,nan,nan,nan,nan,38,0,0.0,83,0,0,969,0,2,0
121,4.033333333333333,1784217389.1953332,nan,nan,nan,nan,nan,nan,17,0,nan,83,0,0,969,0,2,0
122,4.066666666666666,1784217389.2286665,nan,nan,nan,nan,nan,nan,20,0,nan,109,0,0,969,0,2,0
123,4.1,1784217389.2619998,nan,nan,nan,nan,nan,nan,19,0,nan,105,0,0,969,0,2,0
124,4.133333333333334,1784217389.2953334,nan,nan,nan,nan,nan,nan,31,0,0.0,89,0,0,969,0,2,0
125,4.166666666666667,1784217389.3286667,nan,nan,nan,nan,nan,nan,35,5,0.14285714285714285,85,0,0,969,0,2,0
126,4.2,1784217389.362,nan,nan,nan,nan,nan,nan,40,7,0.175,93,0,0,969,0,2,0
127,4.233333333333333,1784217389.3953333,nan,nan,nan,nan,nan,nan,49,5,0.10204081632653061,71,0,0,969,0,2,0
128,4.266666666666667,1784217389.4286666,nan,nan,nan,nan,nan,nan,20,0,nan,96,0,0,969,0,2,0
129,4.3,1784217389.462,nan,nan,nan,nan,nan,nan,18,0,nan,92,0,0,969,0,2,0
130,4.333333333333333,1784217389.4953332,nan,nan,nan,nan,nan,nan,35,0,0.0,110,0,0,969,0,2,0
131,4.366666666666666,1784217389.5286665,nan,nan,nan,nan,nan,nan,27,0,nan,112,0,0,969,0,2,0
132,4.4,1784217389.562,nan,nan,nan,nan,nan,nan,36,0,0.0,97,0,0,969,0,2,0
133,4.433333333333334,1784217389.5953333,nan,nan,nan,nan,nan,nan,35,6,0.17142857142857143,125,0,0,969,0,2,0
134,4.466666666666667,1784217389.6286666,nan,nan,nan,nan,nan,nan,44,5,0.11363636363636363,106,0,0,969,0,2,0
135,4.5,1784217389.662,nan,nan,nan,nan,nan,nan,24,0,nan,115,0,0,969,0,2,0
136,4.533333333333333,1784217389.6953332,nan,nan,nan,nan,nan,nan,27,0,nan,130,0,0,969,0,2,0
137,4.566666666666666,1784217389.7286665,nan,nan,nan,nan,nan,nan,30,5,0.16666666666666666,134,0,0,969,0,2,0
138,4.6,1784217389.7619998,nan,nan,nan,nan,nan,nan,45,5,0.1111111111111111,137,0,0,969,0,2,0
139,4.633333333333334,1784217389.7953334,nan,nan,nan,nan,nan,nan,51,5,0.09803921568627451,107,0,0,969,0,2,0
140,4.666666666666667,1784217389.8286667,nan,nan,nan,nan,nan,nan,45,0,0.0,131,0,0,969,0,2,0
141,4.7,1784217389.862,nan,nan,nan,nan,nan,nan,29,0,nan,147,0,0,969,0,2,0
142,4.733333333333333,1784217389.8953333,nan,nan,nan,nan,nan,nan,17,0,nan,154,0,0,969,0,2,0
143,4.766666666666667,1784217389.9286666,nan,nan,nan,nan,nan,nan,25,0,nan,138,0,0,969,0,2,0
144,4.8,1784217389.962,nan,nan,nan,nan,nan,nan,35,0,0.0,127,0,0,969,0,2,0
145,4.833333333333333,1784217389.9953332,nan,nan,nan,nan,nan,nan,29,0,nan,147,0,0,969,0,2,0
146,4.866666666666666,1784217390.0286665,nan,nan,nan,nan,nan,nan,29,0,nan,168,0,0,969,0,2,0
147,4.9,1784217390.062,nan,nan,nan,nan,nan,nan,22,0,nan,152,0,0,969,0,2,0
148,4.933333333333334,1784217390.0953333,nan,nan,nan,nan,nan,nan,31,5,0.16129032258064516,129,0,0,969,0,2,0
149,4.966666666666667,1784217390.1286666,nan,nan,nan,nan,nan,nan,36,5,0.1388888888888889,143,0,0,969,0,2,0
150,5.0,1784217390.162,nan,nan,nan,nan,nan,nan,29,0,nan,137,0,0,969,0,2,0
151,5.033333333333333,1784217390.1953332,nan,nan,nan,nan,nan,nan,26,0,nan,155,0,0,969,0,2,0
152,5.066666666666666,1784217390.2286665,nan,nan,nan,nan,nan,nan,22,0,nan,151,0,0,969,0,2,0
153,5.1,1784217390.2619998,nan,nan,nan,nan,nan,nan,34,0,0.0,113,0,0,969,0,2,0
154,5.133333333333334,1784217390.2953334,nan,nan,nan,nan,nan,nan,20,0,nan,169,0,0,969,0,2,0
155,5.166666666666667,1784217390.3286667,nan,nan,nan,nan,nan,nan,25,0,nan,140,0,0,969,0,2,0
156,5.2,1784217390.362,nan,nan,nan,nan,nan,nan,34,0,0.0,140,0,0,969,0,2,0
157,5.233333333333333,1784217390.3953333,nan,nan,nan,nan,nan,nan,33,0,0.0,122,0,0,969,0,2,0
158,5.266666666666667,1784217390.4286666,nan,nan,nan,nan,nan,nan,33,0,0.0,143,0,0,969,0,2,0
159,5.3,1784217390.462,nan,nan,nan,nan,nan,nan,45,5,0.1111111111111111,157,0,0,969,0,2,0
160,5.333333333333333,1784217390.4953332,nan,nan,nan,nan,nan,nan,43,9,0.20930232558139536,153,0,0,969,0,2,0
161,5.366666666666666,1784217390.5286665,nan,nan,nan,nan,nan,nan,39,5,0.1282051282051282,133,0,0,969,0,2,0
162,5.4,1784217390.562,nan,nan,nan,nan,nan,nan,30,0,0.0,160,0,0,969,0,2,0
163,5.433333333333334,1784217390.5953333,nan,nan,nan,nan,nan,nan,48,5,0.10416666666666667,134,0,0,969,0,2,0
164,5.466666666666667,1784217390.6286666,nan,nan,nan,nan,nan,nan,41,6,0.14634146341463414,165,0,0,969,0,2,0
165,5.5,1784217390.662,nan,nan,nan,nan,nan,nan,27,0,nan,150,0,0,969,0,2,0
166,5.533333333333333,1784217390.6953332,nan,nan,nan,nan,nan,nan,29,0,nan,138,0,0,969,0,2,0
167,5.566666666666666,1784217390.7286665,nan,nan,nan,nan,nan,nan,36,5,0.1388888888888889,133,0,0,969,0,2,0
168,5.6,1784217390.7619998,nan,nan,nan,nan,nan,nan,34,0,0.0,146,0,0,969,0,2,0
169,5.633333333333334,1784217390.7953334,nan,nan,nan,nan,nan,nan,28,0,nan,203,0,0,969,0,2,0
170,5.666666666666667,1784217390.8286667,nan,nan,nan,nan,nan,nan,25,0,nan,199,0,0,969,0,2,0
171,5.7,1784217390.862,nan,nan,nan,nan,nan,nan,37,0,0.0,201,0,0,969,0,2,0
172,5.733333333333333,1784217390.8953333,nan,nan,nan,nan,nan,nan,32,0,0.0,257,0,0,969,0,2,0
173,5.766666666666667,1784217390.9286666,nan,nan,nan,nan,nan,nan,37,0,0.0,264,0,0,969,0,2,0
174,5.8,1784217390.962,nan,nan,nan,nan,nan,nan,26,0,nan,235,0,0,969,0,2,0
175,5.833333333333333,1784217390.9953332,nan,nan,nan,nan,nan,nan,40,0,0.0,286,0,0,969,0,2,0
176,5.866666666666666,1784217391.0286665,nan,nan,nan,nan,nan,nan,52,0,0.0,271,0,0,969,0,2,0
177,5.9,1784217391.062,nan,nan,nan,nan,nan,nan,41,0,0.0,278,0,0,969,0,2,0
178,5.933333333333334,1784217391.0953333,nan,nan,nan,nan,nan,nan,44,0,0.0,276,0,0,969,0,2,0
179,5.966666666666667,1784217391.1286666,nan,nan,nan,nan,nan,nan,33,0,0.0,251,0,0,969,0,2,0
