rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imuTemp,output_Hz
01/01/2000,00:21:24.28,-206.05,-156.74,-939.45,-11.21,37.31,32.05,-514.50,-12.15,0.45,30.95,10.396
01/01/2000,00:21:24.38,3.42,57.62,-923.83,2.87,-1.76,9.75,-423.90,-0.90,33.60,31.14,10.377
01/01/2000,00:21:24.48,304.20,44.43,-1112.30,5.13,-0.78,8.26,-394.80,-4.35,40.20,31.14,10.360
01/01/2000,00:21:24.58,0.0,56.15,-959.47,4.47,-2.06,-2.52,-355.20,-3.30,48.30,30.95,10.345
01/01/2000,00:21:24.68,4.88,23.44,-1111.82,4.66,-13.54,-16.56,-362.40,-6.90,46.50,31.00,10.288
01/01/2000,00:21:24.78,11.23,34.18,-983.89,-6.18,15.69,4.98,-388.05,-9.30,41.55,31.00,10.277
01/01/2000,00:21:24.89,-29.79,51.76,-979.49,3.18,-5.74,-2.59,-363.45,-5.10,45.45,30.81,10.266
01/01/2000,00:21:24.99,-33.20,52.73,-981.93,6.01,8.56,7.09,-346.20,-7.80,52.20,31.19,10.256
01/01/2000,00:21:25.09,-24.90,41.50,-978.52,8.28,-8.97,6.19,-320.25,-15.15,58.80,31.00,10.247
01/01/2000,00:21:25.19,-35.64,14.65,-999.02,3.04,-6.50,3.35,-306.0,-19.35,60.15,31.14,10.239
01/01/2000,00:21:25.29,-42.97,-5.37,-998.05,3.31,-14.71,-1.53,-299.70,-18.30,59.55,31.05,10.231
01/01/2000,00:21:25.39,-77.64,-3.42,-1011.23,1.97,-14.21,-2.11,-297.30,-16.35,55.05,31.14,10.224
01/01/2000,00:21:25.49,-85.45,-4.88,-988.28,-1.15,-6.34,-3.71,-298.80,-13.95,53.40,31.24,10.217
01/01/2000,00:21:25.59,-136.23,-21.97,-970.21,-3.37,-0.95,-5.23,-299.85,-12.15,50.55,31.05,10.210
01/01/2000,00:21:25.69,-49.80,19.04,-948.24,-4.10,2.12,-9.47,-331.20,-22.20,48.0,31.05,10.204
01/01/2000,00:21:25.79,-94.73,-1.95,-984.38,-1.76,6.46,-1.95,-408.75,-46.35,36.45,30.95,10.169
01/01/2000,00:21:25.89,-80.57,-0.98,-972.17,-0.66,3.93,1.53,-387.75,-39.15,42.45,31.14,10.165
01/01/2000,00:21:26.00,-83.50,7.81,-982.42,2.76,1.47,0.56,-385.80,-40.80,43.65,30.81,10.160
01/01/2000,00:21:26.10,-105.96,0.49,-968.75,5.06,1.02,-0.43,-384.45,-40.65,43.35,31.19,10.156
01/01/2000,00:21:26.20,-90.33,-7.81,-977.54,6.90,-11.19,0.20,-382.65,-42.60,42.60,31.05,10.152
01/01/2000,00:21:26.30,-102.05,-21.48,-965.33,8.66,-11.38,-0.38,-382.35,-43.95,40.95,31.24,10.149
01/01/2000,00:21:26.40,-118.16,-32.71,-973.14,2.79,-8.20,0.92,-382.65,-42.60,34.65,31.24,10.145
01/01/2000,00:21:26.50,-112.79,-31.25,-984.38,0.24,0.17,0.73,-380.85,-43.20,33.75,31.14,10.142
01/01/2000,00:21:26.60,-126.46,-18.55,-974.12,-2.34,4.98,-1.87,-382.35,-41.55,34.05,31.14,10.138
01/01/2000,00:21:26.70,-123.54,-29.30,-963.87,-0.63,5.21,3.11,-380.25,-41.85,36.60,31.05,10.135
01/01/2000,00:21:26.80,-102.05,-16.11,-958.50,-1.24,10.17,-0.39,-381.45,-42.15,39.15,31.19,10.132
01/01/2000,00:21:26.90,-73.24,-6.84,-980.96,-1.50,-0.31,0.27,-380.40,-41.25,42.90,31.14,10.108
01/01/2000,00:21:27.00,-88.38,6.35,-987.30,-2.47,8.31,-0.61,-384.45,-41.85,41.85,31.00,10.105
01/01/2000,00:21:27.11,-50.29,-2.93,-984.86,3.66,-5.73,2.03,-358.35,-30.75,49.65,31.05,10.103
01/01/2000,00:21:27.21,-64.45,7.32,-991.21,0.30,0.02,-0.82,-352.35,-26.55,49.50,31.24,10.101
01/01/2000,00:21:27.31,-69.82,5.86,-972.17,-0.16,2.34,-1.40,-352.05,-27.75,51.30,30.86,10.099
01/01/2000,00:21:27.41,-58.11,0.98,-972.17,-0.80,0.12,0.34,-348.15,-27.0,50.25,31.05,10.097
01/01/2000,00:21:27.51,-76.66,2.44,-974.61,2.21,1.63,1.04,-340.95,-25.95,51.60,30.86,10.095
01/01/2000,00:21:27.61,-73.73,5.86,-991.70,1.50,-2.22,2.31,-339.45,-24.0,51.60,31.14,10.093
01/01/2000,00:21:27.71,-73.73,-15.63,-970.70,1.64,-1.92,3.22,-338.70,-24.30,51.90,30.86,10.092
01/01/2000,00:21:27.81,-71.78,2.93,-975.59,-0.76,0.11,1.14,-339.15,-25.65,54.15,31.00,10.090
01/01/2000,00:21:27.91,-67.38,-3.42,-986.82,-0.53,2.69,2.24,-339.45,-25.95,50.85,31.05,10.071
01/01/2000,00:21:28.01,-77.15,-2.44,-986.33,1.18,-0.20,0.08,-338.85,-26.25,52.95,31.05,10.069
01/01/2000,00:21:28.11,-79.10,-12.21,-998.54,-0.43,-0.63,0.20,-338.10,-24.90,52.50,31.24,10.068
01/01/2000,00:21:28.22,-80.57,-16.60,-974.61,-0.02,0.95,1.53,-338.70,-25.20,52.35,30.86,10.067
01/01/2000,00:21:28.32,-62.01,-10.25,-979.98,1.78,-1.18,0.78,-338.70,-25.65,52.65,31.05,10.066
01/01/2000,00:21:28.42,-83.98,0.49,-992.68,1.07,0.34,-1.90,-338.10,-24.90,51.0,30.86,10.065
01/01/2000,00:21:28.52,-66.41,-8.30,-975.59,-0.85,1.39,-0.04,-338.10,-26.25,52.50,31.14,10.064
01/01/2000,00:21:28.62,-86.43,-14.16,-997.56,-1.69,0.20,0.21,-338.10,-26.55,52.20,31.00,10.063
01/01/2000,00:21:28.72,-85.45,-13.67,-993.16,-2.11,0.84,0.23,-340.80,-28.20,52.20,31.14,10.062
01/01/2000,00:21:28.82,-75.20,-14.16,-979.49,-0.20,2.61,0.31,-342.30,-27.0,50.25,31.14,10.061
01/01/2000,00:21:28.92,-78.13,-10.25,-966.31,-0.05,0.09,0.34,-345.45,-30.15,50.55,31.14,10.060
01/01/2000,00:21:29.02,-79.10,-4.39,-979.00,0.63,0.64,0.44,-348.15,-30.60,50.25,31.14,10.044
01/01/2000,00:21:29.12,-75.68,4.88,-976.07,0.77,-3.73,-1.08,-348.90,-30.15,50.55,31.00,10.044
01/01/2000,00:21:29.22,-74.71,0.49,-992.19,1.73,1.97,-0.29,-347.40,-29.40,50.25,31.05,10.043
01/01/2000,00:21:29.33,-62.01,-3.42,-980.47,0.32,-0.46,0.09,-347.25,-28.80,48.90,30.86,10.042
01/01/2000,00:21:29.43,-73.73,-11.72,-993.65,1.08,0.60,1.74,-347.25,-30.0,51.60,31.19,10.042
01/01/2000,00:21:29.53,-63.96,-3.91,-997.07,-0.50,-1.24,-2.02,-345.30,-28.80,50.10,31.00,10.041
01/01/2000,00:21:29.63,-72.27,-10.25,-984.38,2.21,-0.47,-2.29,-345.0,-27.75,51.0,31.14,10.041
01/01/2000,00:21:29.73,-71.78,-5.37,-980.47,-0.41,-0.24,0.44,-345.30,-27.15,50.85,31.05,10.040
01/01/2000,00:21:29.83,-72.27,1.46,-990.23,1.04,2.10,-1.82,-342.90,-25.95,49.35,31.05,10.040
01/01/2000,00:21:29.93,-70.80,0.0,-976.07,0.93,1.02,-0.47,-342.60,-26.40,49.35,31.05,10.039
01/01/2000,00:21:30.03,-94.24,-24.41,-989.75,-0.24,-1.77,-0.40,-342.90,-28.05,50.40,31.19,10.039
01/01/2000,00:21:30.13,-78.61,4.39,-986.33,3.01,-0.43,-1.12,-340.50,-26.25,49.80,31.05,10.025
01/01/2000,00:21:30.23,-84.47,-14.65,-979.00,2.93,-1.58,-1.24,-337.65,-25.80,52.50,30.95,10.025
01/01/2000,00:21:30.34,-78.61,-5.86,-996.09,0.37,1.93,1.61,-337.50,-26.85,50.40,31.14,10.025
01/01/2000,00:21:30.44,-72.75,-11.72,-978.52,0.74,-0.73,0.76,-338.55,-25.35,51.30,30.86,10.024
01/01/2000,00:21:30.54,-76.17,-0.98,-982.42,2.91,-3.15,-1.15,-338.70,-28.05,51.90,31.00,10.024
01/01/2000,00:21:30.64,-78.13,-21.00,-986.82,1.87,-3.03,0.32,-338.85,-27.0,50.25,31.14,10.024
01/01/2000,00:21:30.74,-92.77,-9.77,-986.33,-0.23,-2.22,-2.43,-338.55,-26.25,50.55,30.95,10.024
01/01/2000,00:21:30.84,-82.52,2.44,-967.77,1.85,-3.39,-0.06,-340.20,-26.85,51.15,31.14,10.023
01/01/2000,00:21:30.94,-74.22,-4.88,-978.52,0.76,-0.76,0.06,-340.65,-28.05,50.10,31.38,10.023
01/01/2000,00:21:31.04,-79.10,-7.32,-977.54,-0.60,0.60,0.66,-341.55,-27.45,51.0,31.19,10.023
01/01/2000,00:21:31.14,-66.89,13.67,-986.33,-0.67,-0.73,-1.02,-343.65,-28.80,50.10,31.14,10.023
01/01/2000,00:21:31.24,-77.15,0.98,-986.82,-0.73,-2.15,-1.86,-346.05,-27.60,50.10,30.86,10.011
01/01/2000,00:21:31.34,-83.50,-10.25,-976.56,-0.51,-1.91,0.66,-345.0,-29.40,48.30,30.95,10.011
01/01/2000,00:21:31.45,-113.28,-10.25,-985.35,-0.37,-1.55,-1.75,-346.50,-30.45,48.90,31.05,10.011
01/01/2000,00:21:31.55,-83.50,-9.28,-987.30,-1.93,-0.61,-0.42,-351.90,-31.20,48.60,30.86,10.011
01/01/2000,00:21:31.65,-89.84,-4.88,-967.29,0.34,-0.21,0.92,-352.80,-30.60,48.75,31.05,10.011
01/01/2000,00:21:31.75,-74.71,-5.86,-1000.98,-1.03,0.56,-1.78,-353.40,-31.20,48.90,30.86,10.011
01/01/2000,00:21:31.85,-89.36,-17.09,-981.45,-0.44,0.0,-0.56,-352.20,-29.55,48.60,31.14,10.010
01/01/2000,00:21:31.95,-72.27,8.30,-974.61,-1.37,-1.96,-0.59,-351.60,-29.85,48.30,30.86,10.010
01/01/2000,00:21:32.05,-72.27,-0.49,-985.84,0.77,-4.40,1.58,-351.30,-30.60,48.75,31.19,10.010
01/01/2000,00:21:32.15,-79.59,2.93,-990.72,0.72,0.66,1.61,-349.95,-30.45,50.40,30.81,10.010
01/01/2000,00:21:32.25,-93.26,0.0,-983.89,-0.02,0.64,0.47,-348.60,-30.15,48.30,31.05,10.0
01/01/2000,00:21:32.35,-88.38,-9.28,-992.68,3.28,-0.05,-1.22,-349.20,-30.75,48.90,31.14,10.0
01/01/2000,00:21:32.45,-90.82,-7.32,-977.05,2.03,-0.44,-0.42,-348.60,-30.60,49.50,31.34,10.0
01/01/2000,00:21:32.56,-90.33,-1.95,-985.35,2.74,1.37,-0.13,-348.0,-30.75,50.10,31.14,10.0
01/01/2000,00:21:32.66,-83.98,0.0,-980.96,-1.77,-0.33,1.72,-349.20,-29.55,49.65,30.81,10.0
01/01/2000,00:21:32.76,-80.57,-4.88,-972.66,-2.06,0.41,-0.64,-349.50,-31.20,48.90,31.05,10.0
01/01/2000,00:21:32.86,-96.19,-21.48,-987.30,0.67,1.60,-0.66,-348.30,-30.75,47.70,30.86,10.0
01/01/2000,00:21:32.96,-90.82,2.93,-976.56,1.82,-0.72,-0.39,-348.75,-30.45,50.40,31.14,10.0
01/01/2000,00:21:33.06,-64.94,-7.32,-971.19,1.52,0.37,-1.86,-348.60,-30.15,48.30,31.00,10.0
01/01/2000,00:21:33.16,-86.43,-19.04,-982.91,0.08,-1.84,0.57,-349.20,-30.0,49.35,31.19,10.0
01/01/2000,00:21:33.26,-76.17,-4.88,-976.07,1.20,-0.05,-0.50,-348.60,-31.80,49.80,31.14,10.0
01/01/2000,00:21:33.36,-80.08,-5.86,-970.70,2.37,-0.71,1.51,-348.75,-31.95,49.35,31.05,10.0
01/01/2000,00:21:33.46,-74.22,-1.46,-984.38,1.33,-1.57,1.18,-348.75,-30.0,50.10,31.14,9.991
01/01/2000,00:21:33.56,-83.01,3.42,-982.42,-0.16,-1.67,0.42,-348.60,-31.35,49.50,31.05,9.991
01/01/2000,00:21:33.67,-83.01,-12.21,-992.68,-0.76,1.65,-0.25,-347.55,-30.75,49.35,31.19,9.991
01/01/2000,00:21:33.77,-91.80,-1.46,-982.42,0.26,1.66,-1.31,-348.60,-31.35,48.0,30.81,9.991
01/01/2000,00:21:33.87,-84.47,-10.74,-993.65,0.89,0.05,0.06,-348.90,-31.35,49.05,31.05,9.991
01/01/2000,00:21:33.97,-90.33,-5.37,-996.09,-0.35,-1.22,0.94,-348.75,-29.55,48.15,30.81,9.991
01/01/2000,00:21:34.07,-83.01,-15.14,-996.58,-0.24,-0.71,0.32,-348.30,-30.75,49.35,31.14,9.992
01/01/2000,00:21:34.17,-82.03,-19.53,-998.05,-1.84,0.84,0.18,-348.75,-28.80,48.15,31.05,9.992
01/01/2000,00:21:34.27,-83.98,-15.14,-992.68,-0.84,-0.50,-0.15,-348.30,-30.75,49.65,31.24,9.992
01/01/2000,00:21:34.37,-95.21,-16.11,-979.49,1.21,-1.42,-1.20,-348.75,-30.0,48.15,31.05,9.992
01/01/2000,00:21:34.47,-101.56,-15.14,-970.70,-1.21,1.20,-0.89,-348.15,-31.05,49.05,31.00,9.984
01/01/2000,00:21:34.57,-79.59,-3.42,-975.59,-0.82,0.20,2.89,-349.20,-29.55,47.40,31.14,9.984
01/01/2000,00:21:34.67,-85.94,-13.18,-976.56,-1.27,-2.46,1.70,-348.0,-30.75,48.60,31.00,9.984
01/01/2000,00:21:34.78,-78.13,-8.79,-986.82,1.71,-1.16,0.56,-348.30,-30.45,48.15,31.00,9.984
01/01/2000,00:21:34.88,-93.26,-12.21,-983.40,-0.37,1.89,0.14,-348.15,-30.15,47.55,30.86,9.984
01/01/2000,00:21:34.98,-93.26,-7.32,-966.80,0.10,-2.10,0.04,-345.90,-29.40,48.30,30.95,9.984
01/01/2000,00:21:35.08,-91.80,-7.32,-994.63,-0.81,0.51,-0.85,-343.95,-29.85,48.75,31.14,9.984
01/01/2000,00:21:35.18,-79.59,-10.25,-982.42,0.57,-0.27,2.30,-344.25,-29.85,50.25,31.14,9.985
01/01/2000,00:21:35.28,-84.47,-4.88,-976.56,-0.33,-1.50,1.11,-343.95,-29.85,50.55,31.05,9.985
01/01/2000,00:21:35.38,-81.05,-6.35,-996.58,0.40,0.85,-1.97,-344.55,-30.45,49.65,31.05,9.985
01/01/2000,00:21:35.48,-70.80,-17.58,-982.91,-1.87,-1.90,1.68,-344.70,-30.15,49.05,31.14,9.985
01/01/2000,00:21:35.58,-86.91,-2.93,-984.86,-1.48,1.26,-0.77,-344.25,-31.35,50.25,31.05,9.977
01/01/2000,00:21:35.68,-77.15,3.91,-988.77,-0.04,0.95,-2.99,-343.65,-30.75,48.90,31.05,9.978
01/01/2000,00:21:35.78,-95.21,-4.39,-983.89,1.40,-0.88,0.68,-344.25,-31.80,49.50,30.81,9.978
01/01/2000,00:21:35.89,-76.66,-15.63,-982.91,-1.27,0.56,-2.69,-345.45,-32.55,48.75,31.14,9.978
01/01/2000,00:21:35.99,-83.50,-3.91,-971.19,-1.06,1.92,-1.74,-345.90,-33.45,49.05,31.24,9.978
01/01/2000,00:21:36.09,-88.38,-6.35,-994.14,-0.92,-1.67,0.63,-348.0,-32.85,48.90,31.14,9.978
01/01/2000,00:21:36.19,-94.24,-4.88,-981.93,1.23,0.98,1.34,-349.20,-32.85,48.15,31.05,9.978
01/01/2000,00:21:36.29,-88.38,-13.67,-986.82,2.05,-0.31,2.15,-348.90,-33.75,49.05,31.14,9.979
01/01/2000,00:21:36.39,-97.17,-1.95,-990.23,-1.07,-1.47,1.90,-349.20,-31.95,47.70,30.95,9.979
01/01/2000,00:21:36.49,-82.52,-8.30,-998.05,-2.12,1.44,0.34,-348.0,-33.15,47.40,30.86,9.979
01/01/2000,00:21:36.59,-98.14,-12.70,-971.68,-2.44,1.0,-1.48,-346.95,-33.45,48.75,31.14,9.979
01/01/2000,00:21:36.69,-91.80,0.49,-983.89,1.34,-0.07,-1.50,-347.25,-34.05,48.60,31.05,9.972
01/01/2000,00:21:36.79,-83.98,-16.60,-988.28,1.08,-1.40,1.90,-347.25,-32.40,46.65,30.86,9.972
01/01/2000,00:21:36.90,-94.73,-8.79,-971.68,1.73,0.56,-0.67,-346.20,-32.55,48.75,31.14,9.973
01/01/2000,00:21:37.00,-90.82,-9.77,-994.63,0.47,-1.88,-0.37,-347.55,-33.15,48.15,31.14,9.973
01/01/2000,00:21:37.10,-100.10,-13.18,-981.45,0.59,-1.95,1.22,-347.25,-34.05,48.90,31.19,9.973
01/01/2000,00:21:37.20,-80.57,-9.77,-982.42,0.83,0.34,0.50,-346.65,-32.55,48.0,31.05,9.973
01/01/2000,00:21:37.30,-91.80,-3.91,-982.91,2.76,-0.24,0.37,-347.40,-33.45,46.80,31.00,9.973
01/01/2000,00:21:37.40,-96.19,-4.39,-1000.0,-0.71,-0.71,-1.57,-348.0,-32.40,48.60,30.71,9.974
01/01/2000,00:21:37.50,-86.91,-15.14,-975.10,-3.05,1.76,0.11,-347.85,-33.45,47.25,31.14,9.974
01/01/2000,00:21:37.60,-87.89,-12.21,-980.96,-1.11,-1.09,1.57,-348.75,-32.40,46.65,31.00,9.974
01/01/2000,00:21:37.70,-91.80,-5.86,-977.54,0.66,-1.57,0.87,-345.60,-32.40,47.40,31.24,9.974
01/01/2000,00:21:37.80,-97.66,-10.74,-986.82,1.41,-1.05,0.60,-346.95,-33.0,48.0,31.05,9.968
01/01/2000,00:21:37.90,-86.43,-7.32,-986.33,2.12,-0.79,2.98,-344.85,-31.95,48.15,31.14,9.968
01/01/2000,00:21:38.01,-77.15,-4.39,-981.93,-0.64,-1.36,-0.31,-345.45,-33.0,48.0,31.34,9.968
01/01/2000,00:21:38.11,-94.24,-20.51,-989.26,0.14,-0.93,0.26,-346.50,-32.40,48.60,30.95,9.968
01/01/2000,00:21:38.21,-85.94,3.42,-974.61,1.53,0.69,-2.09,-347.55,-31.20,46.95,31.00,9.969
01/01/2000,00:21:38.31,-102.05,-19.04,-987.30,1.76,1.85,1.76,-344.85,-31.65,48.60,30.81,9.969
01/01/2000,00:21:38.41,-93.75,-9.28,-979.49,0.60,2.46,-1.60,-345.60,-32.85,47.40,31.05,9.969
01/01/2000,00:21:38.51,-76.17,-1.46,-975.10,-0.10,-0.90,1.91,-346.20,-33.45,48.0,31.00,9.969
01/01/2000,00:21:38.61,-95.70,-11.72,-987.79,-1.87,-0.71,-2.23,-346.50,-31.95,46.95,31.14,9.969
01/01/2000,00:21:38.71,-84.96,-13.18,-995.61,-0.87,-0.11,0.31,-345.30,-31.65,48.90,31.34,9.970
01/01/2000,00:21:38.81,-93.75,-9.77,-987.30,0.13,-1.59,1.86,-346.65,-33.75,48.30,31.05,9.970
01/01/2000,00:21:38.91,-91.31,-5.86,-979.49,0.12,-0.11,0.46,-346.05,-32.40,46.95,31.14,9.964
01/01/2000,00:21:39.01,-89.84,-12.70,-979.98,0.89,1.74,-0.18,-345.60,-32.85,48.60,31.00,9.964
01/01/2000,00:21:39.11,-85.45,-15.63,-979.00,-0.52,-1.40,-1.31,-345.45,-33.45,47.25,31.05,9.964
01/01/2000,00:21:39.22,-98.14,-3.42,-992.68,0.04,-2.43,-0.48,-346.50,-32.85,49.35,31.05,9.965
01/01/2000,00:21:39.32,-97.66,-13.18,-993.65,3.24,1.07,1.36,-345.60,-33.15,48.15,31.19,9.965
01/01/2000,00:21:39.42,-88.38,-8.30,-982.91,-1.41,0.51,0.68,-345.90,-33.45,48.0,31.05,9.965
01/01/2000,00:21:39.52,-82.52,-9.28,-971.68,0.53,1.11,1.18,-345.0,-32.55,48.30,31.14,9.965
01/01/2000,00:21:39.62,-94.24,-14.65,-974.61,-0.92,3.18,-0.16,-346.05,-33.15,48.60,31.05,9.965
01/01/2000,00:21:39.72,-84.47,-17.58,-987.79,-1.29,1.44,0.20,-343.95,-32.55,47.55,31.00,9.966
01/01/2000,00:21:39.82,-96.19,-9.28,-979.00,1.92,-1.18,0.46,-345.30,-31.65,48.60,31.14,9.966
01/01/2000,00:21:39.92,-92.77,-4.39,-983.40,-0.44,1.60,0.63,-345.0,-33.0,48.30,30.86,9.966
01/01/2000,00:21:40.02,-84.47,-10.74,-976.07,0.78,-1.17,-0.02,-346.20,-33.0,47.55,31.14,9.961
01/01/2000,00:21:40.12,-96.68,-9.28,-993.65,0.31,-2.01,-0.82,-346.05,-31.95,48.90,31.19,9.961
01/01/2000,00:21:40.23,-88.38,-13.18,-982.42,0.30,-0.32,0.92,-343.35,-30.75,47.40,31.05,9.961
01/01/2000,00:21:40.33,-90.33,2.44,-976.07,1.34,-1.17,1.08,-345.90,-31.80,48.30,31.19,9.961
01/01/2000,00:21:40.43,-98.14,-11.72,-984.86,0.92,1.01,-1.34,-346.65,-33.0,48.30,31.19,9.961
01/01/2000,00:21:40.53,-83.01,-5.37,-973.63,-0.49,-0.47,-0.37,-343.50,-33.45,47.55,31.14,9.962
01/01/2000,00:21:40.63,-94.24,-17.58,-989.75,0.18,1.15,0.69,-344.85,-31.95,48.15,30.95,9.962
01/01/2000,00:21:40.73,-88.87,-10.74,-974.12,1.96,-0.95,1.89,-345.45,-32.55,47.25,31.19,9.962
01/01/2000,00:21:40.83,-91.80,-6.84,-979.98,2.21,-2.53,-0.28,-345.0,-33.45,49.05,30.86,9.962
01/01/2000,00:21:40.93,-90.82,-15.63,-983.89,-0.09,-2.05,-1.15,-345.45,-33.0,47.55,31.05,9.963
01/01/2000,00:21:41.03,-84.47,-21.00,-984.86,0.58,2.50,2.13,-345.45,-31.35,48.0,31.19,9.963
01/01/2000,00:21:41.13,-108.89,1.46,-983.40,3.69,1.01,-0.50,-345.30,-33.15,46.95,31.14,9.958
01/01/2000,00:21:41.23,-87.40,-10.74,-983.40,3.53,-0.05,0.01,-345.45,-33.75,47.55,30.95,9.958
01/01/2000,00:21:41.34,-95.21,-14.65,-961.43,1.23,-0.39,-0.77,-344.85,-32.85,47.40,31.14,9.958
01/01/2000,00:21:41.44,-83.01,-8.79,-982.91,0.89,0.50,2.01,-345.0,-31.80,47.55,31.19,9.958
01/01/2000,00:21:41.54,-104.49,0.98,-995.12,0.18,1.85,2.07,-347.40,-31.80,47.25,31.00,9.959
01/01/2000,00:21:41.64,-100.10,-3.42,-987.30,1.02,4.65,-0.73,-346.20,-31.35,48.0,31.38,9.959
