rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imuTemp,output_Hz
01/01/2000,00:22:18.15,-36.13,-50.78,-987.30,0.92,0.48,0.65,24.90,40.95,18.75,31.14,10.024
01/01/2000,00:22:18.25,-31.25,-55.18,-987.79,2.02,1.94,-0.98,24.30,40.80,17.40,30.86,10.024
01/01/2000,00:22:18.35,-45.90,-38.57,-977.54,2.29,-2.07,1.45,23.55,40.35,16.95,31.00,10.023
01/01/2000,00:22:18.45,-32.71,-45.41,-986.82,1.21,2.69,-0.17,23.10,41.25,18.60,31.05,10.023
01/01/2000,00:22:18.55,-28.32,-43.95,-986.82,2.64,1.71,0.27,22.95,40.65,18.30,30.95,10.023
01/01/2000,00:22:18.65,-34.18,-38.57,-985.84,2.21,0.40,-0.47,22.80,40.35,17.70,31.05,10.023
01/01/2000,00:22:18.75,-28.81,-51.76,-989.26,3.09,1.73,-2.30,22.50,40.20,18.30,30.95,10.022
01/01/2000,00:22:18.85,-30.76,-47.85,-989.26,-0.34,0.04,0.13,24.15,39.75,18.75,31.05,10.022
01/01/2000,00:22:18.95,-41.99,-57.62,-969.73,-0.33,-0.04,-0.02,22.35,40.35,18.15,30.81,10.011
01/01/2000,00:22:19.05,-44.43,-42.48,-990.72,-0.49,-0.66,-0.24,23.25,40.65,17.55,31.24,10.011
01/01/2000,00:22:19.15,-37.60,-54.20,-987.30,-1.54,-2.69,-0.28,23.10,39.60,17.70,31.05,10.011
01/01/2000,00:22:19.26,-35.64,-47.85,-985.35,2.20,-0.87,-0.13,23.85,41.25,18.15,31.00,10.011
01/01/2000,00:22:19.36,-41.99,-35.16,-999.02,0.79,-0.02,-1.02,24.30,41.25,17.70,31.00,10.010
01/01/2000,00:22:19.46,-48.83,-45.41,-986.82,2.17,1.04,-1.95,23.70,39.45,19.05,30.86,10.010
01/01/2000,00:22:19.56,-32.71,-34.67,-994.14,1.08,-0.56,-2.36,23.70,42.15,18.30,31.00,10.010
01/01/2000,00:22:19.66,-33.20,-43.95,-996.58,1.60,0.85,-1.40,24.15,39.75,16.50,30.86,10.010
01/01/2000,00:22:19.76,-44.92,-43.95,-980.96,2.21,-1.32,1.26,23.85,40.35,17.40,31.14,10.010
01/01/2000,00:22:19.86,-40.53,-41.99,-972.66,3.12,-1.89,-1.91,25.20,40.20,18.30,31.05,10.010
01/01/2000,00:22:19.96,-19.53,-42.97,-982.91,1.79,0.45,-1.17,24.90,41.40,17.25,30.95,10.010
01/01/2000,00:22:20.06,-36.62,-36.13,-992.19,-2.21,1.39,1.31,23.10,41.25,16.95,30.86,10.0
01/01/2000,00:22:20.16,-52.73,-52.25,-984.38,-0.21,-2.91,-0.47,23.25,38.55,17.55,31.14,10.0
01/01/2000,00:22:20.26,-35.64,-46.88,-992.68,3.50,0.71,-0.24,23.70,37.80,19.80,31.24,10.0
01/01/2000,00:22:20.37,-21.48,-42.48,-979.98,2.06,1.02,0.31,23.55,38.40,17.40,30.95,10.0
01/01/2000,00:22:20.47,-49.32,-56.15,-997.56,0.68,0.27,-0.50,22.95,40.20,16.80,30.95,10.0
01/01/2000,00:22:20.57,-34.18,-41.02,-996.09,-0.39,0.09,0.04,22.95,39.75,18.30,30.86,10.0
01/01/2000,00:22:20.67,-50.29,-42.48,-999.02,0.47,1.69,-1.15,24.30,40.35,18.60,31.00,10.0
01/01/2000,00:22:20.77,-35.16,-44.43,-983.40,2.34,0.46,1.15,23.55,41.25,19.35,31.05,10.0
01/01/2000,00:22:20.87,-35.16,-56.15,-983.89,2.14,0.03,-0.85,22.95,40.65,18.0,31.05,10.0
01/01/2000,00:22:20.97,-42.97,-41.99,-990.23,0.80,-0.45,1.17,23.55,40.35,17.70,31.05,10.0
01/01/2000,00:22:21.07,-40.53,-49.80,-993.16,-0.40,-0.37,1.56,22.95,40.20,18.75,31.24,10.0
01/01/2000,00:22:21.17,-48.83,-46.88,-981.45,-1.55,-1.18,-0.05,25.65,39.0,18.75,31.00,9.991
01/01/2000,00:22:21.27,-42.48,-52.25,-990.72,1.0,-1.22,0.23,24.15,40.20,17.25,30.86,9.991
01/01/2000,00:22:21.38,-37.11,-50.29,-986.33,-0.57,0.27,0.18,25.20,39.45,18.30,31.14,9.991
01/01/2000,00:22:21.48,-48.34,-47.36,-987.30,0.30,1.73,-1.74,22.35,40.80,17.40,30.86,9.991
01/01/2000,00:22:21.58,-41.02,-54.20,-986.82,1.24,1.20,0.63,23.70,40.20,17.55,31.14,9.992
01/01/2000,00:22:21.68,-38.57,-46.88,-983.89,0.11,1.02,-2.56,24.15,40.20,17.25,31.14,9.992
01/01/2000,00:22:21.78,-39.06,-41.02,-985.84,-0.16,1.10,1.47,23.10,39.60,16.95,31.05,9.992
01/01/2000,00:22:21.88,-39.55,-48.83,-988.28,2.47,0.50,-0.94,23.25,41.40,18.75,31.00,9.992
01/01/2000,00:22:21.98,-36.13,-48.34,-994.14,4.08,-2.76,-0.11,24.30,39.15,16.20,30.81,9.992
01/01/2000,00:22:22.08,-41.50,-48.83,-985.84,1.81,-1.45,0.14,23.85,40.05,18.60,31.00,9.992
01/01/2000,00:22:22.18,-40.04,-51.76,-997.07,1.84,-0.77,-1.0,25.20,39.75,18.30,30.81,9.992
01/01/2000,00:22:22.28,-38.09,-51.76,-995.61,3.33,-0.05,0.20,23.85,40.05,17.70,31.24,9.984
01/01/2000,00:22:22.38,-19.53,-48.83,-1000.0,-0.19,0.95,-2.86,25.05,38.85,17.70,31.24,9.984
01/01/2000,00:22:22.48,-39.55,-45.41,-988.28,0.18,-2.18,-0.95,23.25,39.45,18.0,30.81,9.984
01/01/2000,00:22:22.59,-44.43,-65.92,-995.12,3.18,-0.18,1.34,24.90,40.95,17.55,31.14,9.984
01/01/2000,00:22:22.69,-50.78,-46.88,-981.93,1.24,0.09,-0.62,24.90,39.0,18.30,31.00,9.985
01/01/2000,00:22:22.79,-45.41,-41.50,-985.35,1.40,-1.66,1.28,24.15,39.45,18.75,31.14,9.985
01/01/2000,00:22:22.89,-38.09,-42.48,-977.05,0.81,1.99,1.37,23.85,40.35,18.15,30.95,9.985
01/01/2000,00:22:22.99,-29.79,-40.04,-999.51,0.54,0.02,-0.19,23.70,40.20,18.30,31.14,9.985
01/01/2000,00:22:23.09,-40.53,-37.11,-988.77,-0.63,-0.66,0.06,23.25,39.75,18.75,31.14,9.985
01/01/2000,00:22:23.19,-44.43,-40.53,-976.56,-0.01,0.35,-0.70,23.70,40.95,18.30,31.00,9.985
01/01/2000,00:22:23.29,-39.06,-47.36,-987.79,2.15,1.81,0.66,21.90,39.60,17.70,30.95,9.985
01/01/2000,00:22:23.39,-48.83,-31.25,-987.30,1.66,-0.14,1.64,23.70,40.20,18.30,30.86,9.978
01/01/2000,00:22:23.49,-43.95,-54.20,-998.54,1.30,-1.62,1.29,24.30,40.80,17.40,31.05,9.978
01/01/2000,00:22:23.59,-42.48,-48.34,-984.38,-0.36,1.31,-1.47,24.30,40.35,19.35,31.14,9.978
01/01/2000,00:22:23.70,-41.50,-41.99,-988.28,1.71,-1.21,0.84,23.55,39.60,19.35,31.05,9.978
01/01/2000,00:22:23.80,-37.11,-46.39,-973.14,1.27,-1.62,0.47,23.10,39.60,18.90,31.05,9.979
01/01/2000,00:22:23.90,-52.25,-49.80,-988.28,-1.98,-1.17,2.21,24.15,40.20,17.25,31.05,9.979
01/01/2000,00:22:24.00,-50.78,-62.01,-982.42,0.75,-0.09,1.21,24.75,38.85,16.95,31.05,9.979
01/01/2000,00:22:24.10,-45.90,-54.69,-986.33,0.45,0.32,2.46,23.85,39.60,18.60,30.86,9.979
01/01/2000,00:22:24.20,-43.46,-42.97,-1001.46,0.17,-0.95,0.48,22.95,40.95,18.75,31.05,9.979
01/01/2000,00:22:24.30,-47.36,-50.29,-993.16,1.42,0.03,-1.08,22.80,39.60,17.40,30.95,9.979
01/01/2000,00:22:24.40,-36.62,-47.85,-974.61,1.17,0.32,-1.85,24.30,40.35,18.60,31.14,9.979
01/01/2000,00:22:24.50,-41.02,-46.88,-992.19,2.05,0.56,-1.56,23.25,39.75,17.25,31.14,9.973
01/01/2000,00:22:24.60,-41.99,-33.69,-981.93,2.71,1.18,1.15,24.15,39.75,19.50,31.00,9.973
01/01/2000,00:22:24.71,-36.13,-45.41,-983.40,2.43,1.37,-1.30,25.65,40.20,17.55,31.14,9.973
01/01/2000,00:22:24.81,-46.88,-44.92,-994.14,-0.19,0.28,1.45,23.85,42.0,18.15,30.95,9.973
01/01/2000,00:22:24.91,-37.60,-41.99,-973.14,-1.07,-0.29,0.02,23.55,38.40,19.35,31.05,9.974
01/01/2000,00:22:25.01,-39.06,-53.22,-979.00,2.45,-0.85,1.91,24.45,40.65,18.0,30.86,9.974
01/01/2000,00:22:25.11,-46.39,-34.67,-989.75,2.38,0.17,1.73,25.05,39.60,18.15,31.05,9.974
01/01/2000,00:22:25.21,-21.97,-37.11,-976.56,0.82,-1.45,-2.65,24.30,40.35,18.90,31.05,9.974
01/01/2000,00:22:25.31,-33.20,-42.48,-981.45,1.33,-1.02,-0.73,24.15,39.75,18.30,30.86,9.974
01/01/2000,00:22:25.41,-39.55,-52.25,-995.12,-1.90,-2.31,1.72,24.75,39.15,16.65,30.95,9.974
01/01/2000,00:22:25.51,-35.64,-44.92,-988.77,-2.53,0.25,0.47,24.15,38.55,19.50,31.05,9.975
01/01/2000,00:22:25.61,-29.30,-57.62,-991.70,-0.93,-2.76,-2.13,25.05,39.60,18.15,31.00,9.968
01/01/2000,00:22:25.71,-39.55,-42.48,-986.33,1.52,-0.35,1.99,24.90,39.0,17.55,30.81,9.969
01/01/2000,00:22:25.82,-38.09,-50.78,-987.30,1.56,-0.85,1.26,24.15,40.65,18.75,31.00,9.969
01/01/2000,00:22:25.92,-43.46,-33.20,-990.23,-0.90,0.15,1.48,25.05,39.60,17.70,31.14,9.969
01/01/2000,00:22:26.02,-53.22,-48.34,-982.42,-1.63,1.35,-0.50,25.20,39.75,17.25,31.05,9.969
01/01/2000,00:22:26.12,-41.99,-34.67,-993.65,-1.0,-0.52,-1.17,24.30,39.15,17.70,31.14,9.969
01/01/2000,00:22:26.22,-23.93,-60.55,-988.28,-0.48,-1.15,0.33,22.80,39.60,18.90,30.67,9.970
01/01/2000,00:22:26.32,-38.57,-46.88,-988.77,1.42,-1.26,-1.18,23.85,41.25,17.70,31.14,9.970
01/01/2000,00:22:26.42,-35.64,-31.25,-984.86,-0.36,-0.13,-2.54,24.15,40.20,18.30,30.86,9.970
01/01/2000,00:22:26.52,-41.50,-35.64,-980.47,-1.53,-1.92,2.15,23.55,40.05,18.60,30.86,9.970
01/01/2000,00:22:26.62,-44.43,-41.02,-979.98,-1.60,1.61,-1.50,24.90,40.95,19.50,31.00,9.970
01/01/2000,00:22:26.72,-43.95,-45.41,-990.23,-1.81,0.29,-1.77,24.45,39.75,18.75,31.05,9.965
01/01/2000,00:22:26.82,-32.71,-50.78,-982.91,-0.29,0.99,0.65,23.85,40.35,17.40,31.24,9.965
01/01/2000,00:22:26.92,-27.83,-35.64,-982.91,0.73,0.21,-0.08,24.45,40.65,18.0,30.81,9.965
01/01/2000,00:22:27.03,-41.99,-54.20,-982.91,1.48,2.45,0.02,24.15,39.0,17.55,31.00,9.965
01/01/2000,00:22:27.13,-55.66,-41.50,-977.54,-1.11,0.64,-0.60,23.25,40.65,18.0,30.86,9.965
01/01/2000,00:22:27.23,-50.78,-53.71,-986.82,-1.45,-0.81,-0.59,24.75,40.05,18.90,31.14,9.966
01/01/2000,00:22:27.33,-45.41,-40.53,-983.89,-0.98,-1.08,-1.08,23.25,38.55,18.30,31.19,9.966
01/01/2000,00:22:27.43,-39.55,-43.46,-986.82,0.79,-1.59,0.05,23.25,40.95,17.55,31.14,9.966
01/01/2000,00:22:27.53,-39.06,-39.06,-982.42,0.27,-0.81,-1.30,25.65,40.95,18.30,31.19,9.966
01/01/2000,00:22:27.63,-35.16,-54.69,-978.03,1.25,-0.85,1.90,24.75,40.35,18.15,30.86,9.966
01/01/2000,00:22:27.73,-45.90,-50.29,-986.33,2.01,-0.69,-0.19,23.10,40.05,17.70,31.05,9.967
01/01/2000,00:22:27.83,-40.04,-33.69,-971.68,-1.20,-0.04,-2.04,23.25,41.40,17.55,30.86,9.961
