timestamp,rtc_date,rtc_time,imu1_ax_mg,imu1_ay_mg,imu1_az_mg,imu1_gx_deg_s,imu1_gy_deg_s,imu1_gz_deg_s,mag_x_uT,mag_y_uT,mag_z_uT,imu_temperature_c,imu2_ax_mg,imu2_ay_mg,imu2_az_mg,imu2_gx_mdps,imu2_gy_mdps,imu2_gz_mdps,data_ready,output_hz
1784218579.945722103,01/01/2000,04:44:01.19,-1032.23,-31.74,94.24,1.71,0.84,-1.21,63.15,31.05,52.20,33.64,14.76,986.13,-50.02,-656.25,-735.0,-210.0,1,53.319
1784218579.962696552,01/01/2000,04:44:01.21,-965.82,6.84,80.57,-0.36,-1.11,0.25,62.40,31.35,52.95,33.59,14.88,985.64,-53.07,-638.75,-752.50,-271.25,1,53.319
1784218579.980639935,01/01/2000,04:44:01.23,-1000.0,-13.67,46.39,-0.58,1.19,-0.22,63.30,32.40,52.65,33.64,15.01,985.15,-53.44,-726.25,-455.0,-306.25,1,53.319
1784218580.000780582,01/01/2000,04:44:01.25,-1054.69,-23.44,-31.74,0.11,0.60,1.24,63.0,32.85,51.60,33.68,15.13,986.49,-50.75,-1540.0,-481.25,-210.0,1,53.319
1784218580.019975185,01/01/2000,04:44:01.27,-1008.79,-42.48,107.91,0.11,0.37,2.85,62.55,31.20,51.90,33.78,15.25,988.08,-48.92,-1942.50,-612.50,-236.25,1,53.319
1784218580.036625147,01/01/2000,04:44:01.28,-1002.44,-25.39,38.57,-2.31,2.56,-1.30,64.35,33.75,51.30,33.64,15.25,987.71,-50.26,-2353.75,-726.25,-271.25,1,53.319
1784218580.053506374,01/01/2000,04:44:01.30,-1009.28,-20.51,79.10,2.50,3.04,2.16,64.35,33.0,51.75,33.44,15.13,986.86,-53.19,-2380.0,-595.0,-236.25,1,53.319
1784218580.080273867,01/01/2000,04:44:01.32,-1025.39,-10.74,27.83,0.13,2.95,1.33,62.70,34.20,51.75,33.59,15.13,986.25,-55.63,-2922.50,-332.50,-253.75,1,53.319
1784218580.093548059,01/01/2000,04:44:01.34,-1024.90,-29.30,39.06,0.53,3.22,-1.37,62.55,31.95,51.60,33.88,15.13,986.37,-55.39,-2878.75,-52.50,-402.50,1,53.319
1784218580.113893270,01/01/2000,04:44:01.36,-1025.39,-23.93,-20.02,-1.27,2.40,0.95,63.90,33.0,52.20,33.64,15.62,986.37,-52.70,-3053.75,542.50,-332.50,1,53.319
1784218580.131098986,01/01/2000,04:44:01.38,-1012.21,-28.32,34.67,-1.86,5.72,-0.05,63.0,33.15,52.65,33.49,16.35,987.47,-47.70,-3596.25,962.50,-446.25,1,53.319
1784218580.153988600,01/01/2000,04:44:01.40,-999.51,-11.72,54.69,-1.63,7.11,0.15,61.05,31.95,53.10,33.83,16.59,987.83,-45.38,-4777.50,1408.75,-341.25,1,53.319
1784218580.170098543,01/01/2000,04:44:01.41,-1026.86,-33.20,101.07,-4.50,4.66,0.66,61.95,31.35,51.75,33.88,15.86,986.74,-45.87,-4637.50,1408.75,-446.25,1,53.319
1784218580.179792404,01/01/2000,04:44:01.43,-1001.95,-10.25,51.27,-3.14,5.44,0.40,63.30,33.15,50.85,33.59,15.13,985.76,-46.60,-3596.25,1015.0,-385.0,1,53.319
1784218580.218101263,01/01/2000,04:44:01.46,-1013.18,-7.81,-37.60,-3.85,4.87,2.63,61.80,30.0,53.85,33.59,14.64,987.35,-42.82,-3307.50,1163.75,-455.0,1,53.319
1784218580.247002125,01/01/2000,04:44:01.50,-998.05,-4.88,-41.02,-1.73,5.21,-1.11,64.50,32.40,51.90,33.68,15.37,986.74,-34.77,-4646.25,1706.25,-350.0,1,53.319
1784218580.264838696,01/01/2000,04:44:01.51,-1008.30,-40.04,3.42,-0.78,3.60,0.66,62.70,31.80,50.55,33.35,14.52,985.64,-35.75,-3841.25,1216.25,-288.75,1,53.319
1784218580.287245274,01/01/2000,04:44:01.53,-1023.44,-55.66,62.01,-1.34,0.88,-1.40,62.25,32.40,50.85,33.59,13.30,985.76,-35.38,-3185.0,455.0,-157.50,1,53.319
1784218580.303289890,01/01/2000,04:44:01.55,-977.54,-34.67,-55.66,-1.02,3.60,-0.59,63.60,31.05,50.55,33.83,13.30,986.74,-32.45,-3552.50,-43.75,-358.75,1,53.319
1784218580.322798252,01/01/2000,04:44:01.57,-1001.46,-16.11,1.46,1.73,3.89,-3.11,63.30,33.15,50.85,33.78,13.66,986.98,-29.28,-4112.50,-148.75,-332.50,1,53.319
1784218580.342501402,01/01/2000,04:44:01.59,-995.61,-22.95,-24.41,-0.54,1.66,-1.27,63.30,31.95,50.10,33.68,13.91,986.13,-28.30,-3928.75,-227.50,-306.25,1,53.319
1784218580.359534502,01/01/2000,04:44:01.61,-1011.23,-2.93,36.13,-0.82,1.75,0.98,61.80,33.15,51.60,33.88,14.03,985.27,-28.18,-2905.0,-61.25,-148.75,1,53.319
1784218580.369979858,01/01/2000,04:44:01.62,-1037.11,-13.18,-5.86,-1.02,3.76,3.83,61.80,33.15,51.60,33.83,13.18,985.64,-26.96,-2686.25,-428.75,-463.75,1,53.319
1784218580.395190001,01/01/2000,04:44:01.64,-1015.14,-40.53,63.48,-2.76,2.80,-0.09,63.60,32.25,52.20,33.49,13.42,986.98,-24.40,-3587.50,-761.25,-192.50,1,53.319
1784218580.420776367,01/01/2000,04:44:01.66,-992.19,-5.86,5.37,0.25,3.02,-0.26,62.40,32.55,51.0,33.78,13.66,985.76,-23.30,-3788.75,-586.25,-288.75,1,53.319
1784218580.433064461,01/01/2000,04:44:01.68,-1016.11,-8.79,-60.06,0.08,3.02,-0.21,63.75,32.40,51.15,33.78,13.66,984.42,-25.25,-2572.50,-1181.25,-131.25,1,53.319
1784218580.454057455,01/01/2000,04:44:01.70,-1014.65,-18.07,-9.77,-1.49,3.66,-1.50,63.90,32.55,51.30,33.44,13.91,984.78,-25.38,-2038.75,-805.0,-175.0,1,53.319
1784218580.470084667,01/01/2000,04:44:01.72,-1007.81,-39.06,39.55,-0.90,-0.95,1.10,63.90,32.55,51.30,33.64,14.27,986.13,-23.42,-2266.25,-455.0,-148.75,1,53.319
1784218580.490371466,01/01/2000,04:44:01.74,-1002.44,-24.90,-21.48,-1.38,4.10,-1.93,62.40,31.05,52.20,33.59,13.79,986.25,-19.76,-2082.50,-1032.50,-166.25,1,53.319
1784218580.505779266,01/01/2000,04:44:01.76,-1002.93,-16.60,-18.07,0.34,-4.03,1.0,63.15,33.45,50.55,33.59,13.18,982.10,-22.57,481.25,-2047.50,-210.0,1,53.319
1784218580.546435356,01/01/2000,04:44:01.79,-1006.84,-18.07,15.14,0.78,-2.32,1.83,62.40,32.55,50.55,33.35,12.93,984.42,-23.55,1960.0,-2257.50,-201.25,1,53.319
1784218580.563840389,01/01/2000,04:44:01.81,-1032.71,-28.81,-41.50,2.97,-2.11,1.22,63.30,33.60,49.65,33.68,12.08,986.49,-20.37,1435.0,-3543.75,-245.0,1,53.319
1784218580.584113836,01/01/2000,04:44:01.83,-1008.79,-7.81,-50.78,2.31,-0.51,-0.77,63.15,32.25,51.0,33.59,11.71,986.37,-17.93,1330.0,-4392.50,-131.25,1,53.319
1784218580.599131107,01/01/2000,04:44:01.85,-1017.58,-32.23,-31.74,4.50,-1.52,2.79,62.70,33.75,51.30,33.78,12.44,984.30,-18.54,1723.75,-4637.50,-52.50,1,53.319
1784218580.620706797,01/01/2000,04:44:01.87,-1006.84,19.04,35.16,4.81,-3.58,-1.47,61.95,29.85,51.75,33.68,11.47,982.47,-25.13,3683.75,-5766.25,96.25,1,53.319
1784218580.637138367,01/01/2000,04:44:01.88,-1025.39,-24.90,-14.16,3.03,0.37,-0.88,62.40,31.35,52.20,33.64,13.05,983.81,-25.50,4243.75,-4401.25,-140.0,1,53.319
1784218580.654637337,01/01/2000,04:44:01.90,-1017.09,-24.41,-30.76,0.72,-1.65,-0.31,63.30,33.60,50.10,33.59,15.86,985.39,-21.84,2826.25,-1505.0,26.25,1,53.319
1784218580.672078848,01/01/2000,04:44:01.92,-990.72,-15.14,-4.88,0.63,-1.87,-2.35,63.15,31.80,50.55,33.88,18.54,987.71,-15.25,1321.25,455.0,-43.75,1,53.319
1784218580.713620186,01/01/2000,04:44:01.96,-1021.00,-10.74,-61.52,-0.69,0.21,-1.12,62.25,31.95,50.85,33.83,15.13,989.42,-13.42,-621.25,-971.25,-96.25,1,53.319
1784218580.738216162,01/01/2000,04:44:01.99,-1006.35,-28.81,-0.49,0.25,0.70,-1.91,63.90,32.25,52.20,33.78,14.40,989.30,-15.98,-647.50,-936.25,-280.0,1,53.319
1784218580.770498753,01/01/2000,04:44:02.02,-1001.95,-19.04,-19.04,1.63,-1.49,-0.18,60.90,30.15,52.95,33.44,15.49,984.78,-21.59,656.25,-918.75,-122.50,1,53.319
1784218580.794345379,01/01/2000,04:44:02.04,-999.51,-3.42,-24.90,4.05,1.04,0.69,61.65,32.55,51.0,33.35,15.62,984.78,-22.08,1155.0,-577.50,-236.25,1,53.319
1784218580.811040640,01/01/2000,04:44:02.06,-1010.25,-12.21,-6.84,4.98,-3.31,-0.70,63.30,34.05,50.40,33.49,12.08,983.56,-26.35,3517.50,-3587.50,-131.25,1,53.319
1784218580.836639166,01/01/2000,04:44:02.08,-996.09,-20.02,-4.39,2.32,-1.79,1.53,63.60,32.55,52.20,33.78,13.91,986.00,-22.45,2292.50,-2178.75,-210.0,1,53.319
1784218580.867720366,01/01/2000,04:44:02.11,-1021.00,-21.97,-46.88,-1.98,1.40,-1.02,63.15,33.75,51.75,33.59,18.91,987.22,-14.76,-1260.0,1767.50,-218.75,1,53.319
1784218580.889372110,01/01/2000,04:44:02.13,-1008.79,0.0,1.95,-2.60,2.26,-1.15,64.35,33.0,51.0,33.78,17.81,990.03,-11.71,-2441.25,1461.25,-245.0,1,53.319
1784218580.903500795,01/01/2000,04:44:02.15,-1008.79,-9.77,-16.60,1.35,4.27,2.69,63.75,33.15,50.40,33.59,14.76,991.49,-13.42,-2065.0,8.75,-192.50,1,53.319
1784218580.922528267,01/01/2000,04:44:02.17,-993.16,-22.95,13.18,1.72,1.72,1.79,63.60,32.55,50.55,33.59,13.30,991.01,-16.71,-2161.25,-490.0,-393.75,1,53.319
1784218580.939825535,01/01/2000,04:44:02.19,-1006.84,-55.66,65.92,3.54,2.33,2.06,61.95,32.55,50.55,33.83,12.44,987.71,-20.74,-945.0,-2038.75,-218.75,1,53.319
1784218580.960092068,01/01/2000,04:44:02.21,-1005.86,-32.71,9.77,1.0,-0.57,0.69,63.30,31.65,50.85,33.59,14.27,983.20,-24.03,43.75,-1408.75,-35.0,1,53.319
1784218580.980236769,01/01/2000,04:44:02.23,-1028.81,-8.30,41.50,0.87,-0.52,2.34,63.30,31.65,50.85,33.49,13.54,982.34,-25.74,1548.75,-1750.0,-385.0,1,53.319
1784218580.997097492,01/01/2000,04:44:02.24,-1025.39,-29.30,52.73,-0.28,-3.44,1.24,63.30,33.15,50.85,33.68,14.88,984.30,-25.62,2537.50,-1181.25,-61.25,1,53.319
1784218581.013436794,01/01/2000,04:44:02.26,-1013.18,-24.41,-21.97,0.65,-3.04,0.50,64.50,32.85,50.85,33.59,15.25,984.78,-27.08,3517.50,-367.50,-315.0,1,53.319
1784218581.032562494,01/01/2000,04:44:02.28,-1015.63,-13.18,41.50,-0.85,-1.70,-2.54,63.75,33.15,51.60,33.64,16.10,986.49,-22.57,1951.25,393.75,-341.25,1,53.319
1784218581.047160625,01/01/2000,04:44:02.30,-966.80,-15.14,16.60,-1.19,-0.20,-3.18,64.35,31.80,50.25,33.68,15.37,986.74,-17.32,-131.25,-192.50,-131.25,1,53.319
1784218581.069204092,01/01/2000,04:44:02.32,-1031.74,-12.70,-45.90,0.74,2.16,0.95,64.35,31.80,50.25,33.68,13.79,987.35,-14.40,-691.25,-472.50,-612.50,1,53.319
1784218581.089642048,01/01/2000,04:44:02.33,-1009.28,-4.88,-40.04,2.56,2.97,-0.14,61.95,34.95,49.80,33.49,14.15,990.40,-13.79,-1172.50,-516.25,-78.75,1,53.319
1784218581.106891632,01/01/2000,04:44:02.36,-1012.70,-9.77,-31.25,0.38,2.23,0.53,64.35,33.0,51.0,33.78,14.15,990.15,-17.93,-1041.25,-857.50,-376.25,1,53.319
1784218581.125114441,01/01/2000,04:44:02.37,-1008.30,-44.43,-11.23,1.63,2.27,-2.50,63.60,33.0,50.55,33.78,15.62,987.22,-21.11,-761.25,-656.25,-87.50,1,53.319
1784218581.142092705,01/01/2000,04:44:02.39,-1016.60,-17.09,38.09,0.95,0.23,-0.29,64.05,32.40,51.15,33.68,15.25,983.56,-23.55,131.25,-446.25,-52.50,1,53.319
1784218581.181650400,01/01/2000,04:44:02.43,-1015.14,-51.76,14.65,3.68,-3.15,0.66,64.95,33.60,52.35,33.88,11.96,983.93,-26.60,3587.50,-2765.0,-306.25,1,53.319
1784218581.203447104,01/01/2000,04:44:02.45,-1002.93,-41.99,15.14,0.33,-1.34,1.73,64.95,33.60,52.35,33.64,14.88,986.49,-23.91,2458.75,-551.25,-157.50,1,53.319
1784218581.218245506,01/01/2000,04:44:02.46,-1010.25,-28.32,-26.37,-0.35,0.0,-1.44,64.50,34.05,52.35,33.78,17.45,988.44,-20.13,1076.25,796.25,-385.0,1,53.319
1784218581.247733116,01/01/2000,04:44:02.49,-1029.30,-34.67,64.94,-0.34,0.36,1.24,61.95,31.35,52.95,33.49,15.98,989.05,-16.59,-428.75,-201.25,8.75,1,53.319
1784218581.266431093,01/01/2000,04:44:02.51,-1021.00,8.30,-25.39,1.60,2.13,0.43,63.30,33.15,50.40,33.59,15.37,990.40,-16.47,-1688.75,848.75,-428.75,1,53.319
1784218581.284149885,01/01/2000,04:44:02.53,-991.21,-17.09,-29.79,-1.21,2.51,1.73,62.40,34.20,51.75,33.64,15.01,990.15,-17.32,-2100.0,840.0,-376.25,1,53.319
1784218581.299816608,01/01/2000,04:44:02.55,-1014.16,5.37,-14.16,-0.89,1.68,-1.37,63.60,31.35,51.0,33.64,14.64,987.83,-19.40,-1793.75,-236.25,-140.0,1,53.319
