timestamp,rtc_date,rtc_time,imu1_ax_mg,imu1_ay_mg,imu1_az_mg,imu1_gx_deg_s,imu1_gy_deg_s,imu1_gz_deg_s,mag_x_uT,mag_y_uT,mag_z_uT,imu_temperature_c,imu2_ax_mg,imu2_ay_mg,imu2_az_mg,imu2_gx_mdps,imu2_gy_mdps,imu2_gz_mdps,data_ready,output_hz
1784291468.031277180,01/01/2000,00:18:20.63,-1023.44,0.98,104.00,0.76,-1.74,-0.69,60.30,31.65,51.15,30.19,13.42,985.64,-50.39,87.50,-656.25,-122.50,1,53.261
1784291468.056983471,01/01/2000,00:18:20.65,-1016.11,9.77,53.22,-0.16,0.92,-1.12,58.95,30.60,53.25,29.95,12.93,985.52,-50.75,26.25,-691.25,-175.0,1,53.260
1784291468.095515728,01/01/2000,00:18:20.69,-1013.18,-22.46,17.58,2.58,0.84,0.24,61.80,32.40,50.85,30.33,12.57,985.27,-50.75,157.50,-770.0,-201.25,1,53.260
1784291468.112516165,01/01/2000,00:18:20.71,-1021.00,-36.13,61.52,2.40,-0.28,-0.77,61.95,31.05,50.55,30.47,13.42,985.52,-50.75,-148.75,-743.75,-113.75,1,53.260
1784291468.133517265,01/01/2000,00:18:20.73,-1004.88,-38.57,65.92,1.02,-1.88,-2.11,61.80,31.20,51.15,30.28,13.42,985.64,-50.75,-17.50,-743.75,-113.75,1,53.260
1784291468.168517590,01/01/2000,00:18:20.76,-1010.74,-25.88,4.39,2.55,-1.60,-1.59,61.35,32.85,50.40,30.52,12.20,985.39,-51.12,0.0,-752.50,-323.75,1,53.260
1784291468.195059776,01/01/2000,00:18:20.78,-1011.72,-19.04,3.42,1.54,-0.51,-0.44,62.40,32.25,49.50,30.67,12.57,985.52,-51.00,157.50,-700.0,-280.0,1,53.260
1784291468.210157871,01/01/2000,00:18:20.80,-1017.58,-4.39,48.34,0.82,-2.81,1.49,61.35,31.65,51.15,30.43,13.30,985.76,-50.63,17.50,-673.75,-297.50,1,53.260
1784291468.245309114,01/01/2000,00:18:20.84,-1011.23,-36.13,139.65,0.60,-1.51,0.37,61.20,31.80,50.25,30.19,13.05,985.52,-50.87,96.25,-866.25,-192.50,1,53.260
1784291468.278308153,01/01/2000,00:18:20.87,-1024.90,-37.11,72.75,-1.48,0.76,1.01,60.45,33.0,49.05,30.43,12.57,985.64,-50.63,-35.0,-708.75,-245.0,1,53.260
1784291468.295570850,01/01/2000,00:18:20.89,-1010.74,-23.44,0.49,2.68,-1.54,-1.39,60.45,33.45,51.0,30.47,13.18,986.00,-50.75,26.25,-813.75,-61.25,1,53.260
1784291468.318011045,01/01/2000,00:18:20.91,-998.05,-6.84,-27.83,1.74,1.48,0.60,61.95,32.25,49.80,30.28,13.42,985.76,-51.00,-26.25,-673.75,-61.25,1,53.261
1784291468.334583998,01/01/2000,00:18:20.93,-1002.44,-39.55,119.63,1.10,1.24,-2.42,59.55,29.25,51.60,30.43,12.93,985.39,-51.12,218.75,-787.50,-341.25,1,53.261
1784291468.369785070,01/01/2000,00:18:20.96,-1013.67,-48.83,91.80,-1.85,-0.50,0.53,60.90,31.35,50.25,30.19,12.44,985.64,-51.12,0.0,-787.50,-507.50,1,53.261
1784291468.395300150,01/01/2000,00:18:20.98,-993.65,-39.06,27.34,-2.02,-1.08,0.79,61.20,31.80,49.80,30.47,12.81,985.52,-51.24,96.25,-805.0,-297.50,1,53.260
