timestamp,rtc_date,rtc_time,imu1_ax_mg,imu1_ay_mg,imu1_az_mg,imu1_gx_deg_s,imu1_gy_deg_s,imu1_gz_deg_s,mag_x_uT,mag_y_uT,mag_z_uT,imu_temperature_c,imu2_ax_mg,imu2_ay_mg,imu2_az_mg,imu2_gx_mdps,imu2_gy_mdps,imu2_gz_mdps,data_ready,output_hz
1784216376.172712803,01/01/2000,04:07:17.34,-1033.20,-42.48,110.84,0.21,0.85,0.61,60.0,29.85,53.70,32.97,12.32,986.13,-41.11,245.0,-568.75,-131.25,1,53.382
1784216376.187557220,01/01/2000,04:07:17.36,-1030.76,-10.25,-24.90,1.08,0.21,-0.72,61.05,28.80,53.85,33.06,12.44,986.25,-40.87,166.25,-805.0,-218.75,1,53.383
1784216376.210547447,01/01/2000,04:07:17.38,-1023.44,0.98,13.18,-2.43,0.87,2.22,61.80,30.75,54.15,33.11,12.69,986.37,-40.50,78.75,-787.50,-201.25,1,53.383
1784216376.225515604,01/01/2000,04:07:17.40,-1014.16,-21.48,36.62,-1.04,-1.47,0.73,60.0,29.40,53.70,33.11,12.81,986.13,-40.50,166.25,-691.25,-376.25,1,53.383
1784216376.239956617,01/01/2000,04:07:17.41,-1006.84,10.25,-50.78,2.17,0.66,1.29,61.20,30.15,53.70,32.92,12.93,986.13,-40.87,183.75,-761.25,-253.75,1,53.382
1784216376.260164738,01/01/2000,04:07:17.43,-1005.37,-14.65,-15.14,0.16,0.27,0.01,60.0,30.15,54.45,32.73,13.18,986.13,-40.99,105.0,-595.0,-315.0,1,53.382
1784216376.277074337,01/01/2000,04:07:17.45,-1028.81,-17.09,-7.81,1.35,-1.94,0.40,61.05,29.55,52.65,32.73,12.93,986.00,-40.99,43.75,-700.0,-183.75,1,53.383
1784216376.303433895,01/01/2000,04:07:17.48,-1033.69,-2.93,34.67,-1.76,-1.27,-2.56,61.20,29.40,55.20,32.82,13.05,986.49,-40.99,105.0,-1041.25,-253.75,1,53.382
1784216376.327425957,01/01/2000,04:07:17.50,-1025.88,0.49,0.0,-0.11,-1.21,1.24,62.25,30.75,54.60,32.92,13.18,986.37,-40.99,288.75,-656.25,-306.25,1,53.382
1784216376.343787670,01/01/2000,04:07:17.51,-996.09,-1.46,-6.35,0.83,-2.37,0.59,60.30,29.25,54.60,32.73,13.18,986.49,-40.99,105.0,-778.75,-218.75,1,53.382
1784216376.360387087,01/01/2000,04:07:17.53,-1032.71,-21.00,-30.76,-0.31,-0.31,-0.55,60.90,28.65,53.25,32.77,13.30,986.49,-40.99,183.75,-577.50,-245.0,1,53.382
1784216376.379970312,01/01/2000,04:07:17.55,-1032.71,-23.44,17.09,0.79,-0.10,1.42,59.85,29.55,53.85,32.73,13.42,986.25,-40.75,131.25,-822.50,-236.25,1,53.382
1784216376.396615744,01/01/2000,04:07:17.57,-1017.58,-38.09,29.79,-0.24,0.56,0.08,58.95,29.40,55.95,32.77,13.66,986.49,-40.99,61.25,-490.0,-140.0,1,53.382
1784216376.413662195,01/01/2000,04:07:17.59,-1023.93,3.91,21.97,0.90,-2.38,-2.70,60.30,30.0,53.85,32.73,13.05,986.25,-41.11,148.75,-875.0,-262.50,1,53.382
1784216376.430880308,01/01/2000,04:07:17.60,-1014.65,-16.11,45.41,1.50,-0.75,-1.49,61.05,30.75,53.10,32.73,13.30,986.00,-40.99,105.0,-840.0,-122.50,1,53.382
1784216376.450989485,01/01/2000,04:07:17.62,-1032.71,-1.46,5.37,1.88,1.85,-2.37,60.0,28.20,56.70,32.92,13.30,986.00,-41.24,8.75,-621.25,-227.50,1,53.382
1784216376.472318411,01/01/2000,04:07:17.64,-1009.28,-17.58,40.53,1.56,0.07,1.44,60.0,28.20,56.70,32.82,13.18,986.25,-41.24,105.0,-822.50,-218.75,1,53.382
1784216376.489268780,01/01/2000,04:07:17.66,-1038.09,-12.70,-23.93,1.11,1.10,-0.47,61.05,29.25,53.85,32.73,13.42,986.37,-41.24,210.0,-691.25,-78.75,1,53.383
1784216376.511854410,01/01/2000,04:07:17.68,-1012.21,-38.09,34.67,0.93,-1.02,1.85,61.80,31.20,53.85,32.82,13.05,986.37,-41.11,43.75,-796.25,-315.0,1,53.383
1784216376.542767286,01/01/2000,04:07:17.71,-999.02,-14.16,-22.46,-0.11,-0.26,0.74,61.05,30.75,53.85,32.58,13.18,986.25,-41.11,131.25,-682.50,-315.0,1,53.382
1784216376.558172226,01/01/2000,04:07:17.73,-1021.97,-9.77,36.62,0.64,0.09,-0.06,60.45,29.85,54.0,33.30,13.30,986.13,-41.11,201.25,-770.0,-201.25,1,53.382
1784216376.579342127,01/01/2000,04:07:17.75,-1013.67,-4.39,12.70,-2.24,0.36,-2.28,60.60,30.75,53.40,32.82,13.79,986.13,-40.99,131.25,-560.0,-122.50,1,53.382
1784216376.597026110,01/01/2000,04:07:17.77,-1041.99,-25.88,-37.60,-0.63,0.34,0.84,60.0,30.60,55.20,32.97,13.54,986.13,-41.24,26.25,-665.0,-61.25,1,53.383
1784216376.613758326,01/01/2000,04:07:17.79,-1021.00,-31.74,85.45,0.53,1.11,1.41,60.60,29.55,54.60,32.92,13.18,986.00,-40.99,166.25,-936.25,-113.75,1,53.383
1784216376.630619764,01/01/2000,04:07:17.80,-1011.72,-3.42,6.35,1.72,-1.53,1.38,61.95,30.15,54.0,32.92,12.93,986.00,-40.99,157.50,-980.0,-201.25,1,53.383
1784216376.656112432,01/01/2000,04:07:17.82,-1031.74,-16.60,-40.53,-0.06,0.25,-1.91,60.60,31.95,53.40,32.92,13.18,985.88,-41.24,271.25,-647.50,-376.25,1,53.383
1784216376.669612646,01/01/2000,04:07:17.84,-1047.36,-30.76,63.48,0.57,-0.56,2.27,58.20,28.65,57.45,32.97,13.91,986.13,-41.36,148.75,-595.0,-306.25,1,53.383
1784216376.687254906,01/01/2000,04:07:17.86,-1008.79,0.98,-22.46,1.36,-0.66,1.49,60.0,28.65,54.75,32.73,13.91,986.25,-41.24,78.75,-577.50,-183.75,1,53.383
1784216376.706522942,01/01/2000,04:07:17.88,-1011.72,-0.98,-16.11,0.21,-1.18,-0.95,60.90,28.65,55.20,32.58,13.91,986.00,-40.99,148.75,-586.25,-271.25,1,53.383
1784216376.725457430,01/01/2000,04:07:17.90,-992.68,-10.25,40.53,2.89,0.15,0.05,61.05,30.0,54.15,32.92,12.81,985.88,-41.24,131.25,-892.50,-113.75,1,53.383
1784216376.737624645,01/01/2000,04:07:17.91,-1033.69,-36.13,97.66,-0.99,-0.36,1.63,61.35,30.15,54.45,32.92,12.81,986.13,-41.24,166.25,-971.25,-227.50,1,53.383
1784216376.760301828,01/01/2000,04:07:17.93,-1021.97,-33.69,61.04,-2.56,-0.05,0.46,61.35,29.25,52.65,32.92,13.42,986.00,-41.11,306.25,-822.50,-271.25,1,53.383
