timestamp,rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
1784211152.3704798,"01/01/2000,02:40:13.13,-847.66,-58.59,-539.55,-0.86,-0.31,-3.40,71.25,51.0,-10.80,28.22,6.71,-17.81,-993.20,323.75,-831.25,-306.25,1,53.194,"
1784211152.3849838,"01/01/2000,02:40:13.15,-853.52,-59.08,-525.39,1.58,0.39,-0.66,70.65,52.05,-9.45,28.37,6.83,-17.93,-993.32,332.50,-778.75,-341.25,1,53.187,"
1784211152.4029522,"01/01/2000,02:40:13.17,-855.96,-56.64,-525.39,2.14,-0.68,-0.39,71.10,51.60,-9.0,28.37,6.83,-18.06,-993.20,218.75,-831.25,-402.50,1,53.181,"
1784211152.442742,"01/01/2000,02:40:13.20,-836.43,-55.18,-529.30,0.08,2.22,-0.33,72.60,52.80,-10.20,28.32,7.08,-18.06,-993.32,78.75,-822.50,-262.50,1,53.168,"
1784211152.4650266,"01/01/2000,02:40:13.22,-850.59,-44.43,-519.04,1.99,-1.24,-1.71,71.25,52.20,-9.60,28.17,6.83,-18.18,-993.32,411.25,-901.25,-332.50,1,53.162,"
1784211152.4735854,"01/01/2000,02:40:13.24,-844.73,-49.32,-529.30,1.70,-0.08,-0.03,72.60,52.05,-9.75,27.98,6.95,-18.06,-993.32,227.50,-770.0,-280.0,1,53.156,"
1784211152.4943588,"01/01/2000,02:40:13.26,-845.21,-60.06,-531.25,2.22,0.63,-0.30,71.25,53.40,-10.05,28.37,7.08,-17.93,-993.32,236.25,-945.0,-262.50,1,53.202,"
1784211152.535664,"01/01/2000,02:40:13.30,-846.19,-51.27,-511.23,-0.85,-1.84,2.33,71.70,51.45,-9.30,28.37,6.83,-18.18,-993.45,376.25,-840.0,-323.75,1,53.189,"
1784211152.558639,"01/01/2000,02:40:13.31,-849.61,-52.73,-521.48,0.36,1.04,2.40,69.15,51.60,-9.45,28.41,6.83,-18.18,-993.20,210.0,-892.50,-288.75,1,53.183,"
1784211152.5667849,"01/01/2000,02:40:13.33,-850.10,-48.83,-531.25,-0.60,1.05,1.11,72.30,51.30,-9.75,28.51,6.83,-18.30,-993.32,192.50,-866.25,-315.0,1,53.177,"
1784211152.5877693,"01/01/2000,02:40:13.35,-856.93,-59.08,-518.07,0.11,-1.38,-1.35,70.50,51.0,-10.35,28.41,6.83,-18.18,-993.32,341.25,-813.75,-323.75,1,53.223,"
1784211152.628692,"01/01/2000,02:40:13.39,-863.77,-51.27,-517.58,0.06,0.31,-0.71,71.70,49.35,-7.65,28.51,6.83,-18.18,-993.45,236.25,-901.25,-280.0,1,53.210,"
1784211152.6457024,"01/01/2000,02:40:13.40,-850.10,-52.73,-526.86,0.23,0.89,1.42,72.60,52.05,-9.75,28.22,6.71,-18.18,-993.57,271.25,-918.75,-218.75,1,53.204,"
1784211152.6924872,"01/01/2000,02:40:13.45,-842.77,-52.25,-521.97,2.01,1.60,0.58,70.95,51.0,-9.60,28.41,6.83,-18.06,-993.57,227.50,-927.50,-315.0,1,53.140,"
1784211152.7132626,"01/01/2000,02:40:13.47,-867.19,-60.55,-527.83,2.82,0.23,1.37,71.70,51.45,-9.60,28.37,6.95,-18.06,-993.45,131.25,-813.75,-236.25,1,53.185,"
1784211152.721597,"01/01/2000,02:40:13.49,-865.23,-54.69,-531.74,-1.48,-1.92,-1.10,72.0,51.0,-11.55,28.22,6.83,-17.93,-993.45,323.75,-840.0,-280.0,1,53.179,"
1784211152.742785,"01/01/2000,02:40:13.51,-843.75,-57.62,-531.25,1.77,-0.48,-0.80,71.85,52.80,-9.75,28.41,6.83,-17.81,-993.57,280.0,-883.75,-358.75,1,53.173,"
1784211152.774136,"01/01/2000,02:40:13.54,-846.19,-59.08,-527.83,2.08,-0.38,-1.68,72.0,51.90,-10.80,28.51,6.83,-17.81,-993.45,236.25,-927.50,-297.50,1,53.161,"
1784211152.8074338,"01/01/2000,02:40:13.56,-853.52,-52.73,-525.39,1.47,-0.06,-0.58,72.75,52.20,-9.60,28.37,6.71,-17.93,-993.45,271.25,-805.0,-306.25,1,53.206,"
1784211152.8227336,"01/01/2000,02:40:13.58,-854.00,-54.20,-537.11,-1.02,-0.34,0.21,71.25,51.45,-8.10,28.51,6.71,-17.81,-993.57,166.25,-857.50,-332.50,1,53.149,"
1784211152.8383813,"01/01/2000,02:40:13.60,-845.70,-55.18,-530.27,2.59,-0.82,-0.82,71.25,51.45,-8.10,28.41,6.71,-17.81,-993.57,192.50,-813.75,-367.50,1,53.194,"
1784211152.8621852,"01/01/2000,02:40:13.62,-862.30,-45.41,-521.48,0.68,2.07,-2.40,72.0,51.90,-10.35,28.51,6.71,-17.93,-993.57,262.50,-857.50,-385.0,1,53.187,"
1784211152.8825808,"01/01/2000,02:40:13.64,-848.63,-67.38,-532.71,0.85,2.10,0.22,71.25,53.10,-11.55,28.41,6.71,-17.93,-993.20,323.75,-883.75,-315.0,1,53.181,"
1784211152.892992,"01/01/2000,02:40:13.65,-859.38,-53.22,-522.95,0.21,1.57,-2.92,71.40,52.80,-11.70,28.41,6.71,-18.06,-993.08,280.0,-875.0,-393.75,1,53.175,"
1784211152.9133842,"01/01/2000,02:40:13.67,-853.52,-61.04,-522.95,0.72,-0.88,-0.70,72.75,51.90,-10.05,28.03,6.83,-18.06,-993.08,332.50,-831.25,-262.50,1,53.169,"
1784211152.9238482,"01/01/2000,02:40:13.69,-856.93,-59.08,-521.00,0.66,-1.66,1.14,72.75,51.90,-10.05,28.32,6.71,-18.06,-993.08,236.25,-892.50,-376.25,1,53.214,"
1784211152.9448445,"01/01/2000,02:40:13.71,-844.24,-55.18,-525.39,-0.05,-0.53,-2.31,71.10,49.95,-9.45,28.41,6.83,-18.42,-992.96,350.0,-883.75,-271.25,1,53.157,"
1784211152.9855092,"01/01/2000,02:40:13.75,-855.96,-64.94,-525.39,-0.01,-0.24,-0.03,72.45,52.20,-10.80,28.51,6.83,-18.42,-993.20,210.0,-848.75,-420.0,1,53.195,"
1784211153.0087435,"01/01/2000,02:40:13.76,-859.38,-64.45,-522.95,2.02,-0.53,0.51,72.60,52.50,-10.20,28.17,6.95,-18.30,-993.20,332.50,-805.0,-385.0,1,53.189,"
1784211153.023915,"01/01/2000,02:40:13.78,-855.96,-55.18,-531.74,0.42,-0.30,0.61,71.70,51.45,-10.05,28.37,6.83,-18.30,-992.84,245.0,-848.75,-315.0,1,53.184,"
1784211153.0385723,"01/01/2000,02:40:13.80,-843.26,-63.96,-527.34,1.29,-0.69,-0.93,72.60,51.30,-9.75,28.22,6.71,-18.18,-992.96,271.25,-857.50,-315.0,1,53.178,"
1784211153.0593636,"01/01/2000,02:40:13.82,-857.91,-59.57,-519.53,0.66,0.46,-0.84,71.70,51.45,-10.35,28.37,6.83,-18.18,-993.08,122.50,-787.50,-393.75,1,53.221,"
1784211153.0806584,"01/01/2000,02:40:13.84,-861.33,-61.52,-518.07,0.94,0.25,-2.11,70.50,49.80,-8.40,28.37,6.95,-18.06,-993.08,175.0,-857.50,-288.75,1,53.166,"
1784211153.103269,"01/01/2000,02:40:13.86,-846.19,-50.29,-527.34,-0.62,-1.29,0.56,71.10,52.50,-9.75,28.17,6.95,-18.18,-993.20,341.25,-726.25,-367.50,1,53.209,"
1784211153.111427,"01/01/2000,02:40:13.88,-856.93,-68.85,-532.71,-2.12,-1.60,-1.97,71.40,51.60,-10.95,28.08,6.83,-18.18,-993.08,297.50,-848.75,-323.75,1,53.203,"
1784211153.1322424,"01/01/2000,02:40:13.89,-851.56,-68.36,-528.32,-1.37,-1.38,2.38,71.70,50.55,-11.55,28.37,6.59,-18.06,-993.08,131.25,-892.50,-218.75,1,53.197,"
1784211153.1730473,"01/01/2000,02:40:13.93,-847.66,-50.29,-519.04,2.60,0.30,-1.99,72.30,52.05,-9.0,28.22,6.95,-18.06,-993.08,367.50,-831.25,-192.50,1,53.186,"
1784211153.1939962,"01/01/2000,02:40:13.96,-848.63,-52.73,-525.39,0.99,-1.42,0.96,71.70,52.65,-9.30,28.03,6.95,-18.06,-993.08,411.25,-726.25,-358.75,1,53.180,"
1784211153.2250338,"01/01/2000,02:40:13.98,-850.10,-62.01,-528.32,1.61,-0.20,-0.37,71.40,50.40,-11.25,28.32,6.95,-18.18,-993.08,157.50,-805.0,-385.0,1,53.174,"
1784211153.240655,"01/01/2000,02:40:14.00,-852.05,-51.76,-530.76,-0.90,-1.40,-0.95,71.10,51.30,-10.20,28.56,6.95,-18.18,-993.08,315.0,-822.50,-341.25,1,53.168,"
1784211153.257275,"01/01/2000,02:40:14.02,-844.24,-52.73,-523.44,-0.19,0.98,0.40,71.40,51.60,-10.20,28.37,6.83,-18.18,-993.08,218.75,-778.75,-315.0,1,53.162,"
1784211153.2730136,"01/01/2000,02:40:14.03,-853.52,-65.43,-524.90,0.27,0.37,1.79,71.70,52.65,-9.60,28.17,6.83,-18.06,-993.32,236.25,-910.0,-262.50,1,53.156,"
1784211153.2920814,"01/01/2000,02:40:14.05,-847.66,-36.13,-527.83,-0.60,-0.66,1.09,73.20,52.65,-10.80,28.51,6.83,-18.06,-993.08,332.50,-901.25,-332.50,1,53.151,"
1784211153.3073227,"01/01/2000,02:40:14.07,-854.98,-45.41,-515.14,-0.28,1.24,-0.46,71.40,52.05,-10.95,28.32,6.83,-18.06,-993.08,201.25,-875.0,-358.75,1,53.145,"
1784211153.3314166,"01/01/2000,02:40:14.09,-848.14,-55.18,-524.41,0.19,-0.47,1.37,70.65,53.70,-9.75,28.37,6.95,-18.06,-993.32,350.0,-796.25,-315.0,1,53.188,"
1784211153.3486047,"01/01/2000,02:40:14.11,-847.66,-56.15,-523.44,3.24,-1.78,3.76,71.25,53.40,-11.55,28.56,6.95,-18.06,-993.32,201.25,-761.25,-297.50,1,53.182,"
1784211153.3715742,"01/01/2000,02:40:14.13,-848.63,-50.29,-531.74,1.13,-1.68,-1.37,71.70,51.45,-10.35,28.41,6.95,-18.06,-993.20,271.25,-770.0,-323.75,1,53.176,"
1784211153.3850315,"01/01/2000,02:40:14.15,-860.35,-57.13,-532.23,-0.94,-0.83,-0.86,72.60,52.05,-10.50,28.51,7.08,-18.06,-993.08,306.25,-936.25,-367.50,1,53.170,"
1784211153.4028203,"01/01/2000,02:40:14.16,-855.96,-58.59,-517.09,0.82,-1.39,-2.15,70.65,51.30,-10.20,28.37,6.83,-18.06,-993.08,201.25,-901.25,-315.0,1,53.165,"
1784211153.4216802,"01/01/2000,02:40:14.18,-855.47,-50.78,-531.25,-0.13,0.84,0.52,70.50,51.45,-9.60,28.41,6.83,-18.06,-993.08,166.25,-901.25,-210.0,1,53.159,"
1784211153.4427094,"01/01/2000,02:40:14.20,-842.29,-60.06,-509.28,-0.89,-0.42,-1.92,72.75,50.55,-8.85,28.51,6.95,-18.06,-993.08,218.75,-831.25,-262.50,1,53.153,"
1784211153.4533284,"01/01/2000,02:40:14.22,-857.91,-53.22,-521.00,-0.34,0.03,1.61,72.75,50.55,-8.85,28.32,6.95,-18.18,-992.96,210.0,-901.25,-332.50,1,53.195,"
1784211153.474443,"01/01/2000,02:40:14.24,-852.54,-64.45,-527.34,1.40,-0.84,0.07,72.60,52.50,-10.20,28.37,7.08,-18.18,-992.96,262.50,-805.0,-323.75,1,53.190,"
1784211153.5162635,"01/01/2000,02:40:14.28,-854.98,-45.41,-523.44,1.39,-1.39,-0.66,72.30,52.05,-10.20,28.37,7.08,-18.06,-993.20,332.50,-831.25,-297.50,1,53.178,"
1784211153.5373278,"01/01/2000,02:40:14.29,-859.38,-61.52,-524.90,2.98,0.0,-0.08,71.40,52.05,-10.20,28.51,6.83,-17.93,-993.32,175.0,-840.0,-271.25,1,53.172,"
1784211153.5476208,"01/01/2000,02:40:14.31,-845.70,-56.15,-538.57,1.79,-0.63,-1.72,71.10,52.50,-10.20,28.51,6.95,-18.06,-993.20,201.25,-901.25,-227.50,1,53.167,"
1784211153.572481,"01/01/2000,02:40:14.33,-856.93,-52.25,-536.62,1.41,1.41,-0.24,71.10,52.05,-10.20,28.32,6.95,-18.18,-993.08,332.50,-883.75,-393.75,1,53.161,"
1784211153.5904815,"01/01/2000,02:40:14.35,-872.56,-62.01,-521.48,-1.89,-2.85,-1.56,72.30,51.60,-9.0,28.17,6.95,-18.06,-993.08,323.75,-831.25,-385.0,1,53.203,"
1784211153.5996041,"01/01/2000,02:40:14.37,-833.98,-63.96,-527.34,-2.50,1.44,-1.25,70.95,52.20,-10.05,28.37,6.95,-18.06,-993.20,262.50,-752.50,-271.25,1,53.197,"
1784211153.6306884,"01/01/2000,02:40:14.38,-854.00,-47.36,-520.51,-0.60,-0.77,1.24,72.0,51.45,-10.05,28.41,6.95,-18.18,-992.96,376.25,-875.0,-245.0,1,53.191,"
1784211153.646383,"01/01/2000,02:40:14.41,-859.38,-55.66,-520.51,0.68,-0.01,-2.38,71.10,53.25,-9.75,28.37,6.95,-18.06,-993.08,332.50,-813.75,-385.0,1,53.186,"
1784211153.6638582,"01/01/2000,02:40:14.42,-853.52,-60.06,-520.51,3.12,1.63,2.20,72.60,51.60,-9.45,28.41,6.95,-18.06,-993.08,245.0,-936.25,-376.25,1,53.180,"
1784211153.6811342,"01/01/2000,02:40:14.44,-859.38,-68.36,-528.32,1.24,-0.78,-1.46,71.40,51.60,-10.50,28.37,6.95,-18.18,-993.32,253.75,-840.0,-218.75,1,53.175,"
1784211153.7118309,"01/01/2000,02:40:14.47,-856.45,-57.62,-531.25,2.32,-1.03,-1.53,71.10,49.95,-9.0,28.41,6.95,-18.18,-993.57,210.0,-726.25,-358.75,1,53.169,"
1784211153.7291994,"01/01/2000,02:40:14.49,-851.56,-43.95,-523.93,-0.80,-1.10,-1.44,72.45,51.45,-10.05,28.56,7.08,-18.30,-993.32,367.50,-822.50,-288.75,1,53.163,"
1784211153.7467566,"01/01/2000,02:40:14.51,-857.91,-53.71,-523.93,2.53,-0.99,0.93,72.75,51.90,-9.30,28.17,6.83,-18.06,-993.45,245.0,-875.0,-420.0,1,53.158,"
1784211153.763795,"01/01/2000,02:40:14.52,-854.98,-66.89,-529.79,-0.28,1.81,-1.29,72.45,53.10,-10.35,28.22,6.83,-18.06,-993.32,315.0,-813.75,-297.50,1,53.152,"
1784211153.7851865,"01/01/2000,02:40:14.54,-852.54,-56.15,-539.55,-1.24,-2.48,1.02,71.85,50.40,-11.25,28.37,6.83,-18.06,-993.32,288.75,-927.50,-315.0,1,53.147,"
1784211153.8015585,"01/01/2000,02:40:14.56,-847.66,-48.34,-509.28,-0.27,0.49,2.10,72.75,51.45,-9.60,28.51,6.83,-18.06,-993.32,201.25,-901.25,-367.50,1,53.141,"
1784211153.8195858,"01/01/2000,02:40:14.58,-860.35,-64.94,-525.88,0.47,-0.69,2.21,72.30,52.80,-9.0,28.60,7.08,-18.18,-993.20,262.50,-796.25,-323.75,1,53.182,"
1784211153.8368409,"01/01/2000,02:40:14.60,-856.93,-46.39,-532.71,1.22,-0.06,-1.18,71.85,51.30,-8.25,28.08,7.08,-18.06,-993.32,262.50,-857.50,-350.0,1,53.177,"
1784211153.8593726,"01/01/2000,02:40:14.62,-856.93,-56.64,-534.67,1.83,1.38,0.88,72.30,52.05,-10.95,28.17,7.08,-18.06,-993.45,288.75,-910.0,-332.50,1,53.171,"
1784211153.8771234,"01/01/2000,02:40:14.63,-858.40,-61.04,-521.00,-1.27,0.18,-2.34,70.35,51.60,-8.70,28.56,7.08,-17.93,-993.32,358.75,-761.25,-201.25,1,53.166,"
1784211153.893297,"01/01/2000,02:40:14.65,-862.30,-53.22,-528.32,2.40,-1.90,1.05,71.40,51.60,-11.25,28.41,7.08,-17.93,-993.32,183.75,-770.0,-341.25,1,53.160,"
1784211153.9146667,"01/01/2000,02:40:14.67,-860.84,-60.06,-524.90,-1.21,-2.09,-0.43,72.45,51.90,-10.80,28.51,7.08,-18.06,-993.20,288.75,-805.0,-376.25,1,53.155,"
1784211153.9320168,"01/01/2000,02:40:14.69,-860.84,-52.73,-527.34,0.96,1.09,-1.10,71.70,52.20,-10.05,28.32,7.08,-18.06,-993.20,288.75,-901.25,-323.75,1,53.149,"
1784211153.942341,"01/01/2000,02:40:14.71,-851.56,-59.08,-526.37,3.34,0.47,0.18,72.45,51.90,-9.30,28.22,7.20,-18.18,-993.08,253.75,-787.50,-332.50,1,53.190,"
1784211153.9647286,"01/01/2000,02:40:14.73,-852.54,-63.96,-524.90,1.17,-1.89,0.41,72.60,50.85,-9.45,28.37,7.20,-18.06,-993.32,236.25,-848.75,-385.0,1,53.184,"
1784211154.0039618,"01/01/2000,02:40:14.76,-858.40,-57.13,-522.95,-0.13,-0.16,-0.12,71.40,51.30,-10.20,28.32,7.20,-18.18,-993.20,227.50,-857.50,-271.25,1,53.173,"
1784211154.0265775,"01/01/2000,02:40:14.78,-854.00,-51.27,-533.20,2.94,-0.89,2.61,72.45,51.90,-10.05,28.37,7.08,-18.06,-993.20,358.75,-901.25,-253.75,1,53.168,"
1784211154.0448723,"01/01/2000,02:40:14.80,-849.61,-59.08,-524.90,0.92,3.35,0.11,71.70,51.90,-10.35,27.89,7.08,-18.06,-993.32,122.50,-796.25,-446.25,1,53.162,"
1784211154.0619688,"01/01/2000,02:40:14.82,-850.59,-57.62,-514.65,0.35,2.04,0.60,71.25,51.0,-10.05,28.37,6.95,-18.06,-993.08,280.0,-875.0,-245.0,1,53.157,"
1784211154.0963638,"01/01/2000,02:40:14.85,-854.98,-57.13,-529.79,-0.55,-1.48,-2.18,72.60,50.40,-10.50,28.51,6.95,-18.06,-993.20,192.50,-831.25,-411.25,1,53.191,"
1784211154.1179364,"01/01/2000,02:40:14.88,-859.38,-67.38,-529.79,-1.11,-0.47,-0.41,72.30,52.50,-9.0,28.32,6.95,-17.93,-993.45,297.50,-752.50,-297.50,1,53.186,"
1784211154.1326895,"01/01/2000,02:40:14.89,-849.61,-56.64,-527.83,-0.47,-3.56,1.20,71.70,53.10,-10.35,28.17,6.83,-18.06,-993.20,280.0,-857.50,-227.50,1,53.181,"
1784211154.153422,"01/01/2000,02:40:14.91,-858.40,-53.22,-520.02,-1.16,-0.29,0.15,71.40,52.80,-10.95,28.22,6.83,-18.06,-993.20,218.75,-778.75,-341.25,1,53.175,"
1784211154.1698263,"01/01/2000,02:40:14.93,-855.47,-53.22,-514.16,-0.11,-0.51,-0.13,70.95,51.90,-10.80,28.22,6.59,-18.06,-993.20,402.50,-892.50,-227.50,1,53.215,"
1784211154.1917458,"01/01/2000,02:40:14.95,-863.77,-51.76,-525.39,1.67,-2.16,0.04,71.85,51.60,-9.75,28.37,6.71,-18.18,-993.20,245.0,-901.25,-306.25,1,53.165,"
1784211154.2146826,"01/01/2000,02:40:14.97,-869.14,-58.11,-520.02,-0.38,-3.67,-0.69,72.0,51.0,-8.10,28.32,6.71,-18.06,-993.08,253.75,-883.75,-350.0,1,53.159,"
1784211154.246277,"01/01/2000,02:40:15.00,-863.28,-50.29,-524.90,0.73,-0.50,0.85,72.0,52.20,-9.60,28.32,6.83,-18.06,-993.20,201.25,-883.75,-253.75,1,53.154,"
1784211154.2546597,"01/01/2000,02:40:15.02,-847.66,-47.36,-521.00,0.17,-0.18,0.02,72.45,53.40,-10.35,28.08,6.83,-18.06,-993.20,332.50,-743.75,-376.25,1,53.149,"
1784211154.2776492,"01/01/2000,02:40:15.03,-862.79,-62.99,-541.50,0.87,-0.92,-0.93,71.40,51.60,-9.45,28.37,6.83,-18.06,-993.32,323.75,-875.0,-350.0,1,53.143,"
1784211154.2935917,"01/01/2000,02:40:15.05,-852.05,-59.57,-532.23,-1.69,0.92,-1.0,73.35,52.80,-10.50,28.32,6.83,-18.06,-993.08,140.0,-866.25,-393.75,1,53.138,"
1784211154.310738,"01/01/2000,02:40:15.07,-840.33,-62.99,-534.18,1.47,0.05,0.52,71.10,51.60,-11.70,28.32,6.95,-18.06,-993.20,253.75,-875.0,-210.0,1,53.177,"
1784211154.3482695,"01/01/2000,02:40:15.11,-857.91,-59.57,-524.90,0.73,0.17,1.64,72.60,52.50,-10.20,28.51,6.83,-17.93,-993.08,306.25,-945.0,-315.0,1,53.167,"
1784211154.3666556,"01/01/2000,02:40:15.12,-853.03,-49.32,-524.41,-1.09,-0.79,0.40,72.45,52.20,-10.05,28.37,6.95,-18.06,-993.08,262.50,-857.50,-323.75,1,53.161,"
1784211154.3792043,"01/01/2000,02:40:15.14,-859.38,-59.57,-522.46,-1.44,0.88,-0.23,72.60,51.60,-9.45,28.03,7.08,-18.06,-993.08,166.25,-778.75,-253.75,1,53.156,"
1784211154.403264,"01/01/2000,02:40:15.16,-857.91,-48.83,-519.04,1.22,1.40,2.28,71.10,52.80,-10.20,28.41,6.95,-18.06,-993.08,218.75,-805.0,-341.25,1,53.151,"
1784211154.4311955,"01/01/2000,02:40:15.20,-855.47,-58.59,-522.95,1.82,0.81,-0.25,71.40,52.50,-10.95,28.17,6.95,-17.93,-993.08,210.0,-857.50,-332.50,1,53.184,"
1784211154.4618676,"01/01/2000,02:40:15.22,-855.47,-51.76,-519.53,1.88,-1.70,-0.55,71.85,51.60,-10.50,28.37,6.83,-18.18,-993.20,210.0,-770.0,-297.50,1,53.179,"
1784211154.4719367,"01/01/2000,02:40:15.24,-854.00,-54.20,-534.18,-1.89,1.64,0.53,70.65,49.20,-7.20,28.56,6.71,-18.18,-993.20,35.0,-857.50,-385.0,1,53.174,"
1784211154.4928157,"01/01/2000,02:40:15.25,-845.70,-59.57,-514.16,1.30,1.18,-0.31,72.30,50.40,-10.50,28.37,6.83,-18.06,-993.32,315.0,-971.25,-376.25,1,53.169,"
1784211154.513518,"01/01/2000,02:40:15.27,-857.42,-47.85,-533.69,2.54,-1.49,1.21,72.0,51.45,-10.05,28.56,6.95,-17.93,-993.20,332.50,-848.75,-393.75,1,53.164,"
1784211154.5342615,"01/01/2000,02:40:15.29,-860.84,-51.27,-539.06,-0.94,-0.56,-2.63,73.05,50.85,-9.45,28.37,7.08,-18.06,-993.08,262.50,-717.50,-306.25,1,53.158,"
1784211154.5549767,"01/01/2000,02:40:15.31,-845.70,-60.55,-518.07,0.27,-0.36,-1.67,73.05,50.85,-9.45,28.51,6.95,-18.06,-993.08,332.50,-840.0,-297.50,1,53.153,"
1784211154.5653203,"01/01/2000,02:40:15.33,-872.07,-48.34,-543.95,-1.0,-0.57,0.83,72.45,50.25,-10.05,28.32,6.95,-18.06,-993.32,192.50,-918.75,-428.75,1,53.191,"
1784211154.5863738,"01/01/2000,02:40:15.35,-851.56,-50.78,-518.55,2.71,1.60,0.67,72.30,52.80,-10.20,28.41,7.08,-18.06,-993.32,192.50,-848.75,-341.25,1,53.186,"
1784211154.6072447,"01/01/2000,02:40:15.37,-839.36,-50.29,-514.65,-1.65,0.06,-1.15,72.30,52.05,-10.20,28.03,6.95,-17.93,-993.45,148.75,-988.75,-402.50,1,53.181,"
1784211154.6236858,"01/01/2000,02:40:15.38,-847.66,-51.27,-521.97,2.64,1.29,2.02,71.40,52.50,-9.0,28.37,6.95,-18.06,-993.32,245.0,-700.0,-262.50,1,53.176,"
1784211154.664441,"01/01/2000,02:40:15.42,-859.38,-51.76,-524.41,0.43,1.60,-1.81,73.35,52.50,-8.70,28.37,6.83,-18.06,-993.32,288.75,-875.0,-271.25,1,53.166,"
1784211154.6821318,"01/01/2000,02:40:15.44,-858.40,-54.69,-529.79,1.87,1.34,0.21,71.70,51.90,-9.30,27.98,6.95,-18.06,-993.32,245.0,-796.25,-341.25,1,53.160,"
1784211154.6938488,"01/01/2000,02:40:15.46,-853.03,-48.34,-528.32,1.37,-0.57,-0.29,72.75,51.90,-10.05,28.51,6.83,-18.06,-993.32,376.25,-848.75,-315.0,1,53.198,"
1784211154.7141218,"01/01/2000,02:40:15.47,-845.21,-54.20,-507.32,-1.01,-0.70,1.51,73.20,51.45,-10.35,28.41,6.83,-18.06,-993.20,280.0,-840.0,-245.0,1,53.193,"
1784211154.7421405,"01/01/2000,02:40:15.50,-847.17,-60.55,-519.53,2.15,-0.27,0.17,71.25,51.45,-7.65,28.37,6.83,-18.06,-993.32,166.25,-787.50,-201.25,1,53.145,"
1784211154.7633681,"01/01/2000,02:40:15.52,-853.52,-49.80,-526.86,0.52,1.34,-2.13,71.70,50.55,-8.85,28.41,6.83,-18.06,-993.32,245.0,-796.25,-332.50,1,53.140,"
1784211154.7742646,"01/01/2000,02:40:15.54,-844.73,-59.08,-528.81,-2.14,-1.40,-0.68,71.70,50.55,-8.85,28.32,6.83,-18.06,-993.32,262.50,-901.25,-288.75,1,53.178,"
1784211154.8062592,"01/01/2000,02:40:15.56,-847.17,-61.52,-517.58,1.62,-0.18,-0.66,71.85,52.50,-10.20,28.08,6.71,-18.18,-993.32,175.0,-831.25,-306.25,1,53.173,"
1784211154.8200665,"01/01/2000,02:40:15.58,-866.21,-52.73,-529.30,0.60,0.98,-0.97,72.60,52.50,-10.50,28.37,6.95,-18.18,-993.45,183.75,-822.50,-350.0,1,53.168,"
1784211154.8395488,"01/01/2000,02:40:15.60,-853.52,-57.13,-527.83,2.31,-2.82,-1.45,72.0,53.10,-9.60,28.37,6.95,-18.18,-993.45,350.0,-840.0,-306.25,1,53.163,"
1784211154.854131,"01/01/2000,02:40:15.61,-859.38,-56.15,-524.41,1.49,-0.07,1.14,72.45,51.0,-9.60,28.41,6.95,-18.30,-993.32,227.50,-840.0,-262.50,1,53.157,"
1784211154.8748937,"01/01/2000,02:40:15.63,-868.16,-57.62,-523.44,-0.78,-0.21,-1.38,72.0,53.10,-9.60,28.37,6.83,-18.18,-993.20,280.0,-787.50,-332.50,1,53.152,"
1784211154.8924227,"01/01/2000,02:40:15.65,-858.40,-68.36,-530.27,1.50,-0.11,-0.21,72.0,51.45,-9.60,28.32,6.95,-18.18,-993.20,227.50,-735.0,-315.0,1,53.147,"
1784211154.9151533,"01/01/2000,02:40:15.67,-843.26,-59.57,-527.34,-2.15,0.44,-1.47,71.40,51.60,-8.70,28.08,7.08,-18.18,-993.20,245.0,-875.0,-253.75,1,53.185,"
1784211154.923477,"01/01/2000,02:40:15.69,-857.42,-54.20,-525.88,-0.11,0.18,-0.17,72.30,52.50,-11.25,28.56,6.95,-18.18,-993.32,350.0,-927.50,-262.50,1,53.180,"
1784211154.9444177,"01/01/2000,02:40:15.71,-866.70,-48.83,-525.39,1.36,-0.47,0.83,71.40,51.60,-11.25,28.37,6.95,-17.93,-993.20,131.25,-936.25,-315.0,1,53.175,"
1784211154.984089,"01/01/2000,02:40:15.74,-841.31,-61.04,-522.95,0.78,3.25,-1.16,71.70,51.45,-10.05,28.56,7.08,-17.81,-993.20,61.25,-892.50,-332.50,1,53.165,"
1784211155.001783,"01/01/2000,02:40:15.76,-856.93,-60.06,-521.97,0.47,-1.87,-1.79,71.70,51.45,-10.35,28.41,7.08,-17.81,-993.20,271.25,-752.50,-306.25,1,53.202,"
1784211155.016614,"01/01/2000,02:40:15.78,-859.86,-67.87,-516.60,-4.05,-0.45,-3.77,70.05,50.25,-7.65,28.37,6.95,-17.93,-993.08,210.0,-796.25,-306.25,1,53.155,"
1784211155.0407307,"01/01/2000,02:40:15.80,-843.75,-50.78,-528.32,0.82,-0.85,-0.79,71.85,52.80,-10.50,28.51,6.95,-17.81,-993.20,262.50,-866.25,-376.25,1,53.191,"
1784211155.0529597,"01/01/2000,02:40:15.82,-853.03,-57.62,-530.27,0.49,-0.02,0.26,72.45,51.90,-10.05,28.37,6.95,-17.93,-993.32,358.75,-875.0,-350.0,1,53.186,"
