timestamp,rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
1784211149.5340734,"01/01/2000,02:40:10.30,-846.68,-41.50,-530.27,-2.08,0.89,-2.06,71.85,52.50,-10.20,28.22,6.83,-17.93,-993.08,315.0,-840.0,-367.50,1,53.194,"
1784211149.5650973,"01/01/2000,02:40:10.33,-849.61,-65.43,-525.39,-1.60,1.40,0.03,71.10,52.05,-10.20,28.56,6.95,-17.93,-992.96,280.0,-761.25,-297.50,1,53.186,"
1784211149.590902,"01/01/2000,02:40:10.35,-837.89,-58.59,-524.90,-0.88,0.08,1.31,72.0,51.90,-10.05,28.17,6.83,-17.81,-993.08,358.75,-691.25,-332.50,1,53.177,"
1784211149.623442,"01/01/2000,02:40:10.38,-856.45,-49.80,-516.11,1.68,-0.93,-1.04,72.60,50.85,-9.75,28.22,6.95,-17.93,-993.08,227.50,-805.0,-166.25,1,53.159,"
1784211149.6497786,"01/01/2000,02:40:10.41,-847.17,-52.73,-513.67,-0.66,-0.07,-0.91,71.25,51.90,-10.05,28.32,6.95,-17.93,-993.20,210.0,-778.75,-367.50,1,53.151,"
1784211149.6644747,"01/01/2000,02:40:10.42,-846.19,-54.69,-529.30,0.15,-0.53,-1.62,70.65,51.30,-9.0,28.08,6.95,-17.93,-993.32,96.25,-892.50,-288.75,1,53.142,"
1784211149.6819844,"01/01/2000,02:40:10.44,-856.93,-45.41,-526.86,2.02,2.59,0.15,71.25,53.10,-10.35,28.08,7.08,-17.93,-993.45,201.25,-866.25,-262.50,1,53.134,"
1784211149.6983685,"01/01/2000,02:40:10.46,-862.30,-60.06,-524.90,1.43,0.75,1.95,72.75,52.20,-8.40,28.37,6.83,-18.06,-993.32,297.50,-770.0,-306.25,1,53.197,"
1784211149.7224257,"01/01/2000,02:40:10.48,-859.38,-56.64,-529.30,0.21,-0.14,0.61,70.95,50.55,-7.35,28.03,6.83,-17.93,-993.57,323.75,-770.0,-350.0,1,53.189,"
1784211149.7430694,"01/01/2000,02:40:10.50,-852.05,-52.25,-527.83,1.75,-0.12,1.86,70.95,50.55,-7.35,28.51,6.95,-18.06,-993.45,306.25,-796.25,-236.25,1,53.180,"
1784211149.7525394,"01/01/2000,02:40:10.51,-852.54,-65.92,-521.00,2.47,-1.15,-0.31,72.75,51.45,-11.55,28.37,6.71,-18.06,-993.32,245.0,-953.75,-332.50,1,53.171,"
1784211149.7722547,"01/01/2000,02:40:10.53,-859.86,-56.64,-526.86,3.39,-0.85,-0.04,71.10,51.30,-10.20,28.03,6.59,-18.06,-993.32,358.75,-857.50,-385.0,1,53.163,"
1784211149.7930481,"01/01/2000,02:40:10.55,-861.33,-62.99,-527.34,0.87,0.48,-1.78,72.0,54.30,-10.80,28.32,6.59,-17.81,-993.08,280.0,-875.0,-306.25,1,53.154,"
1784211149.809862,"01/01/2000,02:40:10.57,-860.84,-47.36,-524.41,-0.47,0.27,-1.45,70.95,51.90,-9.60,28.37,6.71,-17.93,-993.08,367.50,-936.25,-297.50,1,53.217,"
1784211149.8493798,"01/01/2000,02:40:10.61,-851.07,-58.11,-510.25,0.63,-0.32,-1.57,72.45,52.20,-11.10,28.51,6.83,-17.81,-993.20,297.50,-857.50,-332.50,1,53.200,"
1784211149.8703904,"01/01/2000,02:40:10.63,-853.03,-40.53,-524.90,2.25,1.97,-1.99,71.25,52.20,-11.10,28.32,6.83,-17.93,-993.20,175.0,-805.0,-323.75,1,53.191,"
1784211149.8832033,"01/01/2000,02:40:10.64,-868.65,-62.99,-521.97,-1.53,-0.91,-1.99,71.10,51.60,-10.50,28.17,6.83,-17.93,-993.20,350.0,-770.0,-262.50,1,53.183,"
1784211149.8935437,"01/01/2000,02:40:10.66,-863.28,-44.92,-523.93,0.56,0.93,1.69,72.60,52.05,-10.50,28.08,6.83,-17.93,-993.08,227.50,-840.0,-315.0,1,53.175,"
1784211149.9147112,"01/01/2000,02:40:10.68,-859.86,-52.73,-537.60,-1.10,-1.24,-0.68,71.10,50.85,-9.75,28.37,6.95,-17.81,-993.08,218.75,-822.50,-271.25,1,53.166,"
1784211149.9583929,"01/01/2000,02:40:10.72,-834.47,-71.78,-526.86,0.09,0.89,2.13,73.05,52.50,-10.95,28.37,6.83,-17.93,-993.08,271.25,-901.25,-393.75,1,53.219,"
1784211149.9782624,"01/01/2000,02:40:10.73,-851.07,-53.71,-525.39,-0.11,-1.11,-1.76,71.70,52.20,-9.30,28.17,6.83,-17.81,-993.08,210.0,-831.25,-280.0,1,53.211,"
1784211149.9968975,"01/01/2000,02:40:10.75,-850.59,-47.85,-524.41,1.93,-0.37,0.22,72.30,52.05,-11.25,28.56,6.95,-17.81,-993.20,192.50,-866.25,-350.0,1,53.203,"
1784211150.0140243,"01/01/2000,02:40:10.77,-850.59,-51.27,-537.11,-0.15,-0.15,-0.58,71.10,53.25,-10.20,28.03,7.08,-17.81,-993.08,192.50,-743.75,-341.25,1,53.194,"
1784211150.041006,"01/01/2000,02:40:10.79,-844.73,-52.73,-521.97,0.60,1.11,0.93,70.95,50.25,-10.80,28.41,7.08,-17.81,-993.08,218.75,-875.0,-446.25,1,53.255,"
1784211150.0524824,"01/01/2000,02:40:10.81,-851.56,-60.06,-536.13,3.38,0.25,1.18,72.30,51.30,-9.75,28.37,7.08,-17.81,-993.08,280.0,-822.50,-280.0,1,53.178,"
1784211150.0745368,"01/01/2000,02:40:10.83,-858.40,-60.55,-524.41,0.15,-1.54,-0.89,72.75,52.20,-10.35,28.08,7.08,-17.81,-993.08,288.75,-761.25,-245.0,1,53.169,"
1784211150.1023653,"01/01/2000,02:40:10.86,-857.91,-48.83,-526.86,0.76,1.27,-3.41,72.75,52.65,-10.35,28.08,6.95,-17.81,-993.08,262.50,-927.50,-315.0,1,53.161,"
1784211150.1126168,"01/01/2000,02:40:10.87,-855.47,-60.55,-529.79,-0.11,0.73,-0.37,71.25,51.90,-10.05,28.37,7.08,-17.69,-993.20,227.50,-735.0,-341.25,1,53.153,"
1784211150.133148,"01/01/2000,02:40:10.89,-854.98,-55.66,-522.46,1.73,-2.49,-0.63,72.30,52.05,-9.75,28.51,7.08,-17.81,-993.57,297.50,-945.0,-358.75,1,53.145,"
1784211150.1624756,"01/01/2000,02:40:10.93,-875.98,-56.64,-528.32,-2.36,-0.60,3.49,72.60,50.85,-9.0,28.08,7.08,-17.81,-993.45,210.0,-831.25,-280.0,1,53.197,"
1784211150.1940758,"01/01/2000,02:40:10.95,-849.12,-54.20,-526.86,-0.67,1.58,1.06,72.60,52.05,-11.25,28.41,7.08,-17.93,-993.57,306.25,-796.25,-253.75,1,53.189,"
1784211150.2041736,"01/01/2000,02:40:10.97,-843.75,-65.43,-525.39,-2.63,1.11,-0.70,69.90,48.45,-7.95,28.32,7.08,-17.81,-993.32,271.25,-848.75,-315.0,1,53.181,"
1784211150.2265885,"01/01/2000,02:40:10.99,-860.84,-57.13,-533.69,0.22,0.63,0.33,72.30,52.80,-9.75,28.41,7.08,-17.81,-993.32,253.75,-796.25,-332.50,1,53.173,"
1784211150.2440238,"01/01/2000,02:40:11.00,-852.54,-68.85,-531.74,2.69,1.92,1.34,72.60,50.85,-9.45,28.37,7.20,-17.93,-993.32,358.75,-866.25,-428.75,1,53.165,"
1784211150.282617,"01/01/2000,02:40:11.04,-843.26,-54.69,-527.83,-1.03,-0.03,-0.92,71.70,51.45,-8.85,28.41,6.83,-17.93,-993.32,306.25,-857.50,-210.0,1,53.149,"
1784211150.300282,"01/01/2000,02:40:11.06,-853.03,-64.94,-526.37,-1.31,-0.61,1.76,71.85,52.50,-10.50,28.41,6.83,-17.93,-993.32,323.75,-953.75,-358.75,1,53.208,"
1784211150.3180847,"01/01/2000,02:40:11.08,-850.59,-63.48,-518.55,1.75,-0.75,-0.62,71.85,52.50,-10.50,28.22,6.83,-17.81,-993.32,236.25,-857.50,-306.25,1,53.199,"
1784211150.3396442,"01/01/2000,02:40:11.10,-852.54,-64.45,-526.86,-2.21,-1.21,0.83,72.60,51.30,-10.95,28.41,6.83,-18.06,-993.32,218.75,-918.75,-288.75,1,53.191,"
1784211150.3565764,"01/01/2000,02:40:11.11,-865.23,-53.22,-519.53,-0.52,-1.18,0.43,71.70,51.45,-10.05,28.32,6.95,-18.06,-993.32,227.50,-805.0,-411.25,1,53.184,"
1784211150.3797212,"01/01/2000,02:40:11.13,-846.19,-59.08,-523.44,0.05,-1.21,0.21,71.25,51.0,-9.60,28.37,7.08,-17.93,-993.32,315.0,-761.25,-297.50,1,53.176,"
1784211150.400073,"01/01/2000,02:40:11.15,-844.24,-56.15,-526.37,-0.33,-1.98,0.34,71.85,51.60,-9.75,28.37,7.08,-17.93,-993.20,306.25,-831.25,-271.25,1,53.168,"
1784211150.4123685,"01/01/2000,02:40:11.17,-867.19,-67.38,-523.93,1.26,0.94,-0.83,73.05,50.40,-9.45,28.37,7.08,-17.93,-993.32,280.0,-892.50,-428.75,1,53.160,"
1784211150.4297187,"01/01/2000,02:40:11.19,-860.35,-56.64,-516.11,0.42,1.55,-0.15,71.70,51.90,-9.30,28.22,7.08,-18.06,-993.32,245.0,-910.0,-306.25,1,53.218,"
1784211150.4469566,"01/01/2000,02:40:11.21,-845.21,-48.83,-519.04,0.35,0.91,0.47,71.85,51.30,-9.45,28.56,7.08,-17.93,-993.20,201.25,-980.0,-358.75,1,53.210,"
1784211150.48474,"01/01/2000,02:40:11.24,-847.17,-61.52,-525.88,1.79,1.57,0.36,71.10,52.50,-9.75,28.37,6.83,-18.06,-993.20,332.50,-778.75,-288.75,1,53.194,"
1784211150.5075336,"01/01/2000,02:40:11.26,-854.00,-65.43,-528.81,1.28,2.24,-0.53,73.20,52.65,-10.80,28.22,6.83,-17.93,-992.96,175.0,-980.0,-271.25,1,53.186,"
1784211150.5215552,"01/01/2000,02:40:11.28,-860.35,-54.20,-528.81,2.35,0.42,1.84,72.45,52.65,-10.35,28.22,6.83,-18.06,-993.08,157.50,-761.25,-253.75,1,53.244,"
1784211150.5414407,"01/01/2000,02:40:11.30,-854.00,-50.29,-523.44,-1.31,1.52,0.95,71.25,51.0,-10.05,28.37,6.71,-18.06,-993.08,262.50,-813.75,-341.25,1,53.236,"
1784211150.558494,"01/01/2000,02:40:11.32,-867.19,-52.25,-531.25,-0.05,-1.82,-0.39,71.25,52.20,-10.05,28.51,6.71,-18.06,-993.32,367.50,-945.0,-367.50,1,53.228,"
1784211150.5837312,"01/01/2000,02:40:11.33,-845.70,-50.29,-513.18,2.19,-0.36,1.78,72.60,54.0,-9.75,28.37,6.59,-18.06,-993.32,245.0,-770.0,-315.0,1,53.220,"
1784211150.5994008,"01/01/2000,02:40:11.36,-857.42,-52.25,-527.34,-0.43,1.07,2.22,70.05,50.55,-8.40,28.37,6.59,-18.06,-993.45,218.75,-945.0,-323.75,1,53.212,"
1784211150.6228375,"01/01/2000,02:40:11.38,-854.49,-55.66,-534.67,-1.46,-2.0,1.91,72.60,52.05,-9.45,28.41,6.71,-18.18,-993.32,245.0,-813.75,-376.25,1,53.140,"
1784211150.6574435,"01/01/2000,02:40:11.42,-849.12,-55.18,-527.34,1.20,2.41,1.13,72.30,52.05,-10.50,28.41,6.83,-18.06,-992.84,148.75,-787.50,-280.0,1,53.189,"
1784211150.6787734,"01/01/2000,02:40:11.44,-855.47,-49.80,-522.46,1.27,-1.27,-0.35,71.85,52.05,-9.45,28.32,6.83,-17.93,-992.84,393.75,-875.0,-227.50,1,53.181,"
1784211150.6957834,"01/01/2000,02:40:11.45,-850.59,-51.76,-527.34,0.45,-1.02,2.07,70.65,51.30,-10.20,28.51,6.83,-18.06,-992.84,157.50,-875.0,-297.50,1,53.174,"
1784211150.713445,"01/01/2000,02:40:11.47,-848.63,-49.80,-533.20,-1.22,-2.63,-1.75,71.40,52.05,-10.20,28.60,6.83,-18.06,-992.84,323.75,-752.50,-376.25,1,53.166,"
1784211150.730606,"01/01/2000,02:40:11.49,-858.40,-56.15,-524.90,0.79,1.41,2.88,72.0,52.20,-9.60,28.32,6.95,-18.06,-992.84,253.75,-892.50,-341.25,1,53.222,"
1784211150.7681634,"01/01/2000,02:40:11.53,-853.03,-50.78,-522.46,0.03,1.80,0.95,70.65,50.85,-9.0,28.37,6.95,-18.06,-992.84,148.75,-918.75,-428.75,1,53.207,"
1784211150.7880127,"01/01/2000,02:40:11.55,-850.59,-54.20,-529.79,0.92,-1.82,2.37,72.0,51.0,-10.35,28.37,6.95,-18.06,-993.08,280.0,-945.0,-323.75,1,53.199,"
1784211150.8030324,"01/01/2000,02:40:11.56,-860.35,-54.69,-515.14,2.21,-4.42,2.70,71.85,51.30,-10.50,28.32,6.95,-18.18,-993.20,183.75,-910.0,-350.0,1,53.191,"
1784211150.8246334,"01/01/2000,02:40:11.58,-854.00,-60.06,-529.30,0.01,0.77,2.37,72.30,51.30,-10.20,28.32,6.83,-18.18,-993.08,166.25,-901.25,-367.50,1,53.184,"
1784211150.8515217,"01/01/2000,02:40:11.62,-857.42,-52.73,-525.88,2.35,-1.41,-0.09,71.25,51.45,-10.80,28.37,6.95,-18.06,-993.08,218.75,-892.50,-350.0,1,53.231,"
1784211150.8808837,"01/01/2000,02:40:11.64,-865.72,-55.18,-523.44,0.44,1.75,1.62,71.40,49.95,-8.70,28.56,6.95,-18.18,-993.20,148.75,-883.75,-323.75,1,53.224,"
1784211150.913244,"01/01/2000,02:40:11.67,-864.75,-54.20,-534.67,3.56,0.41,-0.10,73.05,52.50,-10.50,28.41,7.08,-18.06,-993.20,280.0,-805.0,-332.50,1,53.209,"
1784211150.930027,"01/01/2000,02:40:11.69,-864.75,-62.01,-517.58,-2.07,1.31,2.0,72.75,52.65,-10.05,28.37,6.95,-18.18,-992.96,218.75,-822.50,-323.75,1,53.201,"
1784211150.9715576,"01/01/2000,02:40:11.73,-848.14,-51.76,-515.14,0.62,-2.14,1.83,73.20,51.0,-9.60,28.08,6.95,-18.30,-993.08,157.50,-813.75,-297.50,1,53.187,"
1784211150.9943662,"01/01/2000,02:40:11.75,-848.63,-64.45,-526.86,1.59,-0.18,-1.69,73.20,51.0,-9.60,28.41,6.83,-18.30,-993.08,306.25,-778.75,-297.50,1,53.241,"
1784211151.0048778,"01/01/2000,02:40:11.76,-847.66,-59.57,-537.11,1.11,0.36,0.34,71.70,52.20,-9.60,28.37,6.83,-18.18,-992.96,376.25,-813.75,-262.50,1,53.233,"
1784211151.0260057,"01/01/2000,02:40:11.79,-854.49,-50.78,-523.44,2.91,-0.23,-0.53,72.30,50.85,-9.45,28.22,6.83,-18.06,-993.32,236.25,-857.50,-306.25,1,53.226,"
1784211151.0449023,"01/01/2000,02:40:11.80,-848.63,-51.76,-521.00,-0.39,0.10,0.56,71.70,52.20,-9.30,28.17,6.71,-18.06,-993.45,236.25,-761.25,-288.75,1,53.218,"
1784211151.0653334,"01/01/2000,02:40:11.82,-854.49,-54.20,-523.93,1.65,-1.40,0.24,73.20,51.90,-9.30,28.37,6.59,-18.18,-993.45,148.75,-813.75,-332.50,1,53.211,"
1784211151.0859883,"01/01/2000,02:40:11.84,-856.45,-62.99,-530.27,0.50,1.78,-2.10,70.50,51.45,-11.10,28.51,6.83,-17.93,-993.32,245.0,-761.25,-350.0,1,53.204,"
1784211151.1291173,"01/01/2000,02:40:11.89,-856.45,-54.20,-531.74,1.10,0.60,1.57,71.25,51.0,-8.85,28.37,6.95,-17.93,-993.20,192.50,-962.50,-306.25,1,53.189,"
1784211151.149451,"01/01/2000,02:40:11.90,-856.93,-60.55,-527.34,2.50,0.56,2.12,70.50,50.25,-7.35,28.56,6.83,-18.06,-993.32,323.75,-875.0,-280.0,1,53.182,"
1784211151.1671524,"01/01/2000,02:40:11.93,-849.12,-45.41,-519.04,-1.22,-1.56,2.0,72.30,51.30,-11.25,28.22,6.83,-18.18,-993.08,271.25,-665.0,-271.25,1,53.175,"
1784211151.1828914,"01/01/2000,02:40:11.94,-849.61,-56.15,-511.23,0.15,-1.65,-0.50,72.30,50.85,-10.20,28.08,6.83,-18.06,-993.08,192.50,-936.25,-245.0,1,53.167,"
1784211151.1924598,"01/01/2000,02:40:11.96,-853.03,-57.13,-523.44,-0.96,-0.02,-0.55,72.60,52.05,-9.75,28.32,6.71,-18.06,-993.32,245.0,-892.50,-306.25,1,53.160,"
1784211151.2134356,"01/01/2000,02:40:11.98,-858.89,-57.62,-522.46,1.69,0.73,-0.53,72.60,52.05,-9.75,28.37,6.71,-18.06,-993.32,218.75,-822.50,-358.75,1,53.213,"
1784211151.2583053,"01/01/2000,02:40:12.02,-851.07,-57.13,-522.46,0.69,0.69,-1.07,70.65,51.60,-10.50,27.84,6.83,-18.06,-993.45,402.50,-778.75,-315.0,1,53.199,"
1784211151.2766328,"01/01/2000,02:40:12.03,-839.84,-54.69,-539.06,0.24,-0.89,0.74,71.70,51.90,-10.05,28.22,6.83,-18.06,-993.57,262.50,-726.25,-367.50,1,53.191,"
1784211151.2965574,"01/01/2000,02:40:12.05,-857.42,-46.88,-529.30,0.21,-0.96,1.53,72.60,50.85,-9.75,28.37,6.95,-17.93,-993.57,245.0,-813.75,-323.75,1,53.184,"
1784211151.3143964,"01/01/2000,02:40:12.07,-856.45,-33.20,-518.55,-1.39,0.41,0.76,73.05,52.80,-10.20,28.41,6.95,-17.93,-993.57,262.50,-770.0,-236.25,1,53.177,"
1784211151.348413,"01/01/2000,02:40:12.11,-857.91,-63.96,-527.34,-0.32,-0.11,0.38,72.75,53.10,-10.80,28.37,7.08,-17.93,-993.45,271.25,-936.25,-253.75,1,53.222,"
1784211151.369639,"01/01/2000,02:40:12.13,-843.75,-62.01,-532.23,1.29,2.53,2.37,71.10,50.40,-6.45,28.32,7.08,-18.06,-993.20,210.0,-735.0,-253.75,1,53.215,"
1784211151.385158,"01/01/2000,02:40:12.15,-865.23,-53.71,-532.71,3.08,0.12,-1.50,71.85,52.50,-11.70,28.37,7.20,-18.06,-993.32,175.0,-971.25,-245.0,1,53.208,"
1784211151.404788,"01/01/2000,02:40:12.16,-850.59,-49.80,-527.34,-1.08,2.21,2.71,73.35,52.50,-9.75,28.51,7.20,-18.06,-993.32,323.75,-866.25,-341.25,1,53.201,"
1784211151.4214797,"01/01/2000,02:40:12.18,-855.47,-54.20,-510.74,-1.11,1.0,1.84,72.30,51.60,-9.75,28.41,7.20,-17.93,-993.32,332.50,-822.50,-385.0,1,53.194,"
1784211151.4425714,"01/01/2000,02:40:12.20,-852.05,-45.41,-527.34,2.46,0.58,-0.17,72.30,52.50,-10.20,28.37,7.32,-17.93,-993.08,315.0,-813.75,-358.75,1,53.187,"
1784211151.4653912,"01/01/2000,02:40:12.22,-853.52,-44.92,-525.39,2.45,-1.97,-0.41,70.95,51.45,-10.35,28.37,7.08,-18.06,-993.32,288.75,-805.0,-385.0,1,53.238,"
1784211151.4786158,"01/01/2000,02:40:12.24,-862.79,-64.45,-523.44,1.40,2.08,-1.76,71.70,51.0,-9.60,28.37,6.95,-18.06,-993.32,271.25,-813.75,-218.75,1,53.231,"
1784211151.4941392,"01/01/2000,02:40:12.26,-858.40,-64.45,-532.23,1.92,-1.24,-0.54,71.10,52.50,-9.0,28.56,6.95,-18.06,-993.32,437.50,-787.50,-297.50,1,53.224,"
1784211151.5331125,"01/01/2000,02:40:12.29,-852.05,-62.01,-544.43,1.21,1.23,1.13,71.85,51.60,-9.75,28.41,6.83,-18.06,-993.32,236.25,-796.25,-315.0,1,53.210,"
1784211151.5718808,"01/01/2000,02:40:12.33,-869.63,-59.08,-526.37,2.06,-1.52,0.79,72.0,51.45,-10.35,28.51,6.83,-18.06,-993.32,245.0,-857.50,-332.50,1,53.196,"
1784211151.58948,"01/01/2000,02:40:12.35,-857.91,-52.25,-522.46,-2.76,-1.56,0.73,72.0,51.45,-10.35,28.37,6.83,-18.06,-993.32,271.25,-831.25,-297.50,1,53.247,"
1784211151.6047745,"01/01/2000,02:40:12.36,-845.21,-50.29,-520.02,3.32,-0.69,-0.91,71.70,52.65,-8.40,28.41,6.71,-17.93,-993.32,148.75,-813.75,-341.25,1,53.240,"
1784211151.632622,"01/01/2000,02:40:12.39,-847.17,-58.11,-530.76,-0.40,-1.53,2.79,69.90,50.40,-7.50,28.32,6.83,-18.06,-993.20,183.75,-910.0,-306.25,1,53.175,"
1784211151.6560774,"01/01/2000,02:40:12.42,-861.33,-59.57,-523.93,-0.31,1.13,0.32,69.90,51.30,-9.0,28.56,6.83,-18.06,-993.20,122.50,-848.75,-262.50,1,53.169,"
1784211151.6924996,"01/01/2000,02:40:12.45,-865.72,-50.78,-530.27,0.33,-1.21,0.11,71.25,51.45,-10.35,28.17,6.83,-18.06,-993.08,262.50,-857.50,-315.0,1,53.155,"
1784211151.7152176,"01/01/2000,02:40:12.47,-846.68,-63.48,-522.95,1.22,-0.05,0.61,70.95,51.90,-10.35,28.37,6.95,-18.06,-993.32,341.25,-945.0,-245.0,1,53.148,"
1784211151.7236657,"01/01/2000,02:40:12.49,-852.54,-55.18,-528.81,-1.43,-2.60,-0.18,71.70,52.65,-11.55,28.22,6.95,-18.06,-993.32,376.25,-936.25,-280.0,1,53.198,"
1784211151.7654557,"01/01/2000,02:40:12.52,-860.84,-53.71,-529.30,0.18,-0.36,-2.30,72.30,52.50,-10.95,28.32,6.83,-17.93,-993.32,367.50,-866.25,-271.25,1,53.185,"
1784211151.7851167,"01/01/2000,02:40:12.55,-863.28,-48.34,-523.44,2.49,-0.98,0.47,71.85,52.50,-10.50,28.41,6.83,-18.18,-993.20,183.75,-953.75,-367.50,1,53.178,"
1784211151.807757,"01/01/2000,02:40:12.56,-851.07,-58.11,-525.39,-1.30,1.60,0.54,71.85,52.05,-11.70,28.32,6.95,-18.30,-993.08,227.50,-892.50,-323.75,1,53.171,"
1784211151.8230505,"01/01/2000,02:40:12.58,-857.42,-58.11,-518.07,1.56,-0.39,1.71,71.85,53.70,-10.50,28.32,6.95,-18.18,-993.32,253.75,-691.25,-332.50,1,53.165,"
1784211151.839718,"01/01/2000,02:40:12.60,-855.47,-58.11,-529.30,-0.95,1.73,-0.46,72.30,52.80,-10.20,28.37,7.08,-18.18,-993.32,201.25,-910.0,-253.75,1,53.214,"
1784211151.8787796,"01/01/2000,02:40:12.64,-863.77,-62.99,-525.88,-0.95,0.21,-2.77,72.30,49.95,-10.95,28.37,7.08,-18.06,-993.32,341.25,-840.0,-271.25,1,53.200,"
1784211151.8920972,"01/01/2000,02:40:12.65,-870.12,-43.95,-529.30,-0.82,1.27,0.63,72.30,52.50,-10.20,28.51,7.08,-17.81,-993.32,350.0,-822.50,-297.50,1,53.194,"
1784211151.915073,"01/01/2000,02:40:12.68,-857.91,-54.20,-537.60,-1.27,0.05,-2.60,71.25,52.65,-9.60,28.51,6.95,-18.06,-993.32,323.75,-910.0,-306.25,1,53.187,"
1784211151.9340796,"01/01/2000,02:40:12.69,-859.86,-58.59,-538.57,-1.29,2.71,-1.50,69.30,50.25,-8.85,28.41,6.95,-18.18,-993.32,385.0,-787.50,-358.75,1,53.180,"
1784211151.9446342,"01/01/2000,02:40:12.71,-847.17,-62.99,-521.97,0.60,-0.21,-1.44,72.0,51.0,-10.35,28.51,6.83,-18.18,-993.32,306.25,-857.50,-350.0,1,53.174,"
1784211151.975109,"01/01/2000,02:40:12.73,-864.26,-60.55,-522.95,1.40,0.33,1.05,71.40,51.60,-9.75,28.17,6.83,-18.18,-993.20,210.0,-892.50,-376.25,1,53.222,"
1784211151.9855776,"01/01/2000,02:40:12.75,-847.66,-58.11,-526.37,0.83,-1.39,-1.09,71.85,49.20,-7.20,28.37,6.83,-18.18,-993.45,192.50,-866.25,-288.75,1,53.216,"
1784211152.0083642,"01/01/2000,02:40:12.77,-842.29,-57.62,-526.86,2.52,0.15,0.34,70.95,51.90,-9.60,28.41,6.83,-18.30,-993.45,227.50,-743.75,-393.75,1,53.209,"
1784211152.0235825,"01/01/2000,02:40:12.78,-861.82,-51.76,-524.90,-1.78,-0.27,-0.98,72.75,51.90,-10.05,28.51,6.83,-18.30,-993.57,323.75,-848.75,-376.25,1,53.202,"
1784211152.0436492,"01/01/2000,02:40:12.80,-854.98,-46.88,-523.93,0.37,-1.53,0.98,70.35,52.50,-10.50,28.37,7.08,-18.06,-993.57,262.50,-883.75,-350.0,1,53.196,"
1784211152.0648503,"01/01/2000,02:40:12.82,-857.91,-49.32,-516.60,0.30,-0.46,-2.80,72.45,52.20,-10.35,28.41,7.08,-18.06,-993.57,271.25,-822.50,-323.75,1,53.189,"
1784211152.0791414,"01/01/2000,02:40:12.84,-859.38,-57.13,-526.37,-0.42,-0.44,-1.97,72.45,51.0,-11.85,28.51,7.08,-17.93,-993.57,288.75,-857.50,-385.0,1,53.183,"
1784211152.099598,"01/01/2000,02:40:12.86,-854.49,-54.69,-528.32,1.47,0.09,-0.81,72.45,51.0,-11.85,28.22,7.08,-17.93,-993.32,332.50,-787.50,-227.50,1,53.231,"
1784211152.12039,"01/01/2000,02:40:12.88,-852.54,-45.90,-521.00,-1.37,-0.63,-0.95,69.75,51.0,-12.30,28.37,7.08,-17.93,-993.08,218.75,-962.50,-341.25,1,53.224,"
1784211152.146555,"01/01/2000,02:40:12.90,-847.66,-59.08,-520.51,2.75,-1.18,-0.76,72.60,51.60,-10.95,28.56,7.08,-18.06,-993.08,297.50,-831.25,-262.50,1,53.163,"
1784211152.1634955,"01/01/2000,02:40:12.93,-854.49,-58.59,-528.81,1.59,-1.10,-0.87,72.30,50.85,-9.0,28.41,6.83,-17.93,-993.08,113.75,-936.25,-402.50,1,53.157,"
1784211152.184457,"01/01/2000,02:40:12.94,-854.98,-51.27,-528.32,-0.83,-0.17,-0.35,69.75,51.0,-8.85,28.37,6.95,-17.93,-992.84,192.50,-901.25,-288.75,1,53.150,"
1784211152.2050042,"01/01/2000,02:40:12.96,-856.93,-64.94,-530.27,1.67,1.64,-1.42,72.0,51.0,-11.10,28.17,6.95,-17.93,-993.08,358.75,-796.25,-332.50,1,53.144,"
1784211152.2252393,"01/01/2000,02:40:12.98,-862.79,-59.08,-529.30,-0.69,2.11,-0.39,71.70,51.90,-8.85,28.56,6.95,-17.93,-993.08,201.25,-770.0,-271.25,1,53.138,"
1784211152.2349293,"01/01/2000,02:40:13.00,-855.96,-63.48,-521.00,-1.08,0.07,2.42,71.70,51.90,-8.85,28.51,6.95,-17.93,-993.08,218.75,-857.50,-341.25,1,53.185,"
1784211152.2574914,"01/01/2000,02:40:13.02,-848.14,-53.22,-530.76,-1.83,0.25,0.59,71.10,52.80,-10.50,28.08,6.95,-17.93,-993.20,306.25,-682.50,-262.50,1,53.179,"
1784211152.2792842,"01/01/2000,02:40:13.04,-847.17,-62.01,-515.63,-0.17,0.61,-0.15,71.40,52.50,-10.20,28.03,6.95,-18.06,-993.20,262.50,-936.25,-262.50,1,53.172,"
1784211152.2963216,"01/01/2000,02:40:13.05,-860.35,-71.29,-517.58,0.24,0.15,0.59,71.70,50.25,-11.10,27.98,6.95,-17.93,-993.32,166.25,-997.50,-376.25,1,53.166,"
1784211152.31185,"01/01/2000,02:40:13.07,-859.38,-42.97,-522.95,2.49,0.53,-0.23,72.0,52.65,-11.55,28.60,6.95,-17.93,-993.32,280.0,-901.25,-288.75,1,53.159,"
1784211152.3348172,"01/01/2000,02:40:13.09,-842.77,-59.57,-535.16,0.95,0.21,0.22,72.60,52.05,-10.95,28.37,7.08,-18.06,-993.32,350.0,-840.0,-288.75,1,53.153,"
1784211152.349306,"01/01/2000,02:40:13.11,-861.82,-47.85,-519.53,1.59,-0.77,0.59,72.30,50.85,-10.50,28.37,6.95,-18.06,-993.45,113.75,-848.75,-341.25,1,53.147,"
